------Generation 0------
Rule  1: 1111112511221, Class:  1, CF:0.945588, Len: 13, Fitness_tra: 0
Rule  2: 1111111212111, Class:  2, CF:0.65488, Len: 13, Fitness_tra: 0
Rule  3: 1152511111511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  4: 000080be40000, Class:  2, CF:0.189045, Len:  4, Fitness_tra: 0
Rule  5: 1112191111531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: 1218c51818511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 5551217121222, Class:  0, CF:0.937681, Len: 13, Fitness_tra: 0
Rule  8: 1151135151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1151513851111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 115211511c811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 9191211151511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 5151227111122, Class:  0, CF:0.988158, Len: 13, Fitness_tra: 0
Rule 13: 1115818111152, Class:  0, CF:0.607796, Len: 13, Fitness_tra: 0
Rule 14: 0000804040000, Class:  0, CF:0.688096, Len:  3, Fitness_tra: -4
Rule 15: 115528b521211, Class:  1, CF:0.793407, Len: 13, Fitness_tra: 0
Rule 16: 115521b11518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 123515d158111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00d000b000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11181391d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1111512211442, Class:  1, CF:0.819328, Len: 13, Fitness_tra: 0
Rule 21: 3115595111d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2151211114552, Class:  0, CF:0.99062, Len: 13, Fitness_tra: 0
Rule 23: 5155124121241, Class:  0, CF:0.965087, Len: 13, Fitness_tra: 0
Rule 24: 1195c829c1411, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 225125115b537, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 515112b148811, Class:  2, CF:0.332466, Len: 13, Fitness_tra: 0
Rule 27: 2000000000002, Class:  0, CF:0.377519, Len:  2, Fitness_tra: -19
Rule 28: 0020080000002, Class:  0, CF:0.778142, Len:  3, Fitness_tra: -3
Rule 29: 8211112214511, Class:  0, CF:0.250319, Len: 13, Fitness_tra: 0
Rule 30: 1111258111192, Class:  0, CF:0.929318, Len: 13, Fitness_tra: 0
Rule 31: 11551151151d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000c000002, Class:  0, CF:0.735291, Len:  2, Fitness_tra: 13
Rule 33: 00000cc084550, Class:  0, CF:0.749825, Len:  6, Fitness_tra: 0
Rule 34: 2111851152112, Class:  0, CF:0.973098, Len: 13, Fitness_tra: 0
Rule 35: 3451111211811, Class:  1, CF:0.999656, Len: 13, Fitness_tra: 0
Rule 36: 14d1191155111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 1121211111112, Class:  2, CF:0.128518, Len: 13, Fitness_tra: 0
Rule 38: 8780000000000, Class:  0, CF:0.168402, Len:  3, Fitness_tra: -4
Rule 39: 1251111111811, Class:  1, CF:0.507365, Len: 13, Fitness_tra: 0
Rule 40: 8155111111231, Class:  2, CF:0.998614, Len: 13, Fitness_tra: 0
Rule 41: 3111212111212, Class:  1, CF:0.934136, Len: 13, Fitness_tra: 0
Rule 42: c251151182811, Class:  0, CF:0.845053, Len: 13, Fitness_tra: 0
Rule 43: 1155121111251, Class:  1, CF:0.6584, Len: 13, Fitness_tra: 0
Rule 44: 51111111c1111, Class:  0, CF:0.443696, Len: 13, Fitness_tra: 0
Rule 45: 1111539115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000400400d50, Class:  0, CF:0.201469, Len:  4, Fitness_tra: 0
Rule 47: 000080b040000, Class:  2, CF:0.179867, Len:  3, Fitness_tra: 0
Rule 48: 2151218182112, Class:  0, CF:0.977304, Len: 13, Fitness_tra: 0
Rule 49: 000000c000000, Class:  0, CF:0.283891, Len:  1, Fitness_tra: -29
Rule 50: 11dd122121142, Class:  0, CF:0.581378, Len: 13, Fitness_tra: 0
Rule 51: 2111211111112, Class:  2, CF:0.0530803, Len: 13, Fitness_tra: 0
Rule 52: 2111c18112511, Class:  0, CF:0.856369, Len: 13, Fitness_tra: 0
Rule 53: 0000590000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 1555121311241, Class:  2, CF:0.930842, Len: 13, Fitness_tra: 0
Rule 55: 1c12115181111, Class:  1, CF:0.343862, Len: 13, Fitness_tra: 0
