------Generation 0------
Rule  1: 1111511211211, Class:  1, CF:0.560419, Len: 13, Fitness_tra: 0
Rule  2: 1285411217112, Class:  2, CF:0.965419, Len: 13, Fitness_tra: 0
Rule  3: d000000048400, Class:  0, CF:0.644815, Len:  4, Fitness_tra: 2
Rule  4: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 0020000050500, Class:  0, CF:0.0398281, Len:  3, Fitness_tra: 0
Rule  6: 1485181821512, Class:  1, CF:0.828335, Len: 13, Fitness_tra: 0
Rule  7: 1211535115131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 92d5151c155e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 151111414811c, Class:  2, CF:0.99723, Len: 13, Fitness_tra: 0
Rule 10: 5115822523211, Class:  0, CF:0.990767, Len: 13, Fitness_tra: 0
Rule 11: 1191111111422, Class:  0, CF:0.490461, Len: 13, Fitness_tra: 0
Rule 12: 5c12251118111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: e1e1199121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1215211111112, Class:  2, CF:0.754207, Len: 13, Fitness_tra: 0
Rule 15: 2151218184151, Class:  0, CF:0.941698, Len: 13, Fitness_tra: 0
Rule 16: 5111122111211, Class:  0, CF:0.58269, Len: 13, Fitness_tra: 0
Rule 17: 0090530000000, Class:  1, CF:0.868228, Len:  3, Fitness_tra: 0
Rule 18: 90005000c0003, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 19: 1155811812591, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2151212551511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 0000008000d00, Class:  0, CF:0.136727, Len:  2, Fitness_tra: -1
Rule 22: 000000b0c0008, Class:  0, CF:0.602373, Len:  3, Fitness_tra: 0
Rule 23: 1211c35118531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 5115114311212, Class:  1, CF:0.767999, Len: 13, Fitness_tra: 0
Rule 25: 1211851111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 1251111111531, Class:  1, CF:0.984704, Len: 13, Fitness_tra: 0
Rule 27: 8000000030002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11581151111e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1111141121111, Class:  1, CF:0.545213, Len: 13, Fitness_tra: 0
Rule 30: 131d214311211, Class:  1, CF:0.412583, Len: 13, Fitness_tra: 0
Rule 31: 155d811121221, Class:  2, CF:0.048686, Len: 13, Fitness_tra: 0
Rule 32: 54125518cc515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1111112181211, Class:  1, CF:0.684151, Len: 13, Fitness_tra: 0
Rule 34: 200d000004004, Class:  2, CF:0.613256, Len:  4, Fitness_tra: 2
Rule 35: 2000000000004, Class:  0, CF:0.127175, Len:  2, Fitness_tra: -4
Rule 36: 000000c004000, Class:  0, CF:0.566527, Len:  2, Fitness_tra: 10
Rule 37: 51d5c14121212, Class:  2, CF:0.132191, Len: 13, Fitness_tra: 0
Rule 38: 9111122183141, Class:  0, CF:0.959237, Len: 13, Fitness_tra: 0
Rule 39: 119111d118511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 5115c15811131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1111c11121111, Class:  2, CF:0.166549, Len: 13, Fitness_tra: 0
Rule 42: 11d1117315112, Class:  2, CF:0.985835, Len: 13, Fitness_tra: 0
Rule 43: 5191112221474, Class:  0, CF:0.986448, Len: 13, Fitness_tra: 0
Rule 44: 11d1191151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e411519115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1111212322211, Class:  1, CF:0.109953, Len: 13, Fitness_tra: 0
Rule 47: 1c11195221519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 111112112c411, Class:  0, CF:0.237948, Len: 13, Fitness_tra: 0
Rule 49: 1151111114111, Class:  2, CF:0.636372, Len: 13, Fitness_tra: 0
Rule 50: 5155541121212, Class:  0, CF:0.0128115, Len: 13, Fitness_tra: 0
Rule 51: 9211135251111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1191112112152, Class:  0, CF:0.775421, Len: 13, Fitness_tra: 0
Rule 53: 11d1127381112, Class:  1, CF:0.276556, Len: 13, Fitness_tra: 0
Rule 54: 3112515152211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 9111831115531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1435111858111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e411535111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1111c24321222, Class:  0, CF:0.716586, Len: 13, Fitness_tra: 0
Rule 59: 91511111c1111, Class:  0, CF:0.532369, Len: 13, Fitness_tra: 0
Rule 60: 31d51911158e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1115118111112, Class:  1, CF:0.853051, Len: 13, Fitness_tra: 0
Rule 62: 300000d008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8780000000000, Class:  0, CF:0.189295, Len:  3, Fitness_tra: -8
Rule 64: 52151d2251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1155112111111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 511122734828c, Class:  0, CF:0.999993, Len: 13, Fitness_tra: 0
Rule 67: 111152c121142, Class:  1, CF:0.869252, Len: 13, Fitness_tra: 0
Rule 68: 911511d158531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000d000000000, Class:  2, CF:0.15974, Len:  1, Fitness_tra: 1
Rule 70: 8111118154214, Class:  0, CF:0.917725, Len: 13, Fitness_tra: 0
Rule 71: 22151d8821111, Class:  1, CF:0.691939, Len: 13, Fitness_tra: 0
Rule 72: 1c11891888111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 0000008084550, Class:  0, CF:0.438907, Len:  5, Fitness_tra: 0
Rule 74: 1115155118511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2415112111511, Class:  1, CF:0.999453, Len: 13, Fitness_tra: 0
