------Generation 0------
Rule  1: 9c51815212593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 91115c1111212, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  3: 1111814121411, Class:  1, CF:0.620662, Len: 13, Fitness_tra: 0
Rule  4: 115111d2111e1, Class:  0, CF:0.748074, Len: 13, Fitness_tra: 0
Rule  5: 1111c15111312, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: 9c1111d128151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 31112d5118119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1115812112111, Class:  2, CF:0.961974, Len: 13, Fitness_tra: 0
Rule  9: 1191521111441, Class:  1, CF:0.366253, Len: 13, Fitness_tra: 0
Rule 10: 1291519115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1111111111248, Class:  0, CF:0.874054, Len: 13, Fitness_tra: 0
Rule 12: 5155112511141, Class:  2, CF:0.47906, Len: 13, Fitness_tra: 0
Rule 13: 51111218c1471, Class:  0, CF:0.760591, Len: 13, Fitness_tra: 0
Rule 14: 221111215151c, Class:  0, CF:0.97512, Len: 13, Fitness_tra: 0
Rule 15: 1111111211511, Class:  1, CF:0.969382, Len: 13, Fitness_tra: 0
Rule 16: 1111111821422, Class:  1, CF:0.620146, Len: 13, Fitness_tra: 0
Rule 17: 521821d182511, Class:  0, CF:0.736366, Len: 13, Fitness_tra: 0
Rule 18: 11518821c5111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 111121c152512, Class:  0, CF:0.788927, Len: 13, Fitness_tra: 0
Rule 20: e1e1151155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c239111124151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 0c09008004550, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 23: cb00000090002, Class:  0, CF:0.937092, Len:  4, Fitness_tra: 0
Rule 24: 1c51219111591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000c004500, Class:  0, CF:0.259058, Len:  3, Fitness_tra: 0
Rule 26: 1211111511131, Class:  2, CF:0.807388, Len: 13, Fitness_tra: 0
Rule 27: 3251131155513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1111188111812, Class:  0, CF:0.697248, Len: 13, Fitness_tra: 0
Rule 29: 1d11881111181, Class:  0, CF:0.898588, Len: 13, Fitness_tra: 0
Rule 30: 0000807040000, Class:  0, CF:0.0277798, Len:  3, Fitness_tra: 0
Rule 31: 0000400000050, Class:  0, CF:0.476835, Len:  2, Fitness_tra: -9
Rule 32: 111511b11121c, Class:  1, CF:0.311654, Len: 13, Fitness_tra: 0
Rule 33: 8115455111152, Class:  1, CF:0.782733, Len: 13, Fitness_tra: 0
Rule 34: 5355c2232512c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11154121215e1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 311151118c515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1811c3d251111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c211218211112, Class:  0, CF:0.816901, Len: 13, Fitness_tra: 0
Rule 39: 81552d1122292, Class:  1, CF:0.920552, Len: 13, Fitness_tra: 0
Rule 40: 1111113115559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 515521b121112, Class:  2, CF:0.993024, Len: 13, Fitness_tra: 0
Rule 42: 5121151812152, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 5551121183242, Class:  0, CF:0.999822, Len: 13, Fitness_tra: 0
Rule 44: d000000048400, Class:  0, CF:0.561513, Len:  4, Fitness_tra: -4
Rule 45: 2113451524131, Class:  1, CF:0.792756, Len: 13, Fitness_tra: 0
Rule 46: e00080be40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5288118211111, Class:  0, CF:0.61677, Len: 13, Fitness_tra: 0
Rule 48: 2151c11114194, Class:  0, CF:0.995626, Len: 13, Fitness_tra: 0
Rule 49: 1111812115212, Class:  0, CF:0.211673, Len: 13, Fitness_tra: 0
Rule 50: e111599215131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000c8084550, Class:  0, CF:0.756921, Len:  6, Fitness_tra: 0
Rule 52: 1111142111222, Class:  0, CF:0.428735, Len: 13, Fitness_tra: 0
Rule 53: 0003000004004, Class:  0, CF:0.676989, Len:  3, Fitness_tra: -11
Rule 54: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1115211521142, Class:  2, CF:0.316196, Len: 13, Fitness_tra: 0
Rule 56: 3151511111111, Class:  1, CF:0.989495, Len: 13, Fitness_tra: 0
Rule 57: 5151121111241, Class:  0, CF:0.547402, Len: 13, Fitness_tra: 0
Rule 58: 11d511c152111, Class:  0, CF:0.704295, Len: 13, Fitness_tra: 0
Rule 59: 1c5111125c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
