------Generation 0------
Rule  1: 8111211111117, Class:  2, CF:0.655959, Len: 13, Fitness_tra: 0
Rule  2: 0000807040000, Class:  0, CF:0.093825, Len:  3, Fitness_tra: 0
Rule  3: 1212211122155, Class:  0, CF:0.994878, Len: 13, Fitness_tra: 0
Rule  4: 2000000000002, Class:  0, CF:0.363391, Len:  2, Fitness_tra: 6
Rule  5: 5c51115181511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: 000ae60000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 5115111111111, Class:  2, CF:0.927901, Len: 13, Fitness_tra: 0
Rule  8: 5d15114148121, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 111119111c111, Class:  0, CF:0.804551, Len: 13, Fitness_tra: 0
Rule 10: 1111111112111, Class:  2, CF:0.467944, Len: 13, Fitness_tra: 0
Rule 11: 115115d851161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: c115211314112, Class:  2, CF:0.959831, Len: 13, Fitness_tra: 0
Rule 13: d09000004840c, Class:  0, CF:0.0403914, Len:  6, Fitness_tra: 0
Rule 14: 9111112111111, Class:  0, CF:0.836083, Len: 13, Fitness_tra: 0
Rule 15: 0000000007004, Class:  0, CF:0.188675, Len:  2, Fitness_tra: 0
Rule 16: c11111c111112, Class:  0, CF:0.582124, Len: 13, Fitness_tra: 0
Rule 17: 2111215311151, Class:  0, CF:0.954549, Len: 13, Fitness_tra: 0
Rule 18: 8000000007004, Class:  0, CF:0.478978, Len:  3, Fitness_tra: 12
Rule 19: 2151118154252, Class:  0, CF:0.983881, Len: 13, Fitness_tra: 0
Rule 20: 215515582711b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1c5151115d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 81d12d5514112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1111211122151, Class:  0, CF:0.217436, Len: 13, Fitness_tra: 0
Rule 24: 2151118981112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 1551814121222, Class:  0, CF:0.970126, Len: 13, Fitness_tra: 0
Rule 26: 1151122111121, Class:  0, CF:0.0707156, Len: 13, Fitness_tra: 0
Rule 27: 1121111811111, Class:  2, CF:0.0312262, Len: 13, Fitness_tra: 0
Rule 28: 8000000000002, Class:  0, CF:0.418696, Len:  2, Fitness_tra: 10
Rule 29: 000000c000500, Class:  1, CF:0.250273, Len:  2, Fitness_tra: 1
Rule 30: 1315c2131511c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 1c11215118191, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 5151512121121, Class:  0, CF:0.997944, Len: 13, Fitness_tra: 0
Rule 33: 2181c52184191, Class:  0, CF:0.998235, Len: 13, Fitness_tra: 0
Rule 34: 00007080d0000, Class:  0, CF:0.583699, Len:  3, Fitness_tra: 1
Rule 35: 1c12539115115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1155121121212, Class:  1, CF:0.119967, Len: 13, Fitness_tra: 0
Rule 37: 1115c51111112, Class:  1, CF:0.551804, Len: 13, Fitness_tra: 0
Rule 38: 1151112321818, Class:  0, CF:0.999452, Len: 13, Fitness_tra: 0
Rule 39: 11111211c9128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 000000b0c0c00, Class:  1, CF:0.749401, Len:  3, Fitness_tra: 15
Rule 41: 15318c25c1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2111111111814, Class:  1, CF:0.0628527, Len: 13, Fitness_tra: 0
Rule 43: 321515915d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1115112111141, Class:  1, CF:0.923057, Len: 13, Fitness_tra: 0
Rule 45: 9151111152313, Class:  2, CF:0.997845, Len: 13, Fitness_tra: 0
Rule 46: 1c15151111d11, Class:  1, CF:0.999847, Len: 13, Fitness_tra: 0
Rule 47: cc00000057500, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 1155831211593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11d5113251531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 111211282c511, Class:  1, CF:0.351054, Len: 13, Fitness_tra: 0
Rule 51: 3c11111151191, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 215d291112c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000030004000, Class:  2, CF:0.657607, Len:  2, Fitness_tra: 22
Rule 54: 0c00008004557, Class:  1, CF:0.91392, Len:  6, Fitness_tra: 0
Rule 55: 1c5c135118531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1231421121112, Class:  1, CF:0.0557343, Len: 13, Fitness_tra: 0
Rule 57: 12118551115d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 59151121c1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 221521d212111, Class:  1, CF:0.377896, Len: 13, Fitness_tra: 0
Rule 60: 581125d151115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 15511c1113128, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 9255151112111, Class:  2, CF:0.916331, Len: 13, Fitness_tra: 0
Rule 63: 1295111115d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000c000000, Class:  0, CF:0.240987, Len:  1, Fitness_tra: -14
Rule 65: 55118823c5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8215118154894, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1111811218191, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 2700000000020, Class:  0, CF:0.400727, Len:  3, Fitness_tra: 1
Rule 69: 2221411214514, Class:  0, CF:0.160367, Len: 13, Fitness_tra: 0
Rule 70: 1c55121111112, Class:  2, CF:0.868516, Len: 13, Fitness_tra: 0
Rule 71: 31511e3112111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 0000807040000, Class:  0, CF:0.093825, Len:  3, Fitness_tra: 0
Rule 73: 1135111118115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151193111193, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 3c18111255511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2155215211111, Class:  0, CF:0.134199, Len: 13, Fitness_tra: 0
Rule 77: 981855d121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000c000000, Class:  0, CF:0.240987, Len:  1, Fitness_tra: 0
Rule 79: 15511145c1128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1d11111345c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 311581411321c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 1c15153151153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
