------Generation 0------
Rule  1: 96e821e23619921285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: d55224288511545219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 13387b1be333112182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: c121b7838584182174, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  5: 51121782512112d215, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: c251bb81182155127b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 153121515d15d12221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 15d12785815cd45151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 9132413251119c2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 218244858188512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81d1c11111211c2221, Class:  1, CF:0.886798, Len: 18, Fitness_tra: 0
Rule 12: 156112dc3d115c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1111119159531253d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 885121812111811528, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 15: 2115121c515814111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 113812919355519155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1361119111551211c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1252122522c2112113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 19: 9338123be3311c11c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: d21224434844112118, Class:  0, CF:0.995434, Len: 18, Fitness_tra: 0
Rule 21: 00044c0eb007000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: dc1512812252811211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 23: 113142123e59311185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 511114921151e22111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 00000c0000400b000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c000007e007b000000, Class:  1, CF:0.868291, Len:  5, Fitness_tra: 0
Rule 27: 000400000507000000, Class:  0, CF:0.384233, Len:  3, Fitness_tra: -2
Rule 28: 14524111c1c2111113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 111114125125121139, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 30: 0000cb000000000008, Class:  0, CF:0.789079, Len:  3, Fitness_tra: 2
Rule 31: 11152491511952b119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 22d11221c1812c2c22, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 33: c1121425411881cc82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d125221d1411722111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1115c25c11221414e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c15114c112c158c7c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11814b131271211411, Class:  0, CF:0.310321, Len: 18, Fitness_tra: 0
Rule 38: 131514e75e5531511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000b000000070000, Class:  1, CF:0.0192451, Len:  2, Fitness_tra: -12
Rule 40: 0000000000000c0000, Class:  1, CF:0.00958777, Len:  1, Fitness_tra: 0
Rule 41: 911114349131111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1ee547111588915255, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: c121b2138142821c4b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 5111111122182bcc13, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 45: 1112411111128111c1, Class:  0, CF:0.504979, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 47: 113d42923315112111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d11522282dc12111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c0070000000000c060, Class:  1, CF:0.764281, Len:  4, Fitness_tra: 2
Rule 50: 111c215459d9e11118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 39f5489213d1121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 518211497222c21122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
