------Generation 0------
Rule  1: 417581e192915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: b2612e3118259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0e04000280e04, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule  4: 4219598581511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 363c591982818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 36a2866312211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 0004060e0d000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1321851121588, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule  9: 1169251918151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: ad71258511135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 3d1113385c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1212519c1151d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 7771d155911d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 6915255311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4772c13518111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 2c335558d111c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: bc115d8881155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11a1125c595d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1639918159881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f92952151d51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 426ce12151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 141385c15191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e43c81365122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000050de0000, Class:  0, CF:0.972994, Len:  3, Fitness_tra: 4
Rule 25: 41195e1151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: f516258d1531d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 21734c1919e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 133811e528881, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: b1113141dd125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 22b935ec826d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f631551318cc3, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 32: 74b5911151835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1f3c193311185, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 34: 223c93cc293dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 13a283358c111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 36: 15221382121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 41411c3515919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: a529132c51d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 397d821311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7c611d1331115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 72b51534159e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1e29253151d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11783555139dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1161181851c21, Class:  0, CF:0.257303, Len: 13, Fitness_tra: 18
Rule 45: b2a1c1e911851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 692e11c1851d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f631913d51123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b912113121816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 7426589d1d125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: ad7111111153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0007068ec0002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 28f5511855911, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 53: fa69312d11211, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule 54: 21a111c583111, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 55: 33a19521135c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 000500230000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 139
Rule 57: 11a9311135113, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 58: 1122115e13125, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 59: 42b1d818115dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6af8d91512151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 63b11512555e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2243218591912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: aaf15d1185113, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 64: 1af123112c251, Class:  0, CF:0.663972, Len: 13, Fitness_tra: 31
