------Generation 0------
Rule  1: d5844, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  2: 92c41, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  3: 12c11, Class:  0, CF:  1, Len:  5, Fitness_tra: 5
Rule  4: 04000, Class:  0, CF:0.414957, Len:  1, Fitness_tra: 84
Rule  5: 54b11, Class:  0, CF:0.489531, Len:  5, Fitness_tra: 0
Rule  6: 5c111, Class:  0, CF:0.999685, Len:  5, Fitness_tra: 1
Rule  7: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 982b2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 5d441, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 10: 5c244, Class:  0, CF:0.937918, Len:  5, Fitness_tra: 0
Rule 11: 1c272, Class:  0, CF:0.937884, Len:  5, Fitness_tra: 0
Rule 12: 32111, Class:  0, CF:0.96762, Len:  5, Fitness_tra: 2
Rule 13: 111b4, Class:  1, CF:0.924255, Len:  5, Fitness_tra: 0
Rule 14: 552b1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 04000, Class:  0, CF:0.414957, Len:  1, Fitness_tra: 0
Rule 16: 111b4, Class:  1, CF:0.924255, Len:  5, Fitness_tra: 0
Rule 17: 11142, Class:  1, CF:0.959212, Len:  5, Fitness_tra: 0
Rule 18: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 88242, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: d1144, Class:  1, CF:0.982038, Len:  5, Fitness_tra: 37
Rule 21: 21172, Class:  1, CF:0.975944, Len:  5, Fitness_tra: 9
Rule 22: 54418, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 91121, Class:  1, CF:0.978908, Len:  5, Fitness_tra: 1
Rule 24: 97421, Class:  1, CF:0.819591, Len:  5, Fitness_tra: 0
Rule 25: 6412c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 31114, Class:  0, CF:0.29158, Len:  5, Fitness_tra: 0
Rule 27: 97435, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
