------Generation 0------
Rule  1: 111b2, Class:  1, CF:0.948212, Len:  5, Fitness_tra: 0
Rule  2: 11111, Class:  0, CF:0.222213, Len:  5, Fitness_tra: 0
Rule  3: d5841, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  4: 312bb, Class:  0, CF:0.287226, Len:  5, Fitness_tra: 0
Rule  5: 11782, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  6: 51411, Class:  1, CF:0.100323, Len:  5, Fitness_tra: 0
Rule  7: 11cb2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: e1721, Class:  1, CF:0.955756, Len:  5, Fitness_tra: 0
Rule  9: 91117, Class:  1, CF:0.911037, Len:  5, Fitness_tra: 12
Rule 10: 182b7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 1277b, Class:  1, CF:0.367239, Len:  5, Fitness_tra: 0
Rule 12: 14182, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 13: 1c411, Class:  0, CF:0.999744, Len:  5, Fitness_tra: 1
Rule 14: 12443, Class:  0, CF:0.612453, Len:  5, Fitness_tra: 0
Rule 15: 11111, Class:  0, CF:0.222213, Len:  5, Fitness_tra: 0
Rule 16: 3d2b2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 91cbb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: e5227, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 51124, Class:  1, CF:0.988271, Len:  5, Fitness_tra: 0
Rule 20: 11221, Class:  1, CF:0.475529, Len:  5, Fitness_tra: 0
Rule 21: 52422, Class:  1, CF:0.947125, Len:  5, Fitness_tra: 0
Rule 22: 0400c, Class:  1, CF:0.998487, Len:  2, Fitness_tra: 25
Rule 23: 91411, Class:  1, CF:0.395395, Len:  5, Fitness_tra: 0
Rule 24: e22b7, Class:  1, CF:0.95152, Len:  5, Fitness_tra: 0
Rule 25: e1c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 12472, Class:  1, CF:0.83067, Len:  5, Fitness_tra: 0
Rule 27: d14b2, Class:  1, CF:0.975953, Len:  5, Fitness_tra: 0
Rule 28: 34222, Class:  0, CF:0.641102, Len:  5, Fitness_tra: 0
Rule 29: 11722, Class:  1, CF:0.946997, Len:  5, Fitness_tra: 0
