------Generation 0------
Rule  1: 9221b, Class:  1, CF:0.154824, Len:  5, Fitness_tra: 0
Rule  2: 95417, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  3: e11c4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  4: 54421, Class:  1, CF:0.290399, Len:  5, Fitness_tra: 0
Rule  5: 31111, Class:  0, CF:0.820572, Len:  5, Fitness_tra: 5
Rule  6: e4483, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: 12412, Class:  1, CF:0.0276438, Len:  5, Fitness_tra: 0
Rule  8: 12118, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 371c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1c271, Class:  0, CF:0.99897, Len:  5, Fitness_tra: 0
Rule 11: e4441, Class:  1, CF:0.613951, Len:  5, Fitness_tra: 0
Rule 12: 51214, Class:  1, CF:0.664286, Len:  5, Fitness_tra: 0
Rule 13: 92b22, Class:  1, CF:0.964686, Len:  5, Fitness_tra: 0
Rule 14: 5c1b1, Class:  0, CF:0.997103, Len:  5, Fitness_tra: 0
Rule 15: 1171f, Class:  0, CF:0.852922, Len:  5, Fitness_tra: 62
Rule 16: 31241, Class:  0, CF:0.903673, Len:  5, Fitness_tra: 0
Rule 17: 984b4, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 14b21, Class:  0, CF:0.209338, Len:  5, Fitness_tra: 0
Rule 19: 85841, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: e521b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 21: 3b211, Class:  0, CF:0.829822, Len:  5, Fitness_tra: 0
Rule 22: 312b1, Class:  0, CF:0.903673, Len:  5, Fitness_tra: 0
Rule 23: 54122, Class:  1, CF:0.964125, Len:  5, Fitness_tra: 0
Rule 24: d1247, Class:  1, CF:0.910552, Len:  5, Fitness_tra: 0
Rule 25: e871c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
