------Generation 0------
Rule  1: 15618599c5153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 1215c1198511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 4213258551985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 0000e0000200c, Class:  7, CF:0.365637, Len:  3, Fitness_tra: 22
Rule  6: 000000a4003ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 0304d00000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0500c0000900c, Class:  6, CF:0.584548, Len:  4, Fitness_tra: -4
Rule  9: 000000000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1141d112cd131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0000000009000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 79f5511151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 00000900c0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000cd8003d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1cf5115111b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0003908080000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0300080800000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b4b645cd933e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3aa555dd21155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0003d05d00009, Class:  1, CF:0.374208, Len:  5, Fitness_tra: -5
Rule 25: 0000400000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 251849e353213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0c000d055e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 28: 0f00005d000c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000d0c0c0890, Class:  9, CF:0.0894489, Len:  5, Fitness_tra: -22
Rule 30: 222112189e332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: fe41115121518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000500058000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000e00c00000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 717585619d952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0008000d00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00020060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
