------Generation 0------
Rule  1: 312b7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 89
Rule  3: d0000, Class:  2, CF:0.441072, Len:  1, Fitness_tra: -2
Rule  4: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule  5: d1c27, Class:  2, CF:0.785985, Len:  5, Fitness_tra: 0
Rule  6: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule  7: 15c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 18c41, Class:  1, CF:0.97787, Len:  5, Fitness_tra: 0
Rule  9: 03000, Class:  2, CF:0.312991, Len:  1, Fitness_tra: 0
Rule 10: e44c2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 11c77, Class:  1, CF:0.137508, Len:  5, Fitness_tra: 0
Rule 12: 52174, Class:  0, CF:0.526061, Len:  5, Fitness_tra: 0
Rule 13: 98472, Class:  2, CF:0.148458, Len:  5, Fitness_tra: 0
Rule 14: 91222, Class:  0, CF:0.936857, Len:  5, Fitness_tra: 0
Rule 15: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 16: 158b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 98272, Class:  2, CF:0.148458, Len:  5, Fitness_tra: 0
Rule 18: e0000, Class:  0, CF:0.0927536, Len:  1, Fitness_tra: 0
Rule 19: 154b7, Class:  1, CF:0.861442, Len:  5, Fitness_tra: 0
Rule 20: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 21: 98127, Class:  2, CF:0.480587, Len:  5, Fitness_tra: 0
Rule 22: 111b1, Class:  2, CF:0.237928, Len:  5, Fitness_tra: 0
Rule 23: 11141, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13111, Class:  2, CF:0.673276, Len:  5, Fitness_tra: 0
Rule 25: 3227b, Class:  1, CF:0.674389, Len:  5, Fitness_tra: 0
Rule 26: 112b4, Class:  0, CF:0.14631, Len:  5, Fitness_tra: 0
Rule 27: 5141b, Class:  2, CF:0.353633, Len:  5, Fitness_tra: 0
Rule 28: 1517b, Class:  1, CF:0.537952, Len:  5, Fitness_tra: 0
Rule 29: d22bb, Class:  2, CF:0.533002, Len:  5, Fitness_tra: 0
Rule 30: 98114, Class:  2, CF:0.446349, Len:  5, Fitness_tra: 0
Rule 31: 31b11, Class:  2, CF:0.0608226, Len:  5, Fitness_tra: 0
Rule 32: 12241, Class:  1, CF:0.252463, Len:  5, Fitness_tra: 0
Rule 33: d1271, Class:  2, CF:0.0352692, Len:  5, Fitness_tra: 0
Rule 34: 11241, Class:  2, CF:0.237173, Len:  5, Fitness_tra: 0
Rule 35: 0c700, Class:  2, CF:0.570048, Len:  2, Fitness_tra: -3
Rule 36: d0000, Class:  2, CF:0.441072, Len:  1, Fitness_tra: 0
Rule 37: 12121, Class:  2, CF:0.322272, Len:  5, Fitness_tra: 0
Rule 38: d81b1, Class:  2, CF:0.785428, Len:  5, Fitness_tra: 0
Rule 39: 55421, Class:  1, CF:0.872944, Len:  5, Fitness_tra: 0
Rule 40: 211b1, Class:  0, CF:0.20313, Len:  5, Fitness_tra: 0
Rule 41: 32422, Class:  1, CF:0.440742, Len:  5, Fitness_tra: 0
Rule 42: 31124, Class:  2, CF:0.203371, Len:  5, Fitness_tra: 0
Rule 43: 3c44b, Class:  1, CF:0.0279282, Len:  5, Fitness_tra: 0
Rule 44: 15217, Class:  1, CF:0.952228, Len:  5, Fitness_tra: 0
Rule 45: 1112b, Class:  0, CF:0.598137, Len:  5, Fitness_tra: 0
Rule 46: 13247, Class:  0, CF:0.408, Len:  5, Fitness_tra: 0
Rule 47: d8121, Class:  2, CF:0.785428, Len:  5, Fitness_tra: 0
Rule 48: dc411, Class:  2, CF:0.881466, Len:  5, Fitness_tra: 0
Rule 49: 5c477, Class:  2, CF:0.963991, Len:  5, Fitness_tra: 0
Rule 50: 11241, Class:  2, CF:0.237173, Len:  5, Fitness_tra: 0
Rule 51: 18112, Class:  2, CF:0.558679, Len:  5, Fitness_tra: 0
Rule 52: 5c242, Class:  2, CF:0.963991, Len:  5, Fitness_tra: 0
Rule 53: d5172, Class:  2, CF:0.588788, Len:  5, Fitness_tra: 0
Rule 54: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 55: e5171, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 57: 5c442, Class:  2, CF:0.963991, Len:  5, Fitness_tra: 0
Rule 58: d5147, Class:  2, CF:0.588788, Len:  5, Fitness_tra: 0
Rule 59: 1152b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 60: 51744, Class:  0, CF:0.754266, Len:  5, Fitness_tra: 0
Rule 61: 58724, Class:  2, CF:0.736649, Len:  5, Fitness_tra: 0
Rule 62: 15211, Class:  1, CF:0.988251, Len:  5, Fitness_tra: 3
Rule 63: 11514, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
