------Generation 0------
Rule  1: 5218122921421112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 0000c0000000000000, Class:  2, CF:0.234168, Len:  1, Fitness_tra: 20
Rule  6: 200000000000000500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1517bb2d4114181441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2954121dc984121221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2d8724152181125222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000020000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1311142529288112c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e911219c3e5192115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0400000000c0b00002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11147111121b111111, Class:  2, CF:0.133906, Len: 18, Fitness_tra: -117
Rule 22: 00000c004040009c0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 12512488c1c122713e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 113117116391122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1521128d1114118112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 121772192517125827, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000000000d0005, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 32: 135444cd4342124112, Class:  3, CF:0.339818, Len: 18, Fitness_tra: 0
Rule 33: 52d814c5122c211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 080000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000000000000c, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11182128411c127113, Class:  3, CF:0.871898, Len: 18, Fitness_tra: 0
Rule 39: c524222d281c1c1c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 30d00b0050000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 551812c52dcc8211d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000000000e000, Class:  1, CF:0.319149, Len:  1, Fitness_tra: 3
Rule 46: 0a0000000600000005, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
