------Generation 0------
Rule  1: 3111b418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 158141ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 8d1174e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 3311bbe4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: d22c871c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 19424182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 6318b714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9185b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 152c1b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 31c52214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: edc21b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 3dc57792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: e142b751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 21117b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 25124b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 19112b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 158c445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1d8c2738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e0080000, Class:  1, CF:0.865138, Len:  2, Fitness_tra: 61
Rule 22: 31127b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e182bd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d15d441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1121b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 52511118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3dc52732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9d221438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 58d82792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 38c17434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 8d121292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 34: 28dc1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 95257261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 322c7291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 152c7498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
