------Generation 0------
Rule  1: 95c871e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 1d1c7455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 55847238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 5e522158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 95181b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: e91cb494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1142b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 21cc4298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 281241d4, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 61221752, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21212292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 45
Rule 15: 9d251be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11c22451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9dc17414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1514b15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1582149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 18584712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 6e88141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 125c1432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1118b4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 12142755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 35147412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1521b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11111411, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 29: ae52229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 06000000, Class:  0, CF:0.791202, Len:  1, Fitness_tra: 142
Rule 31: 12d74b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 5d297211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31117198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 552274e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 85514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3111b13c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000400a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 39: 2115141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 958c2b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3e114b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c1524791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d1552b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21d12252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 82114458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d5114138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d82c129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 63211b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: edc8273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 52845411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511c111c, Class:  1, CF:0.597362, Len:  8, Fitness_tra: 0
Rule 54: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 56: 1ec2413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11884731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 21112712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3121b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11274712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c4235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00700000, Class:  0, CF:0.00763527, Len:  1, Fitness_tra: 0
Rule 63: 95c224e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 58182331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 151c74e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11c1b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 15181412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1d127112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 11114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e111449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15117458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11d24b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 151c1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e3c57b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31424412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6d1cbb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 520c0000, Class:  1, CF:0.823639, Len:  3, Fitness_tra: 66
Rule 79: 351c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00080000, Class:  0, CF:0.0831727, Len:  1, Fitness_tra: 0
Rule 81: 0d000000, Class:  1, CF:0.542299, Len:  1, Fitness_tra: 475
Rule 82: 51112118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: e54c1112, Class:  1, CF:0.91651, Len:  8, Fitness_tra: 0
Rule 84: 152cb4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 9124b112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: d152b79c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 21817b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 15b1415c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 52151b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 8d5d4432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 531c779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1212b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13121412, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: d1dc77e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 40000000, Class:  0, CF:0.159242, Len:  1, Fitness_tra: 359
Rule 97: 0c000000, Class:  1, CF:0.0597542, Len:  1, Fitness_tra: 8
Rule 98: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 5d8c2754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9d121b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.5504
------Result------
Miss_rate(tra)	:36.5504
Miss_rate(tst)	:14.1892
ARL				:3.03571

------Generation 0------
Rule  1: 0d000000, Class:  1, CF:0.542299, Len:  1, Fitness_tra: 476
Rule  2: 40000000, Class:  0, CF:0.159242, Len:  1, Fitness_tra: 326
Rule  3: 06000000, Class:  0, CF:0.791202, Len:  1, Fitness_tra: 138
Rule  4: 520c0000, Class:  1, CF:0.823639, Len:  3, Fitness_tra: 67
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 45
Rule  6: 0c000000, Class:  1, CF:0.0597542, Len:  1, Fitness_tra: 8
Rule  7: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 000400a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 95c871e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 281241d4, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 61221752, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21212292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1d1c7455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 9d251be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11c22451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9dc17414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1514b15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1582149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 18584712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 6e88141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 125c1432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1118b4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 12142755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 35147412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1521b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11111411, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 29: ae52229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 55847238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 12d74b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 5d297211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31117198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 552274e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 85514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3111b13c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5e522158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2115141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 958c2b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3e114b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c1524791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d1552b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21d12252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 82114458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d5114138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d82c129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 63211b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: edc8273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 52845411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511c111c, Class:  1, CF:0.597362, Len:  8, Fitness_tra: 0
Rule 54: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 95181b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1ec2413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11884731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 21112712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3121b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11274712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c4235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00700000, Class:  0, CF:0.00763527, Len:  1, Fitness_tra: 0
Rule 63: 95c224e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 58182331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 151c74e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11c1b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 15181412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1d127112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 11114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e111449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15117458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11d24b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 151c1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e3c57b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31424412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6d1cbb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e91cb494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 351c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00080000, Class:  0, CF:0.0831727, Len:  1, Fitness_tra: 0
Rule 81: e32c7be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11121135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 38
Rule 84: e3dcb191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11881131, Class:  0, CF:0.997047, Len:  8, Fitness_tra: 0
Rule 86: 1148115c, Class:  0, CF:0.85262, Len:  8, Fitness_tra: 0
Rule 87: 5315b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000054, Class:  0, CF:0.00648996, Len:  2, Fitness_tra: 0
Rule 89: 51821b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e9114432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1214b415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 9dc177e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 9ec2413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 057c0000, Class:  1, CF:0.718642, Len:  3, Fitness_tra: 0
Rule 95: 05000003, Class:  1, CF:0.55834, Len:  2, Fitness_tra: -1
Rule 96: 1582100c, Class:  1, CF:0.253661, Len:  6, Fitness_tra: 0
Rule 97: 03127194, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 98: 0e012008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 9d1517e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 885c42e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.5116
------Result------
Miss_rate(tra)	:36.5116
Miss_rate(tst)	:14.8649
ARL				:3.10345

------Generation 1------
Rule  1: 0d000000, Class:  1, CF:0.542299, Len:  1, Fitness_tra: 476
Rule  2: 40000000, Class:  0, CF:0.159242, Len:  1, Fitness_tra: 326
Rule  3: 06000000, Class:  0, CF:0.791202, Len:  1, Fitness_tra: 138
Rule  4: 520c0000, Class:  1, CF:0.823639, Len:  3, Fitness_tra: 67
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 45
Rule  6: 0c000000, Class:  1, CF:0.0597542, Len:  1, Fitness_tra: 8
Rule  7: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 000400a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 95c871e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 281241d4, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 61221752, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21212292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1d1c7455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 9d251be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11c22451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9dc17414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1514b15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1582149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
