------Generation 0------
Rule  1: 4111bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1d812be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 6922b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1d847412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 51512111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  7: 391c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 6188b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 11137491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 28d1b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: d18214e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 69cd413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 31c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 211d4b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1312b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1284243d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e5c171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2c224212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 57
Rule 22: 358274e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6182b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 85154732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 61c8415c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 118124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: ed8222d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: d1c844ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 81217731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 28222418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5d821738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 95227714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 28152451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 13184b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9dc8129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5121b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 40: 51cc1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 15ccb25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11d87292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 115cb792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 5182bbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 81d117e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 50000000, Class:  1, CF:0.762058, Len:  1, Fitness_tra: 803
Rule 47: 2121475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1311b798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 115eb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
