------Generation 0------
Rule  1: 4111, Class:  1, CF:0.244465, Len:  4, Fitness_tra: -4
Rule  2: 1161, Class:  1, CF:0.438097, Len:  4, Fitness_tra: 0
Rule  3: 44a1, Class:  0, CF:0.86024, Len:  4, Fitness_tra: 12
Rule  4: 9111, Class:  0, CF:0.614593, Len:  4, Fitness_tra: 15
Rule  5: 6056, Class:  1, CF:0.429358, Len:  3, Fitness_tra: -5
Rule  6: 1161, Class:  1, CF:0.438097, Len:  4, Fitness_tra: 0
Rule  7: 2612, Class:  1, CF:0.000472474, Len:  4, Fitness_tra: 0
Rule  8: 1211, Class:  0, CF:0.0646136, Len:  4, Fitness_tra: 0
Rule  9: 3133, Class:  1, CF:0.669194, Len:  4, Fitness_tra: 0
Rule 10: 3125, Class:  0, CF:0.968828, Len:  4, Fitness_tra: 4
Rule 11: 2121, Class:  1, CF:0.123657, Len:  4, Fitness_tra: 0
Rule 12: 4165, Class:  0, CF:0.187793, Len:  4, Fitness_tra: 1
Rule 13: 5213, Class:  0, CF:0.970243, Len:  4, Fitness_tra: 13
Rule 14: 3116, Class:  1, CF:0.595968, Len:  4, Fitness_tra: 1
Rule 15: 1131, Class:  1, CF:0.441631, Len:  4, Fitness_tra: 0
Rule 16: 6314, Class:  0, CF:0.175198, Len:  4, Fitness_tra: 0
Rule 17: 0602, Class:  0, CF:0.367459, Len:  2, Fitness_tra: 21
Rule 18: 5116, Class:  0, CF:0.586513, Len:  4, Fitness_tra: 5
Rule 19: 5112, Class:  1, CF:0.028891, Len:  4, Fitness_tra: 0
Rule 20: 5112, Class:  1, CF:0.028891, Len:  4, Fitness_tra: 0
Rule 21: 1122, Class:  0, CF:0.648196, Len:  4, Fitness_tra: 19
Rule 22: 151f, Class:  0, CF:0.688756, Len:  4, Fitness_tra: 6
Rule 23: 0000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 24: 2263, Class:  0, CF:0.983477, Len:  4, Fitness_tra: 4
Rule 25: 3111, Class:  1, CF:0.455591, Len:  4, Fitness_tra: -2
Rule 26: 1325, Class:  0, CF:0.968326, Len:  4, Fitness_tra: 0
Rule 27: 5111, Class:  0, CF:0.424578, Len:  4, Fitness_tra: 0
Rule 28: 2231, Class:  0, CF:0.879594, Len:  4, Fitness_tra: 10
Rule 29: 3113, Class:  1, CF:0.584779, Len:  4, Fitness_tra: 0
Rule 30: 1412, Class:  0, CF:0.0465166, Len:  4, Fitness_tra: 0
Rule 31: 1211, Class:  0, CF:0.0646136, Len:  4, Fitness_tra: 0
Rule 32: 5143, Class:  0, CF:0.280665, Len:  4, Fitness_tra: 0
Rule 33: 6121, Class:  0, CF:0.152445, Len:  4, Fitness_tra: 0
Rule 34: 5632, Class:  1, CF:0.163109, Len:  4, Fitness_tra: 0
Rule 35: 5112, Class:  1, CF:0.028891, Len:  4, Fitness_tra: 0
Rule 36: 3040, Class:  0, CF:0.0383734, Len:  2, Fitness_tra: 0
Rule 37: 5500, Class:  0, CF:0.158833, Len:  2, Fitness_tra: 3
Rule 38: 1211, Class:  0, CF:0.0646136, Len:  4, Fitness_tra: 0
Rule 39: 1241, Class:  1, CF:0.125971, Len:  4, Fitness_tra: -3
Rule 40: 1515, Class:  1, CF:0.438516, Len:  4, Fitness_tra: -8
Rule 41: 1111, Class:  1, CF:0.383251, Len:  4, Fitness_tra: 0
Rule 42: 1616, Class:  1, CF:0.603761, Len:  4, Fitness_tra: -2
Rule 43: 5153, Class:  1, CF:0.440503, Len:  4, Fitness_tra: -7
Rule 44: 5550, Class:  1, CF:0.384, Len:  3, Fitness_tra: -14
Rule 45: 1516, Class:  0, CF:0.552891, Len:  4, Fitness_tra: 0
Rule 46: 0430, Class:  0, CF:0.219465, Len:  2, Fitness_tra: 27
Rule 47: 1121, Class:  0, CF:0.0172743, Len:  4, Fitness_tra: 0
Rule 48: 1413, Class:  1, CF:0.227876, Len:  4, Fitness_tra: 0
Rule 49: 0660, Class:  1, CF:0.319492, Len:  2, Fitness_tra: -7
Rule 50: 5616, Class:  0, CF:0.355238, Len:  4, Fitness_tra: 0
Rule 51: 0005, Class:  0, CF:0.0345623, Len:  1, Fitness_tra: 3
Rule 52: 0206, Class:  0, CF:0.183106, Len:  2, Fitness_tra: 16
Rule 53: 1611, Class:  1, CF:0.458927, Len:  4, Fitness_tra: -3
Rule 54: 1333, Class:  1, CF:0.649489, Len:  4, Fitness_tra: 0
Rule 55: 3113, Class:  1, CF:0.584779, Len:  4, Fitness_tra: 0
Rule 56: 1311, Class:  1, CF:0.45412, Len:  4, Fitness_tra: 0
Rule 57: 1112, Class:  0, CF:0.106321, Len:  4, Fitness_tra: 0
Rule 58: 5560, Class:  0, CF:  1, Len:  3, Fitness_tra: 24
