------Generation 0------
Rule  1: 000400000, Class:  0, CF:0.0442338, Len:  1, Fitness_tra: -40
Rule  2: 221cd481b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  3: c118d4874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 000000400, Class:  1, CF:0.00974999, Len:  1, Fitness_tra: 0
Rule  5: c2111b872, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  6: 413814121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: 183817c1c, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 253c97847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 251592c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1515111b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: c512d2877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: c518d21b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 851c521b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 8111111b1, Class:  0, CF:0.684165, Len:  9, Fitness_tra: 0
Rule 18: 58128b241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8c9c171b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 58325212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 259154842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1d1111214, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 15385281b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 24: c515d1171, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 22e5db842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2d181bc41, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 27: c97132844, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114211512, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 2d5217174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 25295252b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0d0000000, Class:  0, CF:0.866007, Len:  1, Fitness_tra: 5
