------Generation 0------
Rule  1: 8891d7142, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  2: 115114842, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  3: 15185b842, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  4: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 020000000, Class:  1, CF:0.0220156, Len:  1, Fitness_tra: 0
Rule  7: 211832277, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 1192d4172, Class:  0, CF:0.840661, Len:  9, Fitness_tra: 0
Rule  9: 11e284811, Class:  1, CF:0.274972, Len:  9, Fitness_tra: 0
Rule 10: 2161178bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 11: 1d1517142, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: 8d311b14c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 51b251112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0c0090000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 15: 11121b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 400000000, Class:  1, CF:0.0132314, Len:  1, Fitness_tra: 0
Rule 17: d1112b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 813c2b2bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000400000, Class:  0, CF:0.0700833, Len:  1, Fitness_tra: 6
Rule 22: 21315111b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 8d6851821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8d91d4142, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 26: 8d3c521b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15e8d127b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c8355bcb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 006000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 42
Rule 32: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: c89551242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8d1254541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11151b542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11311114b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
