------Generation 0------
Rule  1: 0000b4000e000, Class:  1, CF:0.760816, Len:  3, Fitness_tra: 0
Rule  2: 16a59545e1951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 16f1511d25511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 4845135c11131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 711dd11181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 6f11113d28c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 3129825153511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 18b111d11d331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: bc4322d535118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 16f131189312d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 4c19518151311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 31612113cc886, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: aa155311c1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 4171dd6c8135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 39291c151d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7563911211311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1121d51525532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 744d161221516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 17b5558211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 152511581851e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 14711598559d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b1a3188181552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a34d58d389125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000609000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 25: 17711d3191312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3913151515512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31b891c813518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7411d55191198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1121551111531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 00004900e000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1d31a515d512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: af651181d528d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: f3a551e811156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b44a47913131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72a8c53913119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 286511119d114, Class:  1, CF:0.31461, Len: 13, Fitness_tra: 0
Rule 37: 2ca2111e5158c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b12555e812111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 25315d5855555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1c451115d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 71a1518559511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 41f46d2119521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 614ce1d111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: bb11955b13531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 122581d2d1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a3a9151183881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: fe4991215e532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7471515815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11b9811d55115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 12a35d114d219, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7512151121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 36a5119311126, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 6948511412911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15b9511135991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 21bddd11d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: fef141195c251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 216d819311285, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 1231512543115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: f63125699218e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 137c115111d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6a6d81e511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f37d53d111912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b13211114c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1178d6381431a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 183113e311281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 312333111313c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 63a55d2915111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b13c591351111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2141482113591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
