------Generation 0------
Rule  1: d000000000080060, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: a11113211d188244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1616a6111117db11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 00000a0e0d0c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 115a5311171818fd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 214114113113112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2311331111a1944b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1113119152111111, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule  9: 83b33511412d1aaf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 711361111c842112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111f31511111c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 003d0e0006030000, Class:  1, CF:0.317667, Len:  5, Fitness_tra: 0
Rule 13: 131115181b412111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11531a1111241511, Class:  8, CF:  1, Len: 16, Fitness_tra: 2
Rule 15: 1311111b28131321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1a5311211bf118b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 6e16211931181211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 712113f13e112257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1143251114111516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1321111814111814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1fc9151161a5321b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 611a111119311771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 21488b94a5111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 563f361351621144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2a136e9117112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 36d31d2111fcd821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f3161945113b3511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7583363361915814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: d31315173411e3ca, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2111518124119234, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 31: 9045000000700000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000e000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e12273131311a23, Class:  2, CF:0.999737, Len: 16, Fitness_tra: 7
Rule 34: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5626b31112123117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 63131dbc12111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2311218112351a21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1123151711111613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 16153554214113fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 13e1f1e5313151b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7113331f3e93211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: af51311111621177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 532d223115111613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111615186561613b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1512141239161141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4d81e3661635321b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 51311a1119315224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 36111121151d3132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 211111af13951824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 131349111222153f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1f11b92118153864, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1313315112f1d741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 531311112221d134, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 55: 2a211852b1235161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 731f661955211217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 460030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6fd6194117623228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13131111113211b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 164311d4a1331611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1351412c1ba23222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 13815c2711411636, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8a459151112121af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 161f191518f1d474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 111611681b711111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 500020400004d000, Class:  9, CF:0.193659, Len:  5, Fitness_tra: 4
Rule 67: 0900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 09000a0000000000, Class:  0, CF:0.622208, Len:  2, Fitness_tra: 36
Rule 69: 8a11115231a33114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5e1a1111141114f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 131f1131111127b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 217d415731331643, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3191112112171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7511131f31311c37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00a0008050080000, Class:  0, CF:0.090157, Len:  4, Fitness_tra: -33
Rule 76: 3511111267115161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 23c1531112211b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b111316f613d1237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e13a3e11c441214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000004000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6fd62541c7173511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5a11711531a53231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1a1e152262a53814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2136331118348722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 9133ae3532175177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1111121218353a23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 16251211a1335371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f11629b1143212bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1111381712156341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1321712714f16113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1671711da3111184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 006030000000b000, Class:  0, CF:0.267986, Len:  3, Fitness_tra: -24
Rule 93: 1321115231368341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000000000d8, Class:  8, CF:0.109441, Len:  2, Fitness_tra: -11
Rule 95: af1a412117613111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2313113111148838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 211619152148d135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule 99: 5f2311c714111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 111323213df51111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:86.0227
------Result------
Miss_rate(tra)	:86.0227
Miss_rate(tst)	:87.7273
ARL				:8.5

------Generation 0------
Rule  1: 09000a0000000000, Class:  0, CF:0.622208, Len:  2, Fitness_tra: 37
Rule  2: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule  3: 1e12273131311a23, Class:  2, CF:0.999737, Len: 16, Fitness_tra: 7
Rule  4: 500020400004d000, Class:  9, CF:0.193659, Len:  5, Fitness_tra: 5
Rule  5: 11531a1111241511, Class:  8, CF:  1, Len: 16, Fitness_tra: 2
Rule  6: 2111518124119234, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: d000000000080060, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1113119152111111, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule  9: 83b33511412d1aaf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 711361111c842112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111f31511111c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 003d0e0006030000, Class:  1, CF:0.317667, Len:  5, Fitness_tra: 1
Rule 13: 131115181b412111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: a11113211d188244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1311111b28131321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1a5311211bf118b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 6e16211931181211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 712113f13e112257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1143251114111516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1321111814111814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1fc9151161a5321b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 611a111119311771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 21488b94a5111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 563f361351621144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2a136e9117112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 36d31d2111fcd821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f3161945113b3511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7583363361915814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: d31315173411e3ca, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1616a6111117db11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9045000000700000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000e000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000a0e0d0c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5626b31112123117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 63131dbc12111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2311218112351a21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1123151711111613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 16153554214113fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 13e1f1e5313151b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7113331f3e93211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: af51311111621177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 532d223115111613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111615186561613b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1512141239161141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4d81e3661635321b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 51311a1119315224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 36111121151d3132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 211111af13951824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 131349111222153f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1f11b92118153864, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1313315112f1d741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 531311112221d134, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 55: 2a211852b1235161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 731f661955211217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 460030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6fd6194117623228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13131111113211b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 164311d4a1331611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1351412c1ba23222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 13815c2711411636, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8a459151112121af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 161f191518f1d474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 111611681b711111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115a5311171818fd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 214114113113112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 8a11115231a33114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5e1a1111141114f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 131f1131111127b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 217d415731331643, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3191112112171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7511131f31311c37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111323213df51111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3511111267115161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 23c1531112211b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b111316f613d1237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e13a3e11c441214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000004000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 155631222b1151a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2621181125131f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1153f11152141135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ff0050d000e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000050d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2311633138615271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1116431511113214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1351155c12b22161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 132319b522121432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4313d61511719217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00dd594000600000, Class:  1, CF:  1, Len:  6, Fitness_tra: 3
Rule 92: 10502e201002d801, Class:  8, CF:0.815769, Len: 10, Fitness_tra: 0
Rule 93: 758313bf313a1b37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4d86e3661635321b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1f11316168351237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1323f1e531111124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1ae1f185313121a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 361f1d7511fed424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 530011010000d03d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4645000000700000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:86.9318
------Result------
Miss_rate(tra)	:86.9318
Miss_rate(tst)	:88.6364
ARL				:9.5

------Generation 1------
Rule  1: 09000a0000000000, Class:  0, CF:0.622208, Len:  2, Fitness_tra: 37
Rule  2: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule  3: 1e12273131311a23, Class:  2, CF:0.999737, Len: 16, Fitness_tra: 7
Rule  4: 500020400004d000, Class:  9, CF:0.193659, Len:  5, Fitness_tra: 5
Rule  5: 00dd594000600000, Class:  1, CF:  1, Len:  6, Fitness_tra: 3
Rule  6: 11531a1111241511, Class:  8, CF:  1, Len: 16, Fitness_tra: 2
Rule  7: 4645000000700000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  8: 003d0e0006030000, Class:  1, CF:0.317667, Len:  5, Fitness_tra: 1
Rule  9: 2111518124119234, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: d000000000080060, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111f31511111c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1113119152111111, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 13: 131115181b412111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: a11113211d188244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1311111b28131321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1a5311211bf118b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 6e16211931181211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 712113f13e112257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1143251114111516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1321111814111814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1fc9151161a5321b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 611a111119311771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 21488b94a5111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 563f361351621144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2a136e9117112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 36d31d2111fcd821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f3161945113b3511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7583363361915814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: d31315173411e3ca, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1616a6111117db11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9045000000700000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000e000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000a0e0d0c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5626b31112123117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 63131dbc12111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2311218112351a21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1123151711111613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 16153554214113fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 13e1f1e5313151b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7113331f3e93211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: af51311111621177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 532d223115111613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
