------Generation 0------
Rule  1: 125511125c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  2: 18d2291511551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1111c5d111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  4: 1115211114192, Class:  1, CF:0.930867, Len: 13, Fitness_tra: 0
Rule  5: 9c58251111111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: 11111d8181531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 21151d2281111, Class:  1, CF:0.647809, Len: 13, Fitness_tra: 0
Rule  8: 1151251112117, Class:  0, CF:0.259848, Len: 13, Fitness_tra: 0
Rule  9: 313351111922c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3c51111121153, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 35111111c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1151513155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1111121511412, Class:  1, CF:0.497379, Len: 13, Fitness_tra: 0
Rule 14: 1111151152111, Class:  1, CF:0.265352, Len: 13, Fitness_tra: 0
Rule 15: 5115211821111, Class:  2, CF:0.972974, Len: 13, Fitness_tra: 0
Rule 16: 9251211215535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 320000000c005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1591127148128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1c51119111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 8151215811517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 211d115114111, Class:  1, CF:0.901946, Len: 13, Fitness_tra: 0
Rule 22: 1215111111131, Class:  2, CF:0.90213, Len: 13, Fitness_tra: 0
Rule 23: 0000400000052, Class:  0, CF:0.805795, Len:  3, Fitness_tra: 1
Rule 24: 1515142111112, Class:  1, CF:0.254936, Len: 13, Fitness_tra: 0
Rule 25: 115511b323211, Class:  1, CF:0.862125, Len: 13, Fitness_tra: 0
Rule 26: 2115111581112, Class:  1, CF:0.400914, Len: 13, Fitness_tra: 0
Rule 27: 1451855111111, Class:  0, CF:0.140499, Len: 13, Fitness_tra: 0
Rule 28: 3c3c5311d1831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11558115cd12c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 115119d1551e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 1115c2711511c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1211111112217, Class:  2, CF:0.534946, Len: 13, Fitness_tra: 0
Rule 33: 4000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2119118181511, Class:  1, CF:0.997735, Len: 13, Fitness_tra: 0
Rule 35: 1531214183211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 000000b0c0400, Class:  1, CF:0.627269, Len:  3, Fitness_tra: 21
Rule 37: 9111121111121, Class:  0, CF:0.916794, Len: 13, Fitness_tra: 0
Rule 38: c111411122511, Class:  1, CF:0.352829, Len: 13, Fitness_tra: 0
Rule 39: 2211118112112, Class:  0, CF:0.975167, Len: 13, Fitness_tra: 0
Rule 40: 2259212151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 12d1121384111, Class:  0, CF:0.447559, Len: 13, Fitness_tra: 0
Rule 42: 1131533111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1215151111132, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: c000000087500, Class:  1, CF:0.614476, Len:  4, Fitness_tra: 0
Rule 45: 1115142111412, Class:  1, CF:0.864713, Len: 13, Fitness_tra: 0
Rule 46: 2451112112512, Class:  0, CF:0.929947, Len: 13, Fitness_tra: 0
Rule 47: 000000c000000, Class:  0, CF:0.239298, Len:  1, Fitness_tra: -11
Rule 48: 121d251812192, Class:  1, CF:0.824618, Len: 13, Fitness_tra: 0
Rule 49: 1111221519212, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1195511521111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 95111c2119221, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1151115111113, Class:  1, CF:0.781522, Len: 13, Fitness_tra: 0
Rule 53: 12151351d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3191112151211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 5111817111112, Class:  0, CF:0.497398, Len: 13, Fitness_tra: 0
Rule 56: 000000b0c0008, Class:  0, CF:0.718598, Len:  3, Fitness_tra: 0
Rule 57: 1591212511242, Class:  1, CF:0.902023, Len: 13, Fitness_tra: 0
Rule 58: 1111111111111, Class:  1, CF:0.474238, Len: 13, Fitness_tra: 1
Rule 59: 1111c12111111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c51cd5112515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 1295119112135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3291139212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3451155152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 141c531451115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 115511c112151, Class:  0, CF:0.0509853, Len: 13, Fitness_tra: 0
Rule 66: 2000008000004, Class:  0, CF:0.858296, Len:  3, Fitness_tra: 25
Rule 67: 1291535151831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000002, Class:  0, CF:0.15208, Len:  1, Fitness_tra: -43
Rule 69: 5315827111121, Class:  1, CF:0.667972, Len: 13, Fitness_tra: 0
Rule 70: 129142c182112, Class:  0, CF:0.909536, Len: 13, Fitness_tra: 0
Rule 71: 8121251212112, Class:  0, CF:0.714553, Len: 13, Fitness_tra: 0
Rule 72: 2000000030002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111152122111c, Class:  1, CF:0.945333, Len: 13, Fitness_tra: 0
Rule 74: 1c11113111131, Class:  2, CF:0.649266, Len: 13, Fitness_tra: 0
Rule 75: 311825d8515d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1211255112112, Class:  0, CF:0.936302, Len: 13, Fitness_tra: 0
Rule 77: 1255c58111114, Class:  0, CF:0.911615, Len: 13, Fitness_tra: 0
Rule 78: 2000090004000, Class:  0, CF:0.802761, Len:  3, Fitness_tra: 4
Rule 79: 311511211112c, Class:  1, CF:0.947282, Len: 13, Fitness_tra: 0
Rule 80: 1812211251193, Class:  1, CF:0.99397, Len: 13, Fitness_tra: 0
Rule 81: 300800d008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 141815181c519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 5111122111121, Class:  0, CF:0.865008, Len: 13, Fitness_tra: 0
Rule 84: 1155181111142, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11558141c1121, Class:  0, CF:0.169551, Len: 13, Fitness_tra: 0
Rule 86: 113112412144c, Class:  0, CF:0.524251, Len: 13, Fitness_tra: 0
Rule 87: 00d000b0c0405, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 1115255151112, Class:  0, CF:0.286977, Len: 13, Fitness_tra: 0
Rule 89: 3000000008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1151115211231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e415135c558e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5511111121118, Class:  0, CF:0.510083, Len: 13, Fitness_tra: 0
Rule 93: 1c11191211113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 1115117111412, Class:  1, CF:0.728558, Len: 13, Fitness_tra: 0
Rule 95: 5115511121411, Class:  2, CF:0.459393, Len: 13, Fitness_tra: 0
Rule 96: c251151d1211b, Class:  2, CF:0.921686, Len: 13, Fitness_tra: 0
Rule 97: 000000c0b0500, Class:  1, CF:0.0684096, Len:  3, Fitness_tra: 0
Rule 98: 51511dd18c511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 5211212212512, Class:  0, CF:0.949009, Len: 13, Fitness_tra: 0
Rule100: 000070c050000, Class:  0, CF:0.0833621, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:50.7042
------Result------
Miss_rate(tra)	:50.7042
Miss_rate(tst)	:52.7778
ARL				:11.5

------Generation 0------
Rule  1: 2000008000004, Class:  0, CF:0.858296, Len:  3, Fitness_tra: 9
Rule  2: 000000b0c0400, Class:  1, CF:0.627269, Len:  3, Fitness_tra: 23
Rule  3: 2000090004000, Class:  0, CF:0.802761, Len:  3, Fitness_tra: 3
Rule  4: 1111111111111, Class:  1, CF:0.474238, Len: 13, Fitness_tra: 4
Rule  5: 0000400000052, Class:  0, CF:0.805795, Len:  3, Fitness_tra: -4
Rule  6: 125511125c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 21151d2281111, Class:  1, CF:0.647809, Len: 13, Fitness_tra: 0
Rule  8: 1151251112117, Class:  0, CF:0.259848, Len: 13, Fitness_tra: 0
Rule  9: 313351111922c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3c51111121153, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 35111111c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1151513155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1111121511412, Class:  1, CF:0.497379, Len: 13, Fitness_tra: 1
Rule 14: 1111151152111, Class:  1, CF:0.265352, Len: 13, Fitness_tra: 0
Rule 15: 5115211821111, Class:  2, CF:0.972974, Len: 13, Fitness_tra: 0
Rule 16: 9251211215535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 320000000c005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1591127148128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1c51119111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 8151215811517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 211d115114111, Class:  1, CF:0.901946, Len: 13, Fitness_tra: 0
Rule 22: 1215111111131, Class:  2, CF:0.90213, Len: 13, Fitness_tra: 4
Rule 23: 18d2291511551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1515142111112, Class:  1, CF:0.254936, Len: 13, Fitness_tra: 0
Rule 25: 115511b323211, Class:  1, CF:0.862125, Len: 13, Fitness_tra: 0
Rule 26: 2115111581112, Class:  1, CF:0.400914, Len: 13, Fitness_tra: 0
Rule 27: 1451855111111, Class:  0, CF:0.140499, Len: 13, Fitness_tra: 0
Rule 28: 3c3c5311d1831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11558115cd12c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 115119d1551e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 1115c2711511c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1211111112217, Class:  2, CF:0.534946, Len: 13, Fitness_tra: 1
Rule 33: 4000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2119118181511, Class:  1, CF:0.997735, Len: 13, Fitness_tra: 0
Rule 35: 1531214183211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1111c5d111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 9111121111121, Class:  0, CF:0.916794, Len: 13, Fitness_tra: 0
Rule 38: c111411122511, Class:  1, CF:0.352829, Len: 13, Fitness_tra: 0
Rule 39: 2211118112112, Class:  0, CF:0.975167, Len: 13, Fitness_tra: 0
Rule 40: 2259212151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 12d1121384111, Class:  0, CF:0.447559, Len: 13, Fitness_tra: 0
Rule 42: 1131533111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1215151111132, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: c000000087500, Class:  1, CF:0.614476, Len:  4, Fitness_tra: 0
Rule 45: 1115142111412, Class:  1, CF:0.864713, Len: 13, Fitness_tra: 0
Rule 46: 2451112112512, Class:  0, CF:0.929947, Len: 13, Fitness_tra: 0
Rule 47: 000070c050000, Class:  0, CF:0.0833621, Len:  3, Fitness_tra: -1
Rule 48: 121d251812192, Class:  1, CF:0.824618, Len: 13, Fitness_tra: 0
Rule 49: 1111221519212, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1195511521111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 95111c2119221, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1151115111113, Class:  1, CF:0.781522, Len: 13, Fitness_tra: 0
Rule 53: 12151351d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3191112151211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 5111817111112, Class:  0, CF:0.497398, Len: 13, Fitness_tra: 0
Rule 56: 000000b0c0008, Class:  0, CF:0.718598, Len:  3, Fitness_tra: -1
Rule 57: 1591212511242, Class:  1, CF:0.902023, Len: 13, Fitness_tra: 0
Rule 58: 1115211114192, Class:  1, CF:0.930867, Len: 13, Fitness_tra: 0
Rule 59: 1111c12111111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c51cd5112515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 1295119112135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3291139212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3451155152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 141c531451115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 115511c112151, Class:  0, CF:0.0509853, Len: 13, Fitness_tra: 0
Rule 66: 9c58251111111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 1291535151831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5315827111121, Class:  1, CF:0.667972, Len: 13, Fitness_tra: 0
Rule 69: 129142c182112, Class:  0, CF:0.909536, Len: 13, Fitness_tra: 0
Rule 70: 8121251212112, Class:  0, CF:0.714553, Len: 13, Fitness_tra: 0
Rule 71: 2000000030002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 111152122111c, Class:  1, CF:0.945333, Len: 13, Fitness_tra: 0
Rule 73: 1c11113111131, Class:  2, CF:0.649266, Len: 13, Fitness_tra: 0
Rule 74: 311825d8515d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1211255112112, Class:  0, CF:0.936302, Len: 13, Fitness_tra: 0
Rule 76: 1255c58111114, Class:  0, CF:0.911615, Len: 13, Fitness_tra: 0
Rule 77: 11111d8181531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 311511211112c, Class:  1, CF:0.947282, Len: 13, Fitness_tra: 0
Rule 79: 1812211251193, Class:  1, CF:0.99397, Len: 13, Fitness_tra: 0
Rule 80: 300800d008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 800000c000004, Class:  0, CF:0.877785, Len:  3, Fitness_tra: 21
Rule 82: 8780000000000, Class:  0, CF:0.227923, Len:  3, Fitness_tra: -26
Rule 83: 51d1212121211, Class:  0, CF:0.939911, Len: 13, Fitness_tra: 0
Rule 84: 1595822121218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5155217115221, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 000000c000000, Class:  0, CF:0.239298, Len:  0, Fitness_tra: 0
Rule 87: 0000400000052, Class:  0, CF:0.805795, Len:  0, Fitness_tra: 0
Rule 88: 11158243c1221, Class:  1, CF:0.996988, Len: 13, Fitness_tra: 0
Rule 89: 00d00070c0405, Class:  0, CF:0.992396, Len:  5, Fitness_tra: 0
Rule 90: 000000c000000, Class:  0, CF:0.239298, Len:  0, Fitness_tra: 0
Rule 91: 410009d0500e1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 0100200820151, Class:  1, CF:0.386737, Len:  7, Fitness_tra: 0
Rule 93: b11511c182111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 1111515b52531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21191080c1400, Class:  1, CF:0.992248, Len:  9, Fitness_tra: 0
Rule 96: 11a1221519212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1291127188112, Class:  0, CF:0.324356, Len: 13, Fitness_tra: 0
Rule 98: 111121222151c, Class:  1, CF:0.394816, Len: 13, Fitness_tra: 0
Rule 99: 000040c000059, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 12152125d1231, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.0282
------Result------
Miss_rate(tra)	:38.0282
Miss_rate(tst)	:36.1111
ARL				:11.3056

------Generation 1------
Rule  1: 000000b0c0400, Class:  1, CF:0.627269, Len:  3, Fitness_tra: 16
Rule  2: 800000c000004, Class:  0, CF:0.877785, Len:  3, Fitness_tra: 12
Rule  3: 2000008000004, Class:  0, CF:0.858296, Len:  3, Fitness_tra: 7
Rule  4: 1111111111111, Class:  1, CF:0.474238, Len: 13, Fitness_tra: 4
Rule  5: 1215111111131, Class:  2, CF:0.90213, Len: 13, Fitness_tra: 4
Rule  6: 2000090004000, Class:  0, CF:0.802761, Len:  3, Fitness_tra: 2
Rule  7: 1111121511412, Class:  1, CF:0.497379, Len: 13, Fitness_tra: 1
Rule  8: 1211111112217, Class:  2, CF:0.534946, Len: 13, Fitness_tra: 0
Rule  9: 12152125d1231, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 3c51111121153, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 35111111c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1151513155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 125511125c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 1111151152111, Class:  1, CF:0.265352, Len: 13, Fitness_tra: 0
Rule 15: 5115211821111, Class:  2, CF:0.972974, Len: 13, Fitness_tra: 0
Rule 16: 9251211215535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 320000000c005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1591127148128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1c51119111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 8151215811517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 211d115114111, Class:  1, CF:0.901946, Len: 13, Fitness_tra: 0
Rule 22: 21151d2281111, Class:  1, CF:0.647809, Len: 13, Fitness_tra: 0
Rule 23: 18d2291511551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1515142111112, Class:  1, CF:0.254936, Len: 13, Fitness_tra: 0
Rule 25: 115511b323211, Class:  1, CF:0.862125, Len: 13, Fitness_tra: 0
Rule 26: 2115111581112, Class:  1, CF:0.400914, Len: 13, Fitness_tra: 0
Rule 27: 1451855111111, Class:  0, CF:0.140499, Len: 13, Fitness_tra: 0
Rule 28: 3c3c5311d1831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11558115cd12c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 115119d1551e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 1115c2711511c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1151251112117, Class:  0, CF:0.259848, Len: 13, Fitness_tra: 0
Rule 33: 4000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2119118181511, Class:  1, CF:0.997735, Len: 13, Fitness_tra: 0
Rule 35: 1531214183211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1111c5d111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 9111121111121, Class:  0, CF:0.916794, Len: 13, Fitness_tra: 0
Rule 38: c111411122511, Class:  1, CF:0.352829, Len: 13, Fitness_tra: 0
Rule 39: 2211118112112, Class:  0, CF:0.975167, Len: 13, Fitness_tra: 0
Rule 40: 2259212151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 12d1121384111, Class:  0, CF:0.447559, Len: 13, Fitness_tra: 0
Rule 42: 1131533111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1215151111132, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: c000000087500, Class:  1, CF:0.614476, Len:  4, Fitness_tra: 0
Rule 45: 1115142111412, Class:  1, CF:0.864713, Len: 13, Fitness_tra: 0
Rule 46: 2451112112512, Class:  0, CF:0.929947, Len: 13, Fitness_tra: 0
Rule 47: 000040c000059, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 48: 121d251812192, Class:  1, CF:0.824618, Len: 13, Fitness_tra: 0
Rule 49: 1111221519212, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1195511521111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 95111c2119221, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1151115111113, Class:  1, CF:0.781522, Len: 13, Fitness_tra: 0
Rule 53: 12151351d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3191112151211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 5111817111112, Class:  0, CF:0.497398, Len: 13, Fitness_tra: 0
Rule 56: 1591212511242, Class:  1, CF:0.902023, Len: 13, Fitness_tra: 0
Rule 57: 1115211114192, Class:  1, CF:0.930867, Len: 13, Fitness_tra: 0
Rule 58: 1111c12111111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1c51cd5112515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 1295119112135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3291139212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3451155152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 141c531451115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 115511c112151, Class:  0, CF:0.0509853, Len: 13, Fitness_tra: 0
Rule 65: 9c58251111111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 1291535151831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5315827111121, Class:  1, CF:0.667972, Len: 13, Fitness_tra: 0
Rule 68: 129142c182112, Class:  0, CF:0.909536, Len: 13, Fitness_tra: 0
Rule 69: 8121251212112, Class:  0, CF:0.714553, Len: 13, Fitness_tra: 0
Rule 70: 2000000030002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111152122111c, Class:  1, CF:0.945333, Len: 13, Fitness_tra: 0
Rule 72: 1c11113111131, Class:  2, CF:0.649266, Len: 13, Fitness_tra: 2
Rule 73: 311825d8515d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211255112112, Class:  0, CF:0.936302, Len: 13, Fitness_tra: 0
Rule 75: 1255c58111114, Class:  0, CF:0.911615, Len: 13, Fitness_tra: 0
Rule 76: 11111d8181531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 311511211112c, Class:  1, CF:0.947282, Len: 13, Fitness_tra: 0
Rule 78: 1812211251193, Class:  1, CF:0.99397, Len: 13, Fitness_tra: 0
Rule 79: 300800d008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 313351111922c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 020050b040000, Class:  1, CF:0.262422, Len:  4, Fitness_tra: 0
Rule 82: 1551211311222, Class:  0, CF:0.770143, Len: 13, Fitness_tra: 0
Rule 83: 1181111112111, Class:  2, CF:0.675889, Len: 13, Fitness_tra: 13
Rule 84: 1151112121411, Class:  1, CF:0.352888, Len: 13, Fitness_tra: 0
Rule 85: 1155112111211, Class:  1, CF:0.758297, Len: 13, Fitness_tra: 0
Rule 86: 5151114118111, Class:  2, CF:0.718842, Len: 13, Fitness_tra: 0
Rule 87: 1111112353142, Class:  1, CF:0.638964, Len: 13, Fitness_tra: 0
Rule 88: 2211118511151, Class:  1, CF:0.434599, Len: 13, Fitness_tra: 0
Rule 89: 3195112111218, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 1551121123211, Class:  1, CF:0.499799, Len: 13, Fitness_tra: 0
Rule 91: 1513151119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 141c5314511c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2090197004002, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 111e358152410, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11d1111181171, Class:  1, CF:0.752323, Len: 13, Fitness_tra: 0
Rule 96: 04ad40c011559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 21151d2281b11, Class:  1, CF:0.728674, Len: 13, Fitness_tra: 0
Rule 98: 80000cc000004, Class:  0, CF:0.941701, Len:  4, Fitness_tra: 7
Rule 99: 1511535154811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 321511211112c, Class:  1, CF:0.868051, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.0563
------Result------
Miss_rate(tra)	:26.0563
Miss_rate(tst)	:25
ARL				:11.8767

------Generation 2------
Rule  1: 000000b0c0400, Class:  1, CF:0.627269, Len:  3, Fitness_tra: 16
Rule  2: 800000c000004, Class:  0, CF:0.877785, Len:  3, Fitness_tra: 12
Rule  3: 2000008000004, Class:  0, CF:0.858296, Len:  3, Fitness_tra: 7
Rule  4: 1111111111111, Class:  1, CF:0.474238, Len: 13, Fitness_tra: 4
