------Generation 0------
Rule  1: 8551b7158114214424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 15188c8551211c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 51182b515111522191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 111d1154dd1d121211, Class:  0, CF:0.688294, Len: 18, Fitness_tra: 0
Rule  5: 000000002000000002, Class:  0, CF:0.199981, Len:  2, Fitness_tra: 0
Rule  6: 5111c18d81cc2121d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: d111c788c1cc1121e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: d1914c2d28c2211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 090200000000000000, Class:  0, CF:0.338614, Len:  2, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 133
Rule 11: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 12: 4dd24419258c517212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 30e00c000300004900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11d214c9c1148cc221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000c0000000000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 080000000000000000, Class:  0, CF:0.344811, Len:  1, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 18: 0550b0000000000000, Class:  0, CF:0.147516, Len:  3, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 20: c95212258d22581111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 51d144151111111251, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 911142123133182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93311c94e15e348125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 88dc178518112c2255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 26: 000000490007000000, Class:  0, CF:0.652386, Len:  3, Fitness_tra: 0
Rule 27: 1111411d4122811185, Class:  0, CF:0.943546, Len: 18, Fitness_tra: 0
Rule 28: 000000003000000003, Class:  0, CF:0.678898, Len:  2, Fitness_tra: 0
Rule 29: 000000005000000000, Class:  0, CF:0.390681, Len:  1, Fitness_tra: 0
Rule 30: 000000000000000600, Class:  0, CF:0.595564, Len:  1, Fitness_tra: 43
Rule 31: 0000c0000c00000000, Class:  0, CF:0.991733, Len:  2, Fitness_tra: 1
Rule 32: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 35: 15d114821128dc1199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000500005000000000, Class:  0, CF:0.456869, Len:  2, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 38: 81111115281c282218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 40: 15324111812c821188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 42: 2d2247c541225512c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 19121455192c1112c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 45: 31181234d155e11155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000060000d002, Class:  0, CF:0.469963, Len:  3, Fitness_tra: 0
Rule 47: 1111142341771b1111, Class:  0, CF:0.282272, Len: 18, Fitness_tra: 0
Rule 48: 000000430007000000, Class:  0, CF:0.151206, Len:  3, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 51: 003000000400000000, Class:  0, CF:0.809411, Len:  2, Fitness_tra: 0
Rule 52: 000000050000000000, Class:  0, CF:0.669652, Len:  1, Fitness_tra: 3
Rule 53: 000000000000007000, Class:  0, CF:0.560828, Len:  1, Fitness_tra: 30
Rule 54: 81322111c52c81228d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000003, Class:  0, CF:0.73888, Len:  1, Fitness_tra: 91
Rule 56: 000000004000000000, Class:  0, CF:0.336384, Len:  1, Fitness_tra: 0
Rule 57: 599414151e225c2215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 15d7211583c8112111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000d00000000, Class:  0, CF:0.262796, Len:  1, Fitness_tra: 0
Rule 60: 0a0000000000000000, Class:  0, CF:0.376932, Len:  1, Fitness_tra: 0
Rule 61: 0c0000000000000000, Class:  0, CF:0.645957, Len:  1, Fitness_tra: 68
Rule 62: 000000005000000000, Class:  0, CF:0.390681, Len:  1, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 64: 000000000000080000, Class:  0, CF:0.968037, Len:  1, Fitness_tra: 2
Rule 65: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 66: 000000000500000003, Class:  0, CF:0.98001, Len:  2, Fitness_tra: 0
Rule 67: 040000000000bc0000, Class:  0, CF:0.846317, Len:  3, Fitness_tra: 0
Rule 68: 511cc2111511d41c51, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
