------Generation 0------
Rule  1: 000000000c00000059, Class:  0, CF:0.404496, Len:  3, Fitness_tra: 0
Rule  2: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 338
Rule  3: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule  4: 1dd8c1552182d21131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 000000004000000000, Class:  0, CF:0.349177, Len:  1, Fitness_tra: 0
Rule  6: 00000000000000a000, Class:  0, CF:0.534943, Len:  1, Fitness_tra: 32
Rule  7: 0000c0000000000009, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  8: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 11: 11112223b84b111111, Class:  0, CF:0.541573, Len: 18, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 13: 2281b11341445c2124, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 15: 2d121423851c122211, Class:  0, CF:0.0880078, Len: 18, Fitness_tra: 0
Rule 16: c00800000000000000, Class:  0, CF:0.454688, Len:  2, Fitness_tra: 0
Rule 17: d000000b000000c000, Class:  1, CF:0.0451278, Len:  3, Fitness_tra: 0
Rule 18: 255c22c92814521152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1582c22121115b1113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000400040, Class:  0, CF:0.416701, Len:  2, Fitness_tra: 0
Rule 21: 119122c153188112c1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 852144191522821251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1c8112134511118221, Class:  0, CF:0.362735, Len: 18, Fitness_tra: 0
Rule 24: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 26: 255c17c14121c7211e, Class:  1, CF:0.395533, Len: 18, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 28: cd277b2dc141d58127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c581212111221c512b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 30: 1511c48145cc1431d5, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 000400094040000500, Class:  0, CF:0.767577, Len:  5, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 33: 1851122148c4821151, Class:  0, CF:0.519886, Len: 18, Fitness_tra: 0
Rule 34: 515c211142c1222211, Class:  1, CF:0.382059, Len: 18, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 36: 11d2121d21c1228811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 38: 00000000000000000e, Class:  0, CF:0.330344, Len:  1, Fitness_tra: 0
Rule 39: 82511129b841121459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 055000000000000000, Class:  0, CF:0.229113, Len:  2, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 42: 15521425854212c842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 44: 9311c49251131c11d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000002, Class:  0, CF:0.404811, Len:  1, Fitness_tra: 0
Rule 47: 5112172524c1122521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000007000000, Class:  0, CF:0.473188, Len:  1, Fitness_tra: 0
Rule 49: 0000080be00e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 111511521188571213, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1211121515c4552124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 54: 00000000000000e000, Class:  1, CF:0.186992, Len:  1, Fitness_tra: 0
Rule 55: c8511285c111885717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8111442d211888152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 59: 119c8c212d14121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9e35c41c1151145255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115241c125822c512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1635419c9119519153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11111a852132d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15141289c514181211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e00000000020e00000, Class:  0, CF:0.918184, Len:  3, Fitness_tra: 0
Rule 67: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 68: 5185118522225c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 215211c514c1221411, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: d00000000000000000, Class:  0, CF:0.110973, Len:  1, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:0.488189, Len:  0, Fitness_tra: 0
Rule 72: 000000090000003004, Class:  0, CF:0.657274, Len:  3, Fitness_tra: 0
