------Generation 0------
Rule  1: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  2: 511227114511222111, Class:  1, CF:0.0816758, Len: 18, Fitness_tra: 0
Rule  3: 0000000000000000c0, Class:  0, CF:0.317007, Len:  1, Fitness_tra: 0
Rule  4: 25d2221d2811121211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  5: 881c21151c21224122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 102
Rule  7: 000048000000000002, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule  8: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule  9: 000000003000000c02, Class:  0, CF:0.504661, Len:  3, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 11: 0a0000000000000002, Class:  0, CF:0.400679, Len:  2, Fitness_tra: 0
Rule 12: 009000000000000000, Class:  0, CF:0.129383, Len:  1, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 14: 90d00b0050000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000004000000000, Class:  0, CF:0.356812, Len:  1, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 17: 03000c005940080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 88542425422c112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7000000000000070b0, Class:  0, CF:0.655718, Len:  3, Fitness_tra: 1
Rule 20: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 21: 12d8111111c8112118, Class:  1, CF:0.00384183, Len: 18, Fitness_tra: 0
Rule 22: 000000004000000000, Class:  0, CF:0.356812, Len:  1, Fitness_tra: 0
Rule 23: 030000004000003000, Class:  0, CF:0.432518, Len:  3, Fitness_tra: 0
Rule 24: 000000000d00000000, Class:  0, CF:0.329885, Len:  1, Fitness_tra: 0
Rule 25: c00000000000000060, Class:  0, CF:0.829762, Len:  2, Fitness_tra: 0
Rule 26: 521881c11842141213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000003000000003, Class:  0, CF:0.631731, Len:  2, Fitness_tra: 0
Rule 28: 000000000000b00000, Class:  0, CF:0.530058, Len:  1, Fitness_tra: 7
Rule 29: 000000003000000000, Class:  0, CF:0.620787, Len:  1, Fitness_tra: 47
Rule 30: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 31: 5314b1c5134c521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000c00000000, Class:  0, CF:0.554196, Len:  1, Fitness_tra: 6
Rule 33: 855c442d21128821c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000c005040080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 36: 9112413b19e1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 050000000800000000, Class:  0, CF:0.291032, Len:  2, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 40: c2811115112c184144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5c211b4e4212c11212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 43: 251111c5c881881121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: d4d81485c2c2441d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 88d2842dc8c48c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000004000000000, Class:  0, CF:0.356812, Len:  1, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 48: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000000000b000, Class:  0, CF:0.583885, Len:  1, Fitness_tra: 60
Rule 50: e00000080000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 53: 115bb71dc1c4182224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00c000000000000000, Class:  0, CF:0.646844, Len:  1, Fitness_tra: 80
Rule 55: 155c47111822142115, Class:  1, CF:0.293005, Len: 18, Fitness_tra: 0
Rule 56: 1131449cd515523911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d00000000800000000, Class:  0, CF:0.141093, Len:  2, Fitness_tra: 0
Rule 58: 112241ce4c11211124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211cc119154c111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000700, Class:  0, CF:0.543527, Len:  1, Fitness_tra: 25
