------Generation 0------
Rule  1: 7532a11121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 7241516531558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 19719dd819591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: b1f112d12911b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: a312133118c16, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  6: 28115e1511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1112193111311, Class:  0, CF:0.992224, Len: 13, Fitness_tra: 5
Rule  8: 6e42391115198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 25f461191e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: a1181dd555585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 45f135c543121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1177e51151d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1218931151d5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 22a15e1e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 747958d81c55c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a9491ed215191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 247e555519388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 72281152133e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 33751c1535325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 7b7115818d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: f37198551d31d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 3312153952121, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 23: 1c1215359851d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 79f8181511519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 116ce35d58182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 78b5595155191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f37b13ad58156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b1f1131512211, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 29: 71758551153e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6372edd155331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b568111159143, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: a1f125311981e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 7841531282113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3524351555335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1c15551229d5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b421141d11e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 21b181e111115, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 38: 25f51d5918581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3ff192d111149, Class:  0, CF:0.0496006, Len: 13, Fitness_tra: 0
Rule 40: fa3831ee811cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1138915921126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 392799921d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1221511c1813d, Class:  1, CF:0.758682, Len: 13, Fitness_tra: -1
Rule 44: 47443598131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4126181d15511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b8f12533c8115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 25371311c5511, Class:  0, CF:0.896031, Len: 13, Fitness_tra: 13
Rule 48: 42b1881d1131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
