------Generation 0------
Rule  1: f515132851931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 1114311515125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: f3f5119381c51, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule  4: 4c76151d99951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 114219d5555e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 7162181115115, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule  7: 1125113121d33, Class:  0, CF:  1, Len: 13, Fitness_tra: 16
Rule  8: a11de4951d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 21ab3d2189552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: b4be1e5155911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 21b1d11111165, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 12: b44c2591559ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2832391585121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 333e118582159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 7218193212591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 13a11c518321e, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 17: a334531811e82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: aa11559d5dc23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4211911225d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6fa1e28513111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: f5111d5125511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b14e825835525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2b2419381d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 19422361515c6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4df8d255d3153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 33f19d2511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 2119511521121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: b2115511c511d, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 29: 31b45315111ca, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 3527151289398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a542e3915d531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 33429d151d535, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 33: 1f3d81921d253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b21111913d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6549d1d21191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 65471912915e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4725919119531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 336812d951511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3a11951e8c188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 48a793c91191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7511151d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7c31621981134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1cb135518ed31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 126b9a3571113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b844199d15919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 33f5583881219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7222319253891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2df5112515121, Class:  0, CF:  1, Len: 13, Fitness_tra: 48
Rule 49: b11c51311d532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 111215d295131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2211951311121, Class:  1, CF:0.373828, Len: 13, Fitness_tra: 47
Rule 52: f925881113d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1574115115595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4c6191d1ce51b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 75f11dd12dc13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4118d191591a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1141c19333328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3eb1515381118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: f1a12e691c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: a132d1112285e, Class:  0, CF:0.684101, Len: 13, Fitness_tra: -1
Rule 61: 45f19815ce512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 7c311e81d11c8, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 63: 774c581de8131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4337654319529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 633491281d988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 12b8315519133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7c1191682e861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
