------Generation 0------
Rule  1: 4111d31915915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 1df7311529251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 11be225119951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: b179281d25118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: bd1251d5d5581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 45f1e8851e531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 14bdd51c511e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 6aa5581559851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 21129d1119123, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 10: b1325113c1d15, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: bb455c3d9c192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1121113d91519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 192ec29169511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: f111193185281, Class:  0, CF:0.731772, Len: 13, Fitness_tra: 3
Rule 15: 11175dd539138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: f34123e53d513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 7245d192155e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 6127555d81511, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 19: 6922529135388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3921518925511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1131551d29119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: a1281112d9551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 41b1251111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a318d316211cd, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: b8619d1883581, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 26: 424159855d331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3115951512111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7837191e89541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f673dd5222591, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 4515311813285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 16a135413e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 124459315d55e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a311151911185, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 2814991ec3328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7cbcd11c13811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 42295d91181d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 48b311281813d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 63a1152211525, Class:  0, CF:0.613266, Len: 13, Fitness_tra: -1
Rule 39: 63f2992131518, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 40: aea5311d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 18621929ced12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a3719d51115e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6312551d22121, Class:  1, CF:  1, Len: 13, Fitness_tra: 18
Rule 44: 161c91f921c8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: a16199858d182, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
