------Generation 0------
Rule  1: 1265152811521, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule  2: 4b45111215d32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21b3811111d11, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule  4: 771951151d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 4c64355ec91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 7d3155d223586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2275135125338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1173128151555, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule  9: 1111116d11111, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: bb15d19162155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1e1295525d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: a3f5921891d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 48b521a117966, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: fe4382312d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: f1383de111515, Class:  0, CF:0.999759, Len: 13, Fitness_tra: 11
Rule 16: f3ac511355312, Class:  0, CF:0.999815, Len: 13, Fitness_tra: 6
Rule 17: a5b91d1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 242381cde9511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b8f2311915514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 44111182cd515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a3421dddd1598, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: b8f1491e1128e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 666289ee8c816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 426cdee911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6ef51d8155155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541195c55112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b561d51153123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f9b98d1515551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 17b1185219c5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 31219138211ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 117152911111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 631233132cc15, Class:  0, CF:0.944939, Len: 13, Fitness_tra: 9
Rule 33: 16f3112211c11, Class:  1, CF:0.781774, Len: 13, Fitness_tra: 148
Rule 34: 71bd161211561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b411312111513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: f941181365915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1179551151955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7d115319bc211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 4112a4c3cd119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f11c9da9282c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 42f4115e19d71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
