------Generation 0------
Rule  1: 3311, Class:  1, CF:0.324639, Len:  4, Fitness_tra: -1
Rule  2: 5211, Class:  0, CF:0.93235, Len:  4, Fitness_tra: 8
Rule  3: 5000, Class:  0, CF:0.0547528, Len:  1, Fitness_tra: -1
Rule  4: 1115, Class:  2, CF:0.481766, Len:  4, Fitness_tra: 4
Rule  5: 5131, Class:  0, CF:0.680493, Len:  4, Fitness_tra: 1
Rule  6: 0000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1133, Class:  1, CF:0.258744, Len:  4, Fitness_tra: 0
Rule  8: 1113, Class:  1, CF:0.247602, Len:  4, Fitness_tra: 1
Rule  9: 3127, Class:  2, CF:0.651964, Len:  4, Fitness_tra: 3
Rule 10: 44c0, Class:  1, CF:0.0712355, Len:  3, Fitness_tra: 0
Rule 11: 3d12, Class:  1, CF:0.0692177, Len:  4, Fitness_tra: 0
Rule 12: 05c0, Class:  0, CF:0.229385, Len:  2, Fitness_tra: -2
Rule 13: 1213, Class:  0, CF:0.358494, Len:  4, Fitness_tra: 10
Rule 14: 1115, Class:  2, CF:0.481766, Len:  4, Fitness_tra: 0
Rule 15: 5230, Class:  0, CF:0.994718, Len:  3, Fitness_tra: 25
Rule 16: 2040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0620, Class:  2, CF:0.504654, Len:  2, Fitness_tra: 45
Rule 18: 1131, Class:  1, CF:0.198677, Len:  4, Fitness_tra: 0
Rule 19: 1111, Class:  1, CF:0.135907, Len:  4, Fitness_tra: 0
Rule 20: 4413, Class:  0, CF:0.633081, Len:  4, Fitness_tra: 7
Rule 21: 1211, Class:  0, CF:0.12025, Len:  4, Fitness_tra: 0
Rule 22: 4256, Class:  0, CF:0.645578, Len:  4, Fitness_tra: 5
Rule 23: 1111, Class:  1, CF:0.135907, Len:  4, Fitness_tra: 0
Rule 24: 1121, Class:  2, CF:0.188444, Len:  4, Fitness_tra: 0
Rule 25: 2151, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1111, Class:  1, CF:0.135907, Len:  4, Fitness_tra: 0
Rule 27: 1139, Class:  2, CF:0.433181, Len:  4, Fitness_tra: 0
Rule 28: 6112, Class:  2, CF:0.397053, Len:  4, Fitness_tra: 5
Rule 29: 1113, Class:  1, CF:0.247602, Len:  4, Fitness_tra: 0
Rule 30: 0430, Class:  0, CF:0.176183, Len:  2, Fitness_tra: 1
Rule 31: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 14
Rule 32: 3511, Class:  0, CF:0.207065, Len:  4, Fitness_tra: -2
Rule 33: 6141, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1651, Class:  2, CF:0.838526, Len:  4, Fitness_tra: 3
Rule 35: 1212, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 312f, Class:  2, CF:0.0183001, Len:  4, Fitness_tra: 0
Rule 38: 0545, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6111, Class:  1, CF:0.257233, Len:  4, Fitness_tra: 0
Rule 40: 4151, Class:  2, CF:0.320628, Len:  4, Fitness_tra: 3
Rule 41: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0405, Class:  2, CF:0.110644, Len:  2, Fitness_tra: 3
Rule 43: 5045, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3111, Class:  1, CF:0.246562, Len:  4, Fitness_tra: 0
Rule 46: 2465, Class:  0, CF:0.734918, Len:  4, Fitness_tra: 6
Rule 47: 5005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1251, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111, Class:  1, CF:0.135907, Len:  4, Fitness_tra: 0
Rule 50: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3315, Class:  2, CF:0.82495, Len:  4, Fitness_tra: 4
Rule 52: 1361, Class:  1, CF:0.366257, Len:  4, Fitness_tra: 0
Rule 53: 2006, Class:  0, CF:0.502367, Len:  2, Fitness_tra: 46
Rule 54: 1121, Class:  2, CF:0.188444, Len:  4, Fitness_tra: 0
Rule 55: 2234, Class:  0, CF:0.843682, Len:  4, Fitness_tra: 22
Rule 56: 2239, Class:  0, CF:0.679193, Len:  4, Fitness_tra: 6
Rule 57: 3622, Class:  2, CF:0.98959, Len:  4, Fitness_tra: 3
Rule 58: b153, Class:  2, CF:0.529701, Len:  4, Fitness_tra: 0
Rule 59: 6159, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: 0072, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a121, Class:  2, CF:0.468399, Len:  4, Fitness_tra: 0
Rule 62: 1355, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule 63: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5644, Class:  2, CF:0.526044, Len:  4, Fitness_tra: 4
Rule 65: 3252, Class:  2, CF:0.813086, Len:  4, Fitness_tra: 13
Rule 66: 3191, Class:  2, CF:0.830545, Len:  4, Fitness_tra: 4
Rule 67: 5200, Class:  0, CF:0.343058, Len:  2, Fitness_tra: 15
Rule 68: 1113, Class:  1, CF:0.247602, Len:  4, Fitness_tra: 0
Rule 69: e111, Class:  0, CF:0.755281, Len:  4, Fitness_tra: 10
Rule 70: a116, Class:  1, CF:0.502646, Len:  4, Fitness_tra: -1
Rule 71: 1731, Class:  1, CF:0.10334, Len:  4, Fitness_tra: 0
Rule 72: 1145, Class:  2, CF:0.829753, Len:  4, Fitness_tra: 20
Rule 73: 5642, Class:  2, CF:0.745306, Len:  4, Fitness_tra: 6
Rule 74: 3612, Class:  2, CF:0.685281, Len:  4, Fitness_tra: 4
Rule 75: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 11
Rule 76: 1512, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1363, Class:  1, CF:0.466468, Len:  4, Fitness_tra: -2
Rule 78: 3171, Class:  1, CF:0.180551, Len:  4, Fitness_tra: 0
Rule 79: 5000, Class:  0, CF:0.0547528, Len:  1, Fitness_tra: 0
Rule 80: a111, Class:  1, CF:0.272989, Len:  4, Fitness_tra: 0
Rule 81: 1141, Class:  1, CF:0.0104787, Len:  4, Fitness_tra: 0
Rule 82: 4596, Class:  0, CF:0.645658, Len:  4, Fitness_tra: 3
Rule 83: 1114, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5045, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1132, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3213, Class:  0, CF:0.140776, Len:  4, Fitness_tra: 0
Rule 87: 2234, Class:  0, CF:0.843682, Len:  4, Fitness_tra: 0
Rule 88: 1512, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
