------Generation 0------
Rule  1: 312b7, Class:  1, CF:0.00879599, Len:  5, Fitness_tra: 0
Rule  2: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: d0000, Class:  0, CF:0.176813, Len:  1, Fitness_tra: -30
Rule  4: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: d1c27, Class:  2, CF:0.314198, Len:  5, Fitness_tra: 0
Rule  6: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 15c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 18c41, Class:  1, CF:0.994875, Len:  5, Fitness_tra: 0
Rule  9: 03000, Class:  0, CF:0.428905, Len:  1, Fitness_tra: -72
Rule 10: e44c2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 11c77, Class:  1, CF:0.703415, Len:  5, Fitness_tra: 0
Rule 12: 52174, Class:  0, CF:0.868141, Len:  5, Fitness_tra: 0
Rule 13: 98472, Class:  1, CF:0.527071, Len:  5, Fitness_tra: 0
Rule 14: 91222, Class:  0, CF:0.984221, Len:  5, Fitness_tra: 0
Rule 15: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 158b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 98272, Class:  1, CF:0.527071, Len:  5, Fitness_tra: 0
Rule 18: e0000, Class:  0, CF:0.35038, Len:  1, Fitness_tra: -3
Rule 19: 154b7, Class:  1, CF:0.966389, Len:  5, Fitness_tra: 0
Rule 20: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 98127, Class:  1, CF:0.208781, Len:  5, Fitness_tra: 0
Rule 22: 111b1, Class:  0, CF:0.353373, Len:  5, Fitness_tra: 0
Rule 23: 11141, Class:  0, CF:0.570191, Len:  5, Fitness_tra: 0
Rule 24: 13111, Class:  2, CF:0.015376, Len:  5, Fitness_tra: 0
Rule 25: 3227b, Class:  1, CF:0.865757, Len:  5, Fitness_tra: 0
Rule 26: 112b4, Class:  0, CF:0.702427, Len:  5, Fitness_tra: 0
Rule 27: 5141b, Class:  0, CF:0.344548, Len:  5, Fitness_tra: 0
Rule 28: 1517b, Class:  1, CF:0.870929, Len:  5, Fitness_tra: 0
Rule 29: d22bb, Class:  0, CF:0.154177, Len:  5, Fitness_tra: 0
Rule 30: 98114, Class:  1, CF:0.250094, Len:  5, Fitness_tra: 0
Rule 31: 31b11, Class:  1, CF:0.484766, Len:  5, Fitness_tra: 0
Rule 32: 12241, Class:  1, CF:0.699546, Len:  5, Fitness_tra: 0
Rule 33: d1271, Class:  0, CF:0.607439, Len:  5, Fitness_tra: 0
Rule 34: 11241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0c700, Class:  1, CF:0.0878232, Len:  2, Fitness_tra: 0
Rule 36: d0000, Class:  0, CF:0.176813, Len:  1, Fitness_tra: 0
Rule 37: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: d81b1, Class:  2, CF:0.312884, Len:  5, Fitness_tra: 0
Rule 39: 55421, Class:  1, CF:0.969323, Len:  5, Fitness_tra: 0
Rule 40: 211b1, Class:  0, CF:0.737932, Len:  5, Fitness_tra: 2
Rule 41: 32422, Class:  1, CF:0.748831, Len:  5, Fitness_tra: 0
Rule 42: 31124, Class:  0, CF:0.360892, Len:  5, Fitness_tra: 0
Rule 43: 3c44b, Class:  1, CF:0.64318, Len:  5, Fitness_tra: 0
Rule 44: 15217, Class:  1, CF:0.988824, Len:  5, Fitness_tra: 0
Rule 45: 1112b, Class:  0, CF:0.900197, Len:  5, Fitness_tra: 0
Rule 46: 13247, Class:  0, CF:0.844043, Len:  5, Fitness_tra: 0
Rule 47: d8121, Class:  2, CF:0.312884, Len:  5, Fitness_tra: 0
Rule 48: dc411, Class:  2, CF:0.569418, Len:  5, Fitness_tra: 4
Rule 49: 5c477, Class:  2, CF:0.85212, Len:  5, Fitness_tra: 0
Rule 50: 11241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 18112, Class:  1, CF:0.104352, Len:  5, Fitness_tra: 0
Rule 52: 5c242, Class:  2, CF:0.85212, Len:  5, Fitness_tra: 0
Rule 53: d5172, Class:  1, CF:0.0597639, Len:  5, Fitness_tra: 0
Rule 54: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e5171, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5c442, Class:  2, CF:0.85212, Len:  5, Fitness_tra: 0
Rule 58: d5147, Class:  1, CF:0.0597639, Len:  5, Fitness_tra: 0
Rule 59: 1152b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 60: 51744, Class:  0, CF:0.943345, Len:  5, Fitness_tra: 0
Rule 61: 58724, Class:  2, CF:0.204543, Len:  5, Fitness_tra: 0
Rule 62: 15211, Class:  1, CF:0.99729, Len:  5, Fitness_tra: 8
Rule 63: 11514, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 64: 55724, Class:  1, CF:0.924211, Len:  5, Fitness_tra: 0
Rule 65: 181b4, Class:  2, CF:0.124854, Len:  5, Fitness_tra: 0
Rule 66: 92128, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 12471, Class:  1, CF:0.532504, Len:  5, Fitness_tra: 0
Rule 68: 58272, Class:  2, CF:0.0931392, Len:  5, Fitness_tra: 0
Rule 69: 511b4, Class:  0, CF:0.969674, Len:  5, Fitness_tra: 0
Rule 70: d1141, Class:  0, CF:0.890487, Len:  5, Fitness_tra: 1
Rule 71: 114b4, Class:  0, CF:0.719696, Len:  5, Fitness_tra: 0
Rule 72: 1824b, Class:  1, CF:0.559987, Len:  5, Fitness_tra: 0
Rule 73: dc421, Class:  2, CF:0.735637, Len:  5, Fitness_tra: 0
Rule 74: 92174, Class:  0, CF:0.930794, Len:  5, Fitness_tra: 0
Rule 75: 9d172, Class:  1, CF:0.988122, Len:  5, Fitness_tra: 0
Rule 76: 5c271, Class:  2, CF:0.379563, Len:  5, Fitness_tra: 0
Rule 77: 12711, Class:  1, CF:0.461871, Len:  5, Fitness_tra: 11
Rule 78: d24bb, Class:  0, CF:0.154177, Len:  5, Fitness_tra: 0
Rule 79: d1711, Class:  2, CF:0.155513, Len:  5, Fitness_tra: 0
Rule 80: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 81: 1c1bb, Class:  2, CF:0.757221, Len:  5, Fitness_tra: 0
Rule 82: 32222, Class:  1, CF:0.865757, Len:  5, Fitness_tra: 0
Rule 83: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 235bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 5574b, Class:  1, CF:0.924211, Len:  5, Fitness_tra: 0
Rule 87: 31142, Class:  0, CF:0.360892, Len:  5, Fitness_tra: 0
Rule 88: 11121, Class:  0, CF:0.687919, Len:  5, Fitness_tra: 0
Rule 89: d244b, Class:  0, CF:0.333192, Len:  5, Fitness_tra: 0
Rule 90: 55121, Class:  1, CF:0.913741, Len:  5, Fitness_tra: 0
Rule 91: 51427, Class:  0, CF:0.942334, Len:  5, Fitness_tra: 0
Rule 92: 18172, Class:  2, CF:0.124854, Len:  5, Fitness_tra: 0
Rule 93: 92221, Class:  1, CF:0.0369524, Len:  5, Fitness_tra: 0
Rule 94: 18422, Class:  1, CF:0.347082, Len:  5, Fitness_tra: 0
Rule 95: 1352b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 03000, Class:  0, CF:0.428905, Len:  1, Fitness_tra: 0
Rule 97: dc2b7, Class:  2, CF:0.944, Len:  5, Fitness_tra: 0
Rule 98: 12c77, Class:  1, CF:0.941782, Len:  5, Fitness_tra: 0
Rule 99: 215bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 11214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.9482
------Result------
Miss_rate(tra)	:69.9482
Miss_rate(tst)	:63.6364
ARL				:4.69412

------Generation 0------
Rule  1: 12711, Class:  1, CF:0.461871, Len:  5, Fitness_tra: -24
Rule  2: 15211, Class:  1, CF:0.99729, Len:  5, Fitness_tra: 8
Rule  3: dc411, Class:  2, CF:0.569418, Len:  5, Fitness_tra: 3
Rule  4: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  5: 211b1, Class:  0, CF:0.737932, Len:  5, Fitness_tra: 4
Rule  6: d1141, Class:  0, CF:0.890487, Len:  5, Fitness_tra: 4
Rule  7: 312b7, Class:  1, CF:0.00879599, Len:  5, Fitness_tra: 0
Rule  8: 18c41, Class:  1, CF:0.994875, Len:  5, Fitness_tra: 0
Rule  9: 11214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e44c2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 11c77, Class:  1, CF:0.703415, Len:  5, Fitness_tra: 0
Rule 12: 52174, Class:  0, CF:0.868141, Len:  5, Fitness_tra: 0
Rule 13: 98472, Class:  1, CF:0.527071, Len:  5, Fitness_tra: 0
Rule 14: 91222, Class:  0, CF:0.984221, Len:  5, Fitness_tra: 0
Rule 15: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 158b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 98272, Class:  1, CF:0.527071, Len:  5, Fitness_tra: 0
Rule 18: 215bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 154b7, Class:  1, CF:0.966389, Len:  5, Fitness_tra: 0
Rule 20: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 98127, Class:  1, CF:0.208781, Len:  5, Fitness_tra: 0
Rule 22: 111b1, Class:  0, CF:0.353373, Len:  5, Fitness_tra: 0
Rule 23: 11141, Class:  0, CF:0.570191, Len:  5, Fitness_tra: 0
Rule 24: 13111, Class:  2, CF:0.015376, Len:  5, Fitness_tra: 0
Rule 25: 3227b, Class:  1, CF:0.865757, Len:  5, Fitness_tra: 0
Rule 26: 112b4, Class:  0, CF:0.702427, Len:  5, Fitness_tra: 0
Rule 27: 5141b, Class:  0, CF:0.344548, Len:  5, Fitness_tra: 0
Rule 28: 1517b, Class:  1, CF:0.870929, Len:  5, Fitness_tra: 0
Rule 29: d22bb, Class:  0, CF:0.154177, Len:  5, Fitness_tra: 0
Rule 30: 98114, Class:  1, CF:0.250094, Len:  5, Fitness_tra: 0
Rule 31: 31b11, Class:  1, CF:0.484766, Len:  5, Fitness_tra: -4
Rule 32: 12241, Class:  1, CF:0.699546, Len:  5, Fitness_tra: 0
Rule 33: d1271, Class:  0, CF:0.607439, Len:  5, Fitness_tra: 0
Rule 34: 11241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0c700, Class:  1, CF:0.0878232, Len:  2, Fitness_tra: 0
Rule 36: d0000, Class:  0, CF:0.176813, Len:  1, Fitness_tra: -71
Rule 37: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: d81b1, Class:  2, CF:0.312884, Len:  5, Fitness_tra: 0
Rule 39: 55421, Class:  1, CF:0.969323, Len:  5, Fitness_tra: 0
Rule 40: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 32422, Class:  1, CF:0.748831, Len:  5, Fitness_tra: 0
Rule 42: 31124, Class:  0, CF:0.360892, Len:  5, Fitness_tra: 0
Rule 43: 3c44b, Class:  1, CF:0.64318, Len:  5, Fitness_tra: 0
Rule 44: 15217, Class:  1, CF:0.988824, Len:  5, Fitness_tra: 0
Rule 45: 1112b, Class:  0, CF:0.900197, Len:  5, Fitness_tra: 1
Rule 46: 13247, Class:  0, CF:0.844043, Len:  5, Fitness_tra: 0
Rule 47: d8121, Class:  2, CF:0.312884, Len:  5, Fitness_tra: 0
Rule 48: 5c477, Class:  2, CF:0.85212, Len:  5, Fitness_tra: 0
Rule 49: 11241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 18112, Class:  1, CF:0.104352, Len:  5, Fitness_tra: 0
Rule 51: 5c242, Class:  2, CF:0.85212, Len:  5, Fitness_tra: 0
Rule 52: d5172, Class:  1, CF:0.0597639, Len:  5, Fitness_tra: 0
Rule 53: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e5171, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 55: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5c442, Class:  2, CF:0.85212, Len:  5, Fitness_tra: 0
Rule 57: d5147, Class:  1, CF:0.0597639, Len:  5, Fitness_tra: 0
Rule 58: 1152b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 59: 51744, Class:  0, CF:0.943345, Len:  5, Fitness_tra: 0
Rule 60: 58724, Class:  2, CF:0.204543, Len:  5, Fitness_tra: 0
Rule 61: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11514, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 55724, Class:  1, CF:0.924211, Len:  5, Fitness_tra: 0
Rule 64: 181b4, Class:  2, CF:0.124854, Len:  5, Fitness_tra: 0
Rule 65: 92128, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 12471, Class:  1, CF:0.532504, Len:  5, Fitness_tra: 0
Rule 67: 58272, Class:  2, CF:0.0931392, Len:  5, Fitness_tra: 0
Rule 68: 511b4, Class:  0, CF:0.969674, Len:  5, Fitness_tra: 1
Rule 69: d1c27, Class:  2, CF:0.314198, Len:  5, Fitness_tra: 0
Rule 70: 114b4, Class:  0, CF:0.719696, Len:  5, Fitness_tra: 0
Rule 71: 1824b, Class:  1, CF:0.559987, Len:  5, Fitness_tra: 0
Rule 72: dc421, Class:  2, CF:0.735637, Len:  5, Fitness_tra: 0
Rule 73: 92174, Class:  0, CF:0.930794, Len:  5, Fitness_tra: 0
Rule 74: 9d172, Class:  1, CF:0.988122, Len:  5, Fitness_tra: 0
Rule 75: 5c271, Class:  2, CF:0.379563, Len:  5, Fitness_tra: 0
Rule 76: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d24bb, Class:  0, CF:0.154177, Len:  5, Fitness_tra: 0
Rule 78: d1711, Class:  2, CF:0.155513, Len:  5, Fitness_tra: 0
Rule 79: 15c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 1c1bb, Class:  2, CF:0.757221, Len:  5, Fitness_tra: 0
Rule 81: 5142b, Class:  0, CF:0.917119, Len:  5, Fitness_tra: 0
Rule 82: 12142, Class:  0, CF:0.821012, Len:  5, Fitness_tra: 0
Rule 83: 18242, Class:  1, CF:0.559987, Len:  5, Fitness_tra: 0
Rule 84: 58174, Class:  2, CF:0.473547, Len:  5, Fitness_tra: 0
Rule 85: 91c27, Class:  1, CF:0.793068, Len:  5, Fitness_tra: 0
Rule 86: 98417, Class:  1, CF:0.599, Len:  5, Fitness_tra: 0
Rule 87: 12147, Class:  0, CF:0.512703, Len:  5, Fitness_tra: 0
Rule 88: d5222, Class:  1, CF:0.44462, Len:  5, Fitness_tra: 0
Rule 89: 11141, Class:  0, CF:0.570191, Len:  0, Fitness_tra: 0
Rule 90: 9c211, Class:  1, CF:0.375122, Len:  5, Fitness_tra: 1
Rule 91: 18252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 392b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 11421, Class:  0, CF:0.133597, Len:  5, Fitness_tra: 0
Rule 94: 31172, Class:  0, CF:0.360892, Len:  5, Fitness_tra: 0
Rule 95: 1c16b, Class:  2, CF:0.59123, Len:  5, Fitness_tra: 3
Rule 96: d8612, Class:  2, CF:0.784777, Len:  5, Fitness_tra: 0
Rule 97: 411b4, Class:  0, CF:0.878629, Len:  5, Fitness_tra: 4
Rule 98: 91779, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 20100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 51c29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.3575
------Result------
Miss_rate(tra)	:67.3575
Miss_rate(tst)	:59.0909
ARL				:4.88235

------Generation 1------
Rule  1: 15211, Class:  1, CF:0.99729, Len:  5, Fitness_tra: 15
Rule  2: 411b4, Class:  0, CF:0.878629, Len:  5, Fitness_tra: 4
Rule  3: d1141, Class:  0, CF:0.890487, Len:  5, Fitness_tra: 3
Rule  4: 211b1, Class:  0, CF:0.737932, Len:  5, Fitness_tra: -35
Rule  5: dc411, Class:  2, CF:0.569418, Len:  5, Fitness_tra: 38
Rule  6: 1c16b, Class:  2, CF:0.59123, Len:  5, Fitness_tra: 20
Rule  7: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: e5171, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  9: 511b4, Class:  0, CF:0.969674, Len:  5, Fitness_tra: 0
