------Generation 0------
Rule  1: 5c214, Class:  2, CF:0.74032, Len:  5, Fitness_tra: 0
Rule  2: 584b7, Class:  2, CF:0.0758311, Len:  5, Fitness_tra: 0
Rule  3: 11442, Class:  0, CF:0.92186, Len:  5, Fitness_tra: 0
Rule  4: 11422, Class:  0, CF:0.936358, Len:  5, Fitness_tra: 0
Rule  5: 13122, Class:  0, CF:0.984438, Len:  5, Fitness_tra: 0
Rule  6: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 8
Rule  8: 14712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11242, Class:  0, CF:0.916973, Len:  5, Fitness_tra: 0
Rule 10: 51177, Class:  0, CF:0.969154, Len:  5, Fitness_tra: 0
Rule 11: 12142, Class:  0, CF:0.850324, Len:  5, Fitness_tra: 0
Rule 12: 11447, Class:  0, CF:0.720896, Len:  5, Fitness_tra: 0
Rule 13: e5817, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 1544b, Class:  1, CF:0.989414, Len:  5, Fitness_tra: 0
Rule 15: e2174, Class:  0, CF:0.916369, Len:  5, Fitness_tra: 0
Rule 16: 912b4, Class:  0, CF:0.973303, Len:  5, Fitness_tra: 0
Rule 17: 1c144, Class:  2, CF:0.667233, Len:  5, Fitness_tra: 0
Rule 18: 11247, Class:  0, CF:0.705367, Len:  5, Fitness_tra: 0
Rule 19: 31874, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11211, Class:  1, CF:0.0751884, Len:  5, Fitness_tra: 0
Rule 22: 51271, Class:  0, CF:0.701826, Len:  5, Fitness_tra: 0
Rule 23: 81742, Class:  0, CF:0.957172, Len:  5, Fitness_tra: 0
Rule 24: d1211, Class:  2, CF:0.072341, Len:  5, Fitness_tra: 0
Rule 25: 03000, Class:  0, CF:0.409289, Len:  1, Fitness_tra: -100
Rule 26: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11147, Class:  0, CF:0.903555, Len:  5, Fitness_tra: 0
Rule 29: a3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11447, Class:  0, CF:0.720896, Len:  5, Fitness_tra: 0
Rule 33: 58144, Class:  2, CF:0.480317, Len:  5, Fitness_tra: 0
Rule 34: 18211, Class:  1, CF:0.887267, Len:  5, Fitness_tra: 7
Rule 35: 5812b, Class:  2, CF:0.480317, Len:  5, Fitness_tra: 0
Rule 36: 9c12b, Class:  2, CF:0.805094, Len:  5, Fitness_tra: 0
Rule 37: 252b2, Class:  1, CF:0.975851, Len:  5, Fitness_tra: 0
Rule 38: d2c21, Class:  1, CF:0.862039, Len:  5, Fitness_tra: 0
Rule 39: c11b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2c241, Class:  2, CF:0.11658, Len:  5, Fitness_tra: 0
Rule 41: 5217b, Class:  0, CF:0.770928, Len:  5, Fitness_tra: 0
Rule 42: 11142, Class:  0, CF:0.958425, Len:  5, Fitness_tra: 0
Rule 43: 31214, Class:  1, CF:0.18562, Len:  5, Fitness_tra: 0
Rule 44: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 231b4, Class:  0, CF:0.968904, Len:  5, Fitness_tra: 0
Rule 47: 14714, Class:  2, CF:0.030927, Len:  5, Fitness_tra: 0
Rule 48: 14211, Class:  1, CF:0.422468, Len:  5, Fitness_tra: 1
