------Generation 0------
Rule  1: d1222, Class:  0, CF:0.973703, Len:  5, Fitness_tra: 0
Rule  2: 18c12, Class:  1, CF:0.983245, Len:  5, Fitness_tra: 0
Rule  3: 92217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1d12b, Class:  1, CF:0.770231, Len:  5, Fitness_tra: 0
Rule  5: 11712, Class:  0, CF:0.386092, Len:  5, Fitness_tra: 0
Rule  6: 11441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: e5c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 311b4, Class:  0, CF:0.352005, Len:  5, Fitness_tra: 0
Rule  9: 11142, Class:  0, CF:0.955625, Len:  5, Fitness_tra: 1
Rule 10: 5521b, Class:  1, CF:0.952327, Len:  5, Fitness_tra: 0
Rule 11: d517b, Class:  1, CF:0.0109093, Len:  5, Fitness_tra: 0
Rule 12: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 817bb, Class:  0, CF:0.596176, Len:  5, Fitness_tra: 0
Rule 15: 14b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 19127, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 34122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 31c22, Class:  1, CF:0.99751, Len:  5, Fitness_tra: 0
Rule 19: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11112, Class:  0, CF:0.592897, Len:  5, Fitness_tra: 3
Rule 21: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 38414, Class:  1, CF:0.98386, Len:  5, Fitness_tra: 0
Rule 23: 1147b, Class:  0, CF:0.509795, Len:  5, Fitness_tra: 0
Rule 24: 317c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18c22, Class:  1, CF:0.96462, Len:  5, Fitness_tra: 0
Rule 26: 0000b, Class:  0, CF:0.25233, Len:  1, Fitness_tra: -99
Rule 27: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e1c14, Class:  1, CF:0.789782, Len:  5, Fitness_tra: 0
Rule 31: 11177, Class:  0, CF:0.866125, Len:  5, Fitness_tra: 2
Rule 32: 31111, Class:  1, CF:0.339337, Len:  5, Fitness_tra: -4
Rule 33: 15211, Class:  1, CF:0.997044, Len:  5, Fitness_tra: 6
Rule 34: 671c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 122bb, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 12247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 91224, Class:  0, CF:0.980184, Len:  5, Fitness_tra: 0
Rule 38: 584b2, Class:  2, CF:0.260006, Len:  5, Fitness_tra: 0
Rule 39: 18471, Class:  1, CF:0.778735, Len:  5, Fitness_tra: 0
Rule 40: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11421, Class:  0, CF:0.127073, Len:  5, Fitness_tra: 0
Rule 42: 19222, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 43: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 95422, Class:  1, CF:0.998351, Len:  5, Fitness_tra: 0
Rule 45: 322bb, Class:  1, CF:0.799892, Len:  5, Fitness_tra: 0
Rule 46: e1411, Class:  0, CF:0.17217, Len:  5, Fitness_tra: 0
Rule 47: 111b1, Class:  0, CF:0.335703, Len:  5, Fitness_tra: -1
Rule 48: 15744, Class:  1, CF:0.921023, Len:  5, Fitness_tra: 0
Rule 49: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 55172, Class:  1, CF:0.807305, Len:  5, Fitness_tra: 0
Rule 51: 15c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: e5814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 9d224, Class:  1, CF:0.995598, Len:  5, Fitness_tra: 0
Rule 54: 37212, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 9c144, Class:  2, CF:0.925208, Len:  5, Fitness_tra: 0
Rule 56: 04b00, Class:  2, CF:0.0238255, Len:  2, Fitness_tra: 0
Rule 57: 1117b, Class:  0, CF:0.797284, Len:  5, Fitness_tra: 0
Rule 58: 12227, Class:  0, CF:0.0156966, Len:  5, Fitness_tra: 0
Rule 59: 52241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: d1c2b, Class:  2, CF:0.389474, Len:  5, Fitness_tra: 0
Rule 61: d2747, Class:  0, CF:0.554184, Len:  5, Fitness_tra: 0
Rule 62: 51c44, Class:  1, CF:0.177528, Len:  5, Fitness_tra: 0
Rule 63: 1521b, Class:  1, CF:0.987628, Len:  5, Fitness_tra: 0
Rule 64: 15441, Class:  1, CF:0.992412, Len:  5, Fitness_tra: 0
Rule 65: 5d171, Class:  1, CF:0.791247, Len:  5, Fitness_tra: 0
Rule 66: 11247, Class:  0, CF:0.713216, Len:  5, Fitness_tra: 0
Rule 67: 12274, Class:  0, CF:0.0623315, Len:  5, Fitness_tra: 0
Rule 68: 3d14b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: 1c7b1, Class:  1, CF:0.0354622, Len:  5, Fitness_tra: 0
Rule 70: 9124b, Class:  0, CF:0.971294, Len:  5, Fitness_tra: 0
Rule 71: d52b2, Class:  1, CF:0.384589, Len:  5, Fitness_tra: 0
Rule 72: 55241, Class:  1, CF:0.961956, Len:  5, Fitness_tra: 0
Rule 73: 0c000, Class:  2, CF:0.0413539, Len:  1, Fitness_tra: 8
Rule 74: 5921b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 18227, Class:  1, CF:0.411838, Len:  5, Fitness_tra: 0
Rule 76: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217, Class:  0, CF:0.482657, Len:  5, Fitness_tra: 0
Rule 78: 91721, Class:  0, CF:0.907399, Len:  5, Fitness_tra: 0
Rule 79: 15244, Class:  1, CF:0.977936, Len:  5, Fitness_tra: 0
Rule 80: 187b7, Class:  1, CF:0.0813207, Len:  5, Fitness_tra: 0
Rule 81: 152bb, Class:  1, CF:0.977936, Len:  5, Fitness_tra: 0
Rule 82: 12412, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 58247, Class:  2, CF:0.260006, Len:  5, Fitness_tra: 0
Rule 84: 12c27, Class:  1, CF:0.944533, Len:  5, Fitness_tra: 0
Rule 85: 32711, Class:  1, CF:0.921632, Len:  5, Fitness_tra: 8
Rule 86: 9114b, Class:  0, CF:0.992787, Len:  5, Fitness_tra: 1
Rule 87: 52c44, Class:  1, CF:0.783965, Len:  5, Fitness_tra: 0
Rule 88: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 91121, Class:  0, CF:0.982772, Len:  5, Fitness_tra: 0
Rule 90: 22147, Class:  0, CF:0.75039, Len:  5, Fitness_tra: 0
Rule 91: 921b4, Class:  0, CF:0.925103, Len:  5, Fitness_tra: 0
Rule 92: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25111, Class:  1, CF:0.945679, Len:  5, Fitness_tra: 6
Rule 94: 15744, Class:  1, CF:0.921023, Len:  5, Fitness_tra: 0
Rule 95: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 96: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3c172, Class:  2, CF:0.0500206, Len:  5, Fitness_tra: 0
Rule 98: 13521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e0000, Class:  0, CF:0.476874, Len:  1, Fitness_tra: 0
Rule100: 91144, Class:  0, CF:0.994567, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:66.8394
------Result------
Miss_rate(tra)	:66.8394
Miss_rate(tst)	:68.1818
ARL				:4.69737

------Generation 0------
Rule  1: 32711, Class:  1, CF:0.921632, Len:  5, Fitness_tra: -2
Rule  2: 0c000, Class:  2, CF:0.0413539, Len:  1, Fitness_tra: 57
Rule  3: 25111, Class:  1, CF:0.945679, Len:  5, Fitness_tra: 5
Rule  4: 15211, Class:  1, CF:0.997044, Len:  5, Fitness_tra: 0
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  6: 11112, Class:  0, CF:0.592897, Len:  5, Fitness_tra: 3
Rule  7: 11177, Class:  0, CF:0.866125, Len:  5, Fitness_tra: 0
Rule  8: 91144, Class:  0, CF:0.994567, Len:  5, Fitness_tra: 0
Rule  9: 9114b, Class:  0, CF:0.992787, Len:  5, Fitness_tra: 1
Rule 10: 11142, Class:  0, CF:0.955625, Len:  5, Fitness_tra: 2
Rule 11: d1222, Class:  0, CF:0.973703, Len:  5, Fitness_tra: 1
Rule 12: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 817bb, Class:  0, CF:0.596176, Len:  5, Fitness_tra: -1
Rule 15: 14b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 19127, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 34122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 31c22, Class:  1, CF:0.99751, Len:  5, Fitness_tra: 0
Rule 19: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 92217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 38414, Class:  1, CF:0.98386, Len:  5, Fitness_tra: 0
Rule 23: 1147b, Class:  0, CF:0.509795, Len:  5, Fitness_tra: 0
Rule 24: 317c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18c22, Class:  1, CF:0.96462, Len:  5, Fitness_tra: 0
Rule 26: d517b, Class:  1, CF:0.0109093, Len:  5, Fitness_tra: 0
Rule 27: 1d12b, Class:  1, CF:0.770231, Len:  5, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e1c14, Class:  1, CF:0.789782, Len:  5, Fitness_tra: 0
Rule 31: 11712, Class:  0, CF:0.386092, Len:  5, Fitness_tra: 0
Rule 32: e0000, Class:  0, CF:0.476874, Len:  1, Fitness_tra: -1
Rule 33: 11441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
