------Generation 0------
Rule  1: 1e217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  2: 58247, Class:  2, CF:0.0556377, Len:  5, Fitness_tra: 0
Rule  3: 88174, Class:  2, CF:0.622155, Len:  5, Fitness_tra: 0
Rule  4: 11472, Class:  0, CF:0.899296, Len:  5, Fitness_tra: 0
Rule  5: 21172, Class:  0, CF:0.969051, Len:  5, Fitness_tra: 0
Rule  6: 55212, Class:  1, CF:0.956733, Len:  5, Fitness_tra: 0
Rule  7: 0000b, Class:  0, CF:0.233363, Len:  1, Fitness_tra: -10
Rule  8: 58144, Class:  2, CF:0.44745, Len:  5, Fitness_tra: 0
Rule  9: c1122, Class:  0, CF:0.946299, Len:  5, Fitness_tra: 0
Rule 10: 2311b, Class:  0, CF:0.648479, Len:  5, Fitness_tra: 0
Rule 11: 31112, Class:  0, CF:0.130311, Len:  5, Fitness_tra: 0
Rule 12: 0c000, Class:  2, CF:0.0530648, Len:  1, Fitness_tra: 0
Rule 13: 5814b, Class:  2, CF:0.44745, Len:  5, Fitness_tra: 0
Rule 14: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 15124, Class:  1, CF:0.849753, Len:  5, Fitness_tra: 0
Rule 16: d14b7, Class:  0, CF:0.816308, Len:  5, Fitness_tra: 0
Rule 17: 00c00, Class:  1, CF:0.978821, Len:  1, Fitness_tra: 14
Rule 18: 111bb, Class:  0, CF:0.705406, Len:  5, Fitness_tra: 0
Rule 19: 58144, Class:  2, CF:0.44745, Len:  5, Fitness_tra: 0
Rule 20: 51117, Class:  0, CF:0.733071, Len:  5, Fitness_tra: 0
Rule 21: d2117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11442, Class:  0, CF:0.906125, Len:  5, Fitness_tra: 0
Rule 23: 19547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 32c44, Class:  1, CF:0.999648, Len:  5, Fitness_tra: 0
Rule 25: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 512b1, Class:  0, CF:0.667509, Len:  5, Fitness_tra: 0
Rule 27: 5c141, Class:  2, CF:0.637057, Len:  5, Fitness_tra: 0
Rule 28: 13342, Class:  0, CF:0.974413, Len:  5, Fitness_tra: 0
Rule 29: 5c2b1, Class:  2, CF:0.315232, Len:  5, Fitness_tra: 0
Rule 30: d2172, Class:  0, CF:0.928254, Len:  5, Fitness_tra: 0
Rule 31: 51121, Class:  0, CF:0.941144, Len:  5, Fitness_tra: 0
Rule 32: 11212, Class:  0, CF:0.3446, Len:  5, Fitness_tra: 0
Rule 33: 11484, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 9d47b, Class:  1, CF:0.996548, Len:  5, Fitness_tra: 0
Rule 35: 12721, Class:  1, CF:0.136812, Len:  5, Fitness_tra: 0
Rule 36: 1c2b1, Class:  1, CF:0.183202, Len:  5, Fitness_tra: 0
Rule 37: 15171, Class:  1, CF:0.966317, Len:  5, Fitness_tra: 2
Rule 38: e8c77, Class:  1, CF:0.98275, Len:  5, Fitness_tra: 0
Rule 39: 184b2, Class:  1, CF:0.327971, Len:  5, Fitness_tra: 0
Rule 40: 5182b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 121b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15442, Class:  1, CF:0.957468, Len:  5, Fitness_tra: 0
Rule 43: 38112, Class:  1, CF:0.951195, Len:  5, Fitness_tra: 0
Rule 44: 11211, Class:  1, CF:0.108996, Len:  5, Fitness_tra: 0
Rule 45: 04b00, Class:  2, CF:0.00995467, Len:  2, Fitness_tra: 0
Rule 46: 11711, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e2274, Class:  0, CF:0.794014, Len:  5, Fitness_tra: 0
Rule 48: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3d24b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 1c242, Class:  2, CF:0.340548, Len:  5, Fitness_tra: 0
Rule 51: 15171, Class:  1, CF:0.966317, Len:  5, Fitness_tra: 0
Rule 52: 9c24b, Class:  2, CF:0.494873, Len:  5, Fitness_tra: 0
Rule 53: d2122, Class:  0, CF:0.937817, Len:  5, Fitness_tra: 0
Rule 54: 03000, Class:  0, CF:0.407225, Len:  1, Fitness_tra: -84
Rule 55: 1122b, Class:  0, CF:0.662968, Len:  5, Fitness_tra: 0
Rule 56: 111b1, Class:  0, CF:0.33888, Len:  5, Fitness_tra: 0
Rule 57: d81b1, Class:  2, CF:0.270177, Len:  5, Fitness_tra: 0
Rule 58: 58114, Class:  2, CF:0.298407, Len:  5, Fitness_tra: 0
Rule 59: 0b000, Class:  2, CF:0.0732965, Len:  1, Fitness_tra: 0
