------Generation 0------
Rule  1: 575124234444242115, Class:  1, CF:0.888821, Len: 18, Fitness_tra: 0
Rule  2: 000800000000000000, Class:  1, CF:0.279931, Len:  1, Fitness_tra: -11
Rule  3: 0000000000000000b0, Class:  0, CF:0.133571, Len:  1, Fitness_tra: 33
Rule  4: 811724831284512171, Class:  1, CF:0.36666, Len: 18, Fitness_tra: 0
Rule  5: 30d00b0050000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 11914c15c141121199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 118c24154411142111, Class:  0, CF:0.999963, Len: 18, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 08000000057000c000, Class:  1, CF:0.330598, Len:  4, Fitness_tra: 0
Rule 15: 0a0000000000000000, Class:  1, CF:0.201481, Len:  1, Fitness_tra: -7
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11d88421c28211b19e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000004000000000, Class:  1, CF:0.156773, Len:  1, Fitness_tra: -43
Rule 19: 11154212d5d1521319, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 111112814114dc7477, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c152111d2811514144, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 23: 030000000000000000, Class:  1, CF:0.0288951, Len:  1, Fitness_tra: 0
Rule 24: c5174b25281c181411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 255214114214111131, Class:  1, CF:0.216107, Len: 18, Fitness_tra: 0
Rule 27: 821c24432444b12131, Class:  1, CF:0.848476, Len: 18, Fitness_tra: 0
Rule 28: 121c17c34882111111, Class:  1, CF:0.222571, Len: 18, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 51f122919e19142115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00e000000000000000, Class:  1, CF:0.432775, Len:  1, Fitness_tra: -25
Rule 32: 5224b241421421c122, Class:  1, CF:0.597237, Len: 18, Fitness_tra: 0
Rule 33: 182272cd2dc1154221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0005c0000000002000, Class:  0, CF:0.516463, Len:  3, Fitness_tra: 0
Rule 36: 000000000000000020, Class:  1, CF:0.0377675, Len:  1, Fitness_tra: 0
Rule 37: 0000000d0000000000, Class:  0, CF:0.246537, Len:  1, Fitness_tra: 66
Rule 38: 000000000000000030, Class:  0, CF:0.213836, Len:  1, Fitness_tra: 6
Rule 39: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 141222191112141251, Class:  0, CF:0.578788, Len: 18, Fitness_tra: 0
Rule 43: 0000004308070000e0, Class:  0, CF:0.146503, Len:  5, Fitness_tra: 0
Rule 44: 00000c004040003000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 45: 000000000000000003, Class:  0, CF:0.332684, Len:  1, Fitness_tra: 114
Rule 46: 15182211d151521551, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 47: 000000004000000000, Class:  1, CF:0.156773, Len:  1, Fitness_tra: 0
Rule 48: 115111214111111121, Class:  1, CF:0.292244, Len: 18, Fitness_tra: 0
Rule 49: 18517721458c251142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 51: 519c428581c81112cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 002000000000000000, Class:  1, CF:0.0961245, Len:  1, Fitness_tra: -5
Rule 54: 50e00000000008000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000004000000000, Class:  1, CF:0.156773, Len:  1, Fitness_tra: 0
Rule 56: 15121c818dcc521811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000b0000000000400, Class:  1, CF:0.0750806, Len:  2, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 008000000000000000, Class:  1, CF:0.00231217, Len:  1, Fitness_tra: 0
Rule 60: 2d1111cd15c2d81111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 61: 00000000000000000e, Class:  1, CF:0.217664, Len:  1, Fitness_tra: -13
Rule 62: 000000005000000000, Class:  1, CF:0.100632, Len:  1, Fitness_tra: 0
Rule 63: d0008ccd40440c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000800000000000039, Class:  1, CF:0.967177, Len:  3, Fitness_tra: 0
Rule 68: 1211122115c2dc8495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000000000d000, Class:  1, CF:0.394691, Len:  1, Fitness_tra: -16
Rule 70: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000b00000000, Class:  0, CF:0.0829114, Len:  1, Fitness_tra: 12
Rule 73: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 221112c12114171213, Class:  0, CF:0.7936, Len: 18, Fitness_tra: 0
Rule 77: d5882151c58c521239, Class:  1, CF:0.997792, Len: 18, Fitness_tra: 0
Rule 78: 5212441d2524128811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: c55712c31121281227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 002000000000000000, Class:  1, CF:0.0961245, Len:  1, Fitness_tra: 0
Rule 81: 07c0000000b0480004, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 82: 3161185491d9323351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000009000, Class:  1, CF:0.572865, Len:  1, Fitness_tra: 2
Rule 85: 882244412184121111, Class:  1, CF:0.239249, Len: 18, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000c000000000c00, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 88: 0000000000200000d0, Class:  0, CF:0.0175735, Len:  2, Fitness_tra: 0
Rule 89: 1152211511411711e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000007, Class:  0, CF:0.139724, Len:  1, Fitness_tra: 23
Rule 91: 00000000000000d000, Class:  1, CF:0.394691, Len:  1, Fitness_tra: 0
Rule 92: 500000000000000000, Class:  1, CF:0.458107, Len:  1, Fitness_tra: 6
Rule 93: 311217121113322522, Class:  1, CF:0.467639, Len: 18, Fitness_tra: 0
Rule 94: 1111115c3d5d511212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 211112c52112587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 002000004000002400, Class:  1, CF:0.377327, Len:  4, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.3417
------Result------
Miss_rate(tra)	:40.3417
Miss_rate(tst)	:35.2941
ARL				:7.28302

------Generation 0------
Rule  1: 000000000000000003, Class:  0, CF:0.332684, Len:  1, Fitness_tra: 82
