------Generation 0------
Rule  1: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  2: 511227114511222111, Class:  1, CF:0.547396, Len: 18, Fitness_tra: 0
Rule  3: 0000000000000000c0, Class:  1, CF:0.201678, Len:  1, Fitness_tra: -17
Rule  4: 25d2221d2811121211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  5: 881c21151c21224122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000048000000000002, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule  8: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000003000000c02, Class:  0, CF:0.0227396, Len:  3, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0a0000000000000002, Class:  1, CF:0.107918, Len:  2, Fitness_tra: 0
Rule 12: 009000000000000000, Class:  1, CF:0.382244, Len:  1, Fitness_tra: -17
Rule 13: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 90d00b0050000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000004000000000, Class:  1, CF:0.158229, Len:  1, Fitness_tra: -16
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 03000c005940080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 88542425422c112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7000000000000070b0, Class:  0, CF:0.247237, Len:  3, Fitness_tra: 8
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 12d8111111c8112118, Class:  1, CF:0.49044, Len: 18, Fitness_tra: 0
Rule 22: 000000004000000000, Class:  1, CF:0.158229, Len:  1, Fitness_tra: 0
Rule 23: 030000004000003000, Class:  1, CF:0.069694, Len:  3, Fitness_tra: 0
Rule 24: 000000000d00000000, Class:  1, CF:0.187841, Len:  1, Fitness_tra: -4
Rule 25: c00000000000000060, Class:  0, CF:0.574742, Len:  2, Fitness_tra: 7
Rule 26: 521881c11842141213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000003000000003, Class:  0, CF:0.208396, Len:  2, Fitness_tra: 0
Rule 28: 000000000000b00000, Class:  0, CF:0.057365, Len:  1, Fitness_tra: 0
Rule 29: 000000003000000000, Class:  0, CF:0.191108, Len:  1, Fitness_tra: 34
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5314b1c5134c521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000c00000000, Class:  0, CF:0.0913641, Len:  1, Fitness_tra: 0
Rule 33: 855c442d21128821c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000c005040080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 9112413b19e1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 38: 050000000800000000, Class:  1, CF:0.228971, Len:  2, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: c2811115112c184144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5c211b4e4212c11212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 251111c5c881881121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: d4d81485c2c2441d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 88d2842dc8c48c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000004000000000, Class:  1, CF:0.158229, Len:  1, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000000000b000, Class:  0, CF:0.134715, Len:  1, Fitness_tra: -2
Rule 50: e00000080000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 115bb71dc1c4182224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00c000000000000000, Class:  0, CF:0.232713, Len:  1, Fitness_tra: 113
Rule 55: 155c47111822142115, Class:  1, CF:0.682964, Len: 18, Fitness_tra: 0
Rule 56: 1131449cd515523911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d00000000800000000, Class:  1, CF:0.372013, Len:  2, Fitness_tra: -14
Rule 58: 112241ce4c11211124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211cc119154c111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000700, Class:  0, CF:0.0762024, Len:  1, Fitness_tra: 0
Rule 61: 000000000000200000, Class:  1, CF:0.0349491, Len:  1, Fitness_tra: 0
Rule 62: 1312225dc1215c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 111511919615111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000c00000000, Class:  0, CF:0.0913641, Len:  1, Fitness_tra: 0
Rule 65: 00e000003000000002, Class:  1, CF:0.753914, Len:  3, Fitness_tra: 0
Rule 66: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000800000000000033, Class:  0, CF:0.99258, Len:  3, Fitness_tra: 4
Rule 68: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: 1182211d12c4d12115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000eb77b000000, Class:  0, CF:0.437135, Len:  5, Fitness_tra: 0
Rule 71: 000580000000008000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 536d129216d9111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1254174115c11c2452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1554222d5118d172c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000004000000000, Class:  1, CF:0.158229, Len:  1, Fitness_tra: 0
Rule 77: 2dd117c91214111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 136224a26313621142, Class:  1, CF:0.214808, Len: 18, Fitness_tra: 0
Rule 79: dd9841812dc2171191, Class:  0, CF:0.962918, Len: 18, Fitness_tra: 0
Rule 80: c5d21125251112111d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1517111322c4182c14, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00e000005000000000, Class:  1, CF:0.111705, Len:  2, Fitness_tra: 0
Rule 85: 815b4241c582817121, Class:  1, CF:0.258213, Len: 18, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: cd2414212528111c11, Class:  1, CF:0.122267, Len: 18, Fitness_tra: 0
Rule 88: 18844bcdc281d14212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 8151cbc12221182182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 91: 000000080000000000, Class:  0, CF:0.251088, Len:  1, Fitness_tra: 134
Rule 92: 1918171255151c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 58141bc38841581217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 151221812224d12182, Class:  1, CF:0.389108, Len: 18, Fitness_tra: 0
Rule 98: 81314cc1114814c215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13e822921191122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000004000000060, Class:  0, CF:0.492521, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.5598
------Result------
Miss_rate(tra)	:34.5598
Miss_rate(tst)	:24.7059
ARL				:6.08696

------Generation 0------
Rule  1: 000000080000000000, Class:  0, CF:0.251088, Len:  1, Fitness_tra: 141
Rule  2: 00c000000000000000, Class:  0, CF:0.232713, Len:  1, Fitness_tra: 120
Rule  3: 000000003000000000, Class:  0, CF:0.191108, Len:  1, Fitness_tra: 19
Rule  4: 7000000000000070b0, Class:  0, CF:0.247237, Len:  3, Fitness_tra: 8
Rule  5: c00000000000000060, Class:  0, CF:0.574742, Len:  2, Fitness_tra: 7
Rule  6: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule  7: 000800000000000033, Class:  0, CF:0.99258, Len:  3, Fitness_tra: 4
Rule  8: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule  9: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0a0000000000000002, Class:  1, CF:0.107918, Len:  2, Fitness_tra: 0
Rule 12: 000000004000000060, Class:  0, CF:0.492521, Len:  2, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 90d00b0050000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13e822921191122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 03000c005940080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 88542425422c112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 511227114511222111, Class:  1, CF:0.547396, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 12d8111111c8112118, Class:  1, CF:0.49044, Len: 18, Fitness_tra: 0
Rule 22: 000000004000000000, Class:  1, CF:0.158229, Len:  1, Fitness_tra: -30
Rule 23: 030000004000003000, Class:  1, CF:0.069694, Len:  3, Fitness_tra: 0
Rule 24: 81314cc1114814c215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 521881c11842141213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000003000000003, Class:  0, CF:0.208396, Len:  2, Fitness_tra: 0
Rule 27: 000000000000b00000, Class:  0, CF:0.057365, Len:  1, Fitness_tra: 0
Rule 28: 25d2221d2811121211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5314b1c5134c521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000c00000000, Class:  0, CF:0.0913641, Len:  1, Fitness_tra: 0
Rule 32: 855c442d21128821c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000c005040080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 9112413b19e1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 881c21151c21224122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 37: 050000000800000000, Class:  1, CF:0.228971, Len:  2, Fitness_tra: -1
Rule 38: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: c2811115112c184144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5c211b4e4212c11212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 251111c5c881881121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d4d81485c2c2441d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88d2842dc8c48c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000004000000000, Class:  1, CF:0.158229, Len:  1, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 151221812224d12182, Class:  1, CF:0.389108, Len: 18, Fitness_tra: 0
Rule 49: e00000080000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 115bb71dc1c4182224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 155c47111822142115, Class:  1, CF:0.682964, Len: 18, Fitness_tra: 0
Rule 55: 1131449cd515523911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 112241ce4c11211124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211cc119154c111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000700, Class:  0, CF:0.0762024, Len:  1, Fitness_tra: 0
Rule 59: 000000000000200000, Class:  1, CF:0.0349491, Len:  1, Fitness_tra: 0
Rule 60: 1312225dc1215c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111511919615111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000c00000000, Class:  0, CF:0.0913641, Len:  1, Fitness_tra: 0
Rule 63: 00e000003000000002, Class:  1, CF:0.753914, Len:  3, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000048000000000002, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 66: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 1182211d12c4d12115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000eb77b000000, Class:  0, CF:0.437135, Len:  5, Fitness_tra: 0
Rule 69: 000580000000008000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 536d129216d9111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1254174115c11c2452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1554222d5118d172c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000004000000000, Class:  1, CF:0.158229, Len:  1, Fitness_tra: 0
Rule 75: 2dd117c91214111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 136224a26313621142, Class:  1, CF:0.214808, Len: 18, Fitness_tra: 0
Rule 77: dd9841812dc2171191, Class:  0, CF:0.962918, Len: 18, Fitness_tra: 0
Rule 78: c5d21125251112111d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1517111322c4182c14, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 513211111115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 83: 000000000000000700, Class:  0, CF:0.0762024, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 33614b3719e1382144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000b00, Class:  0, CF:0.133019, Len:  1, Fitness_tra: 7
Rule 87: 99e144115933981152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000800d4000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 89: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 10
Rule 90: 000000004000000000, Class:  1, CF:0.158229, Len:  0, Fitness_tra: 0
Rule 91: b01880c10542101213, Class:  0, CF:  1, Len: 14, Fitness_tra: 0
Rule 92: 00300490a010520001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000000000004, Class:  1, CF:0.0301479, Len:  1, Fitness_tra: 0
Rule 94: 030a00000000000002, Class:  0, CF:0.142257, Len:  3, Fitness_tra: 0
Rule 95: 9012000b1900111100, Class:  1, CF:0.608099, Len: 10, Fitness_tra: 0
Rule 96: 536d129216d9111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000300000000000, Class:  0, CF:0.211355, Len:  1, Fitness_tra: 16
Rule 98: 000000000c00000000, Class:  0, CF:0.0913641, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11544241c581117451, Class:  0, CF:0.284385, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.6978
------Result------
Miss_rate(tra)	:29.6978
Miss_rate(tst)	:17.6471
ARL				:6.23913

------Generation 1------
Rule  1: 000000080000000000, Class:  0, CF:0.251088, Len:  1, Fitness_tra: 90
Rule  2: 00c000000000000000, Class:  0, CF:0.232713, Len:  1, Fitness_tra: 105
Rule  3: 000000003000000000, Class:  0, CF:0.191108, Len:  1, Fitness_tra: 14
Rule  4: 000000300000000000, Class:  0, CF:0.211355, Len:  1, Fitness_tra: 8
Rule  5: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 10
Rule  6: 7000000000000070b0, Class:  0, CF:0.247237, Len:  3, Fitness_tra: 6
Rule  7: c00000000000000060, Class:  0, CF:0.574742, Len:  2, Fitness_tra: 4
Rule  8: 000000000000000b00, Class:  0, CF:0.133019, Len:  1, Fitness_tra: 6
Rule  9: 000800000000000033, Class:  0, CF:0.99258, Len:  3, Fitness_tra: 3
Rule 10: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 11: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 90d00b0050000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13e822921191122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 03000c005940080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 88542425422c112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 511227114511222111, Class:  1, CF:0.547396, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 12d8111111c8112118, Class:  1, CF:0.49044, Len: 18, Fitness_tra: 0
Rule 22: 11544241c581117451, Class:  0, CF:0.284385, Len: 18, Fitness_tra: 0
Rule 23: 030000004000003000, Class:  1, CF:0.069694, Len:  3, Fitness_tra: 0
Rule 24: 81314cc1114814c215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 521881c11842141213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000003000000003, Class:  0, CF:0.208396, Len:  2, Fitness_tra: 0
Rule 27: 000000000000b00000, Class:  0, CF:0.057365, Len:  1, Fitness_tra: 0
