------Generation 0------
Rule  1: 000000000c00000059, Class:  1, CF:0.104286, Len:  3, Fitness_tra: 0
Rule  2: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule  3: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule  4: 1dd8c1552182d21131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 000000004000000000, Class:  1, CF:0.167578, Len:  1, Fitness_tra: -114
Rule  6: 00000000000000a000, Class:  0, CF:0.0632795, Len:  1, Fitness_tra: 19
Rule  7: 0000c0000000000009, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  8: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 11: 11112223b84b111111, Class:  0, CF:0.0725711, Len: 18, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 13: 2281b11341445c2124, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 15: 2d121423851c122211, Class:  1, CF:0.418147, Len: 18, Fitness_tra: 0
Rule 16: c00800000000000000, Class:  1, CF:0.0430584, Len:  2, Fitness_tra: 0
Rule 17: d000000b000000c000, Class:  1, CF:0.521821, Len:  3, Fitness_tra: -1
Rule 18: 255c22c92814521152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1582c22121115b1113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000400040, Class:  1, CF:0.0897442, Len:  2, Fitness_tra: -16
Rule 21: 119122c153188112c1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 852144191522821251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1c8112134511118221, Class:  1, CF:0.15245, Len: 18, Fitness_tra: 0
Rule 24: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 26: 255c17c14121c7211e, Class:  1, CF:0.740697, Len: 18, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 28: cd277b2dc141d58127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c581212111221c512b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 30: 1511c48145cc1431d5, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 000400094040000500, Class:  0, CF:0.446823, Len:  5, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 33: 1851122148c4821151, Class:  0, CF:0.0424782, Len: 18, Fitness_tra: 0
Rule 34: 515c211142c1222211, Class:  1, CF:0.733448, Len: 18, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 36: 11d2121d21c1228811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 38: 00000000000000000e, Class:  1, CF:0.188196, Len:  1, Fitness_tra: -13
Rule 39: 82511129b841121459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 055000000000000000, Class:  1, CF:0.291703, Len:  2, Fitness_tra: -3
Rule 41: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 42: 15521425854212c842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 44: 9311c49251131c11d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000002, Class:  1, CF:0.103914, Len:  1, Fitness_tra: -18
Rule 47: 5112172524c1122521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000007000000, Class:  1, CF:0.0195075, Len:  1, Fitness_tra: 0
Rule 49: 0000080be00e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 111511521188571213, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1211121515c4552124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 54: 00000000000000e000, Class:  1, CF:0.618701, Len:  1, Fitness_tra: 1
Rule 55: c8511285c111885717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8111442d211888152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 59: 119c8c212d14121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9e35c41c1151145255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115241c125822c512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1635419c9119519153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11111a852132d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15141289c514181211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e00000000020e00000, Class:  0, CF:0.779327, Len:  3, Fitness_tra: 1
Rule 67: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 68: 5185118522225c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 215211c514c1221411, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: d00000000000000000, Class:  1, CF:0.398822, Len:  1, Fitness_tra: -15
Rule 71: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 72: 000000090000003004, Class:  0, CF:0.248974, Len:  3, Fitness_tra: 7
Rule 73: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 74: 113241913359541411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1417214e4174819122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d51812c12581121193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 15d124c5254411d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 115122181118241116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 131c118d814c54c812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000040000009, Class:  1, CF:0.391245, Len:  2, Fitness_tra: 3
Rule 81: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 82: 13351b173935121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1d5cc2112111171255, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 3e3d24e211d5521185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
