------Generation 0------
Rule  1: 0b00, Class:  2, CF:0.106796, Len:  1, Fitness_tra: 0
Rule  2: 0600, Class:  2, CF:0.459883, Len:  1, Fitness_tra: 8
Rule  3: 1166, Class:  0, CF:0.654806, Len:  4, Fitness_tra: 2
Rule  4: 3312, Class:  2, CF:0.891139, Len:  4, Fitness_tra: 0
Rule  5: 2500, Class:  0, CF:0.628378, Len:  2, Fitness_tra: 32
Rule  6: 1533, Class:  0, CF:0.962441, Len:  4, Fitness_tra: 0
Rule  7: 5311, Class:  0, CF:0.491204, Len:  4, Fitness_tra: 0
Rule  8: 0580, Class:  0, CF:0.179487, Len:  2, Fitness_tra: 0
Rule  9: 1116, Class:  0, CF:0.28061, Len:  4, Fitness_tra: 0
Rule 10: 0503, Class:  0, CF:0.853933, Len:  2, Fitness_tra: 18
Rule 11: a311, Class:  2, CF:0.735849, Len:  4, Fitness_tra: 1
Rule 12: 0500, Class:  0, CF:0.322368, Len:  1, Fitness_tra: 3
Rule 13: 1211, Class:  0, CF:0.540797, Len:  4, Fitness_tra: 1
Rule 14: 1133, Class:  0, CF:0.456115, Len:  4, Fitness_tra: 0
Rule 15: 0620, Class:  2, CF:0.711066, Len:  2, Fitness_tra: 22
Rule 16: 251f, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 17: 1316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00b0, Class:  0, CF:0.126214, Len:  1, Fitness_tra: -1
Rule 19: 4312, Class:  2, CF:0.488626, Len:  4, Fitness_tra: 0
Rule 20: 1211, Class:  0, CF:0.540797, Len:  4, Fitness_tra: 0
Rule 21: 3361, Class:  2, CF:0.127168, Len:  4, Fitness_tra: 0
Rule 22: 11c1, Class:  2, CF:0.321477, Len:  4, Fitness_tra: 0
Rule 23: 2005, Class:  2, CF:0.124786, Len:  2, Fitness_tra: 0
Rule 24: 0500, Class:  0, CF:0.322368, Len:  1, Fitness_tra: 0
Rule 25: 2000, Class:  0, CF:0.184447, Len:  1, Fitness_tra: -3
Rule 26: 9141, Class:  0, CF:0.486911, Len:  4, Fitness_tra: 1
Rule 27: 1331, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3500, Class:  2, CF:0.0471204, Len:  2, Fitness_tra: 0
Rule 29: 3211, Class:  0, CF:0.368249, Len:  4, Fitness_tra: 0
Rule 30: 2411, Class:  0, CF:0.829011, Len:  4, Fitness_tra: 6
Rule 31: 0450, Class:  2, CF:0.32, Len:  2, Fitness_tra: 0
Rule 32: 7114, Class:  2, CF:0.00464576, Len:  4, Fitness_tra: 0
Rule 33: 2116, Class:  0, CF:0.786167, Len:  4, Fitness_tra: 2
Rule 34: 6611, Class:  2, CF:0.640089, Len:  4, Fitness_tra: 0
Rule 35: 1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5303, Class:  0, CF:0.367521, Len:  3, Fitness_tra: 0
Rule 37: 0200, Class:  0, CF:0.189569, Len:  1, Fitness_tra: 0
Rule 38: 3004, Class:  2, CF:0.527897, Len:  2, Fitness_tra: 10
Rule 39: 5502, Class:  0, CF:0.609467, Len:  3, Fitness_tra: 0
Rule 40: 4265, Class:  0, CF:0.820175, Len:  4, Fitness_tra: 3
Rule 41: 2614, Class:  2, CF:0.0408751, Len:  4, Fitness_tra: 0
Rule 42: 1533, Class:  0, CF:0.962441, Len:  4, Fitness_tra: 0
Rule 43: 9111, Class:  0, CF:0.698834, Len:  4, Fitness_tra: 1
Rule 44: 1114, Class:  2, CF:0.239695, Len:  4, Fitness_tra: 0
Rule 45: 1131, Class:  0, CF:0.112588, Len:  4, Fitness_tra: 0
Rule 46: 2263, Class:  0, CF:0.998101, Len:  4, Fitness_tra: 0
Rule 47: 5121, Class:  0, CF:0.0699962, Len:  4, Fitness_tra: 0
Rule 48: 6217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0003, Class:  0, CF:0.475083, Len:  1, Fitness_tra: 42
Rule 50: 1133, Class:  0, CF:0.456115, Len:  4, Fitness_tra: 0
Rule 51: 0266, Class:  0, CF:0.983299, Len:  3, Fitness_tra: 6
Rule 52: 5230, Class:  0, CF:0.975535, Len:  3, Fitness_tra: 9
Rule 53: b000, Class:  2, CF:0.0833333, Len:  1, Fitness_tra: 0
Rule 54: 11a3, Class:  0, CF:0.650655, Len:  4, Fitness_tra: 0
Rule 55: 0055, Class:  2, CF:0.822222, Len:  2, Fitness_tra: 45
Rule 56: 5058, Class:  2, CF:0.176471, Len:  3, Fitness_tra: 0
Rule 57: 7430, Class:  0, CF:0.612903, Len:  3, Fitness_tra: 4
Rule 58: 0490, Class:  2, CF:0.347826, Len:  2, Fitness_tra: 1
Rule 59: 2511, Class:  0, CF:0.968999, Len:  4, Fitness_tra: 0
Rule 60: 2121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5b11, Class:  0, CF:0.868313, Len:  4, Fitness_tra: 11
Rule 62: 2571, Class:  0, CF:0.977644, Len:  4, Fitness_tra: 0
Rule 63: 5053, Class:  0, CF:0.552, Len:  3, Fitness_tra: 2
Rule 64: 1113, Class:  0, CF:0.187227, Len:  4, Fitness_tra: 0
Rule 65: 3604, Class:  2, CF:0.899083, Len:  3, Fitness_tra: 3
Rule 66: 0005, Class:  2, CF:0.38206, Len:  1, Fitness_tra: -5
Rule 67: 5025, Class:  2, CF:0.275964, Len:  3, Fitness_tra: 0
Rule 68: 3332, Class:  2, CF:0.834646, Len:  4, Fitness_tra: 0
Rule 69: 2530, Class:  0, CF:0.97561, Len:  3, Fitness_tra: 10
Rule 70: 5431, Class:  0, CF:0.992308, Len:  4, Fitness_tra: 2
Rule 71: 2236, Class:  0, CF:0.998136, Len:  4, Fitness_tra: 1
Rule 72: 3151, Class:  2, CF:0.867419, Len:  4, Fitness_tra: 4
Rule 73: 4111, Class:  0, CF:0.246284, Len:  4, Fitness_tra: 0
Rule 74: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2151, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000b, Class:  0, CF:0.16129, Len:  1, Fitness_tra: 0
Rule 78: a332, Class:  2, CF:0.952941, Len:  4, Fitness_tra: 2
Rule 79: 1126, Class:  2, CF:0.232328, Len:  4, Fitness_tra: 0
Rule 80: 5111, Class:  0, CF:0.660409, Len:  4, Fitness_tra: 0
Rule 81: 5600, Class:  2, CF:0.141026, Len:  2, Fitness_tra: 0
Rule 82: 7111, Class:  0, CF:0.0717658, Len:  4, Fitness_tra: 0
Rule 83: 591a, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 84: 1112, Class:  2, CF:0.53508, Len:  4, Fitness_tra: 0
Rule 85: 2503, Class:  0, CF:0.994302, Len:  3, Fitness_tra: 0
Rule 86: 0602, Class:  2, CF:0.753906, Len:  2, Fitness_tra: 28
Rule 87: 2112, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4005, Class:  2, CF:0.373494, Len:  2, Fitness_tra: 0
Rule 89: 1121, Class:  2, CF:0.492018, Len:  4, Fitness_tra: 0
Rule 90: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 7
Rule 91: 3040, Class:  2, CF:0.54386, Len:  2, Fitness_tra: 12
Rule 92: 3121, Class:  2, CF:0.769435, Len:  4, Fitness_tra: 1
Rule 93: 2395, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 0600, Class:  2, CF:0.459883, Len:  1, Fitness_tra: 0
Rule 95: 6002, Class:  2, CF:0.737931, Len:  2, Fitness_tra: 24
Rule 96: 1611, Class:  2, CF:0.161739, Len:  4, Fitness_tra: 0
Rule 97: 0463, Class:  0, CF:0.947368, Len:  3, Fitness_tra: 6
Rule 98: 0545, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1123, Class:  2, CF:0.289096, Len:  4, Fitness_tra: 0
Rule100: 3b11, Class:  2, CF:0.0521739, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:17.8
------Result------
Miss_rate(tra)	:17.8
Miss_rate(tst)	:17.6
ARL				:3.12222

------Generation 0------
Rule  1: 0055, Class:  2, CF:0.822222, Len:  2, Fitness_tra: 42
Rule  2: 0003, Class:  0, CF:0.475083, Len:  1, Fitness_tra: 7
Rule  3: 2500, Class:  0, CF:0.628378, Len:  2, Fitness_tra: 31
Rule  4: 0602, Class:  2, CF:0.753906, Len:  2, Fitness_tra: 30
Rule  5: 6002, Class:  2, CF:0.737931, Len:  2, Fitness_tra: 26
Rule  6: 0620, Class:  2, CF:0.711066, Len:  2, Fitness_tra: 19
Rule  7: 0503, Class:  0, CF:0.853933, Len:  2, Fitness_tra: 18
Rule  8: 3040, Class:  2, CF:0.54386, Len:  2, Fitness_tra: 13
Rule  9: 5b11, Class:  0, CF:0.868313, Len:  4, Fitness_tra: 10
Rule 10: 3004, Class:  2, CF:0.527897, Len:  2, Fitness_tra: 7
Rule 11: 2530, Class:  0, CF:0.97561, Len:  3, Fitness_tra: 8
Rule 12: 5230, Class:  0, CF:0.975535, Len:  3, Fitness_tra: 12
Rule 13: 0600, Class:  2, CF:0.459883, Len:  1, Fitness_tra: 8
Rule 14: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 5
Rule 15: 0463, Class:  0, CF:0.947368, Len:  3, Fitness_tra: 6
Rule 16: 2411, Class:  0, CF:0.829011, Len:  4, Fitness_tra: 7
Rule 17: 0266, Class:  0, CF:0.983299, Len:  3, Fitness_tra: 3
Rule 18: 7430, Class:  0, CF:0.612903, Len:  3, Fitness_tra: 3
Rule 19: 3151, Class:  2, CF:0.867419, Len:  4, Fitness_tra: 3
Rule 20: 4265, Class:  0, CF:0.820175, Len:  4, Fitness_tra: 4
Rule 21: 0500, Class:  0, CF:0.322368, Len:  1, Fitness_tra: 1
Rule 22: 3604, Class:  2, CF:0.899083, Len:  3, Fitness_tra: 3
Rule 23: 5053, Class:  0, CF:0.552, Len:  3, Fitness_tra: 3
Rule 24: 1166, Class:  0, CF:0.654806, Len:  4, Fitness_tra: 0
Rule 25: a332, Class:  2, CF:0.952941, Len:  4, Fitness_tra: 2
Rule 26: 5431, Class:  0, CF:0.992308, Len:  4, Fitness_tra: 2
Rule 27: 2116, Class:  0, CF:0.786167, Len:  4, Fitness_tra: 1
Rule 28: 9111, Class:  0, CF:0.698834, Len:  4, Fitness_tra: 1
Rule 29: 1211, Class:  0, CF:0.540797, Len:  4, Fitness_tra: 0
Rule 30: 0490, Class:  2, CF:0.347826, Len:  2, Fitness_tra: 0
Rule 31: 9141, Class:  0, CF:0.486911, Len:  4, Fitness_tra: 0
Rule 32: 251f, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: a311, Class:  2, CF:0.735849, Len:  4, Fitness_tra: 2
Rule 34: 3121, Class:  2, CF:0.769435, Len:  4, Fitness_tra: 1
Rule 35: 2236, Class:  0, CF:0.998136, Len:  4, Fitness_tra: 0
Rule 36: 0b00, Class:  2, CF:0.106796, Len:  1, Fitness_tra: 0
Rule 37: 0200, Class:  0, CF:0.189569, Len:  1, Fitness_tra: -4
Rule 38: 1133, Class:  0, CF:0.456115, Len:  4, Fitness_tra: 0
Rule 39: 5502, Class:  0, CF:0.609467, Len:  3, Fitness_tra: 0
Rule 40: 1116, Class:  0, CF:0.28061, Len:  4, Fitness_tra: 0
Rule 41: 2614, Class:  2, CF:0.0408751, Len:  4, Fitness_tra: 0
Rule 42: 1533, Class:  0, CF:0.962441, Len:  4, Fitness_tra: 0
Rule 43: 3312, Class:  2, CF:0.891139, Len:  4, Fitness_tra: 0
Rule 44: 1114, Class:  2, CF:0.239695, Len:  4, Fitness_tra: 0
Rule 45: 1131, Class:  0, CF:0.112588, Len:  4, Fitness_tra: 0
Rule 46: 2263, Class:  0, CF:0.998101, Len:  4, Fitness_tra: 0
Rule 47: 5121, Class:  0, CF:0.0699962, Len:  4, Fitness_tra: 0
Rule 48: 6217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1133, Class:  0, CF:0.456115, Len:  4, Fitness_tra: 0
Rule 51: 3b11, Class:  2, CF:0.0521739, Len:  4, Fitness_tra: 0
Rule 52: 4312, Class:  2, CF:0.488626, Len:  4, Fitness_tra: -2
Rule 53: b000, Class:  2, CF:0.0833333, Len:  1, Fitness_tra: 0
Rule 54: 11a3, Class:  0, CF:0.650655, Len:  4, Fitness_tra: 0
Rule 55: 1211, Class:  0, CF:0.540797, Len:  4, Fitness_tra: 0
Rule 56: 5058, Class:  2, CF:0.176471, Len:  3, Fitness_tra: 0
Rule 57: 3361, Class:  2, CF:0.127168, Len:  4, Fitness_tra: 0
Rule 58: 11c1, Class:  2, CF:0.321477, Len:  4, Fitness_tra: 0
Rule 59: 2511, Class:  0, CF:0.968999, Len:  4, Fitness_tra: 0
Rule 60: 2121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2005, Class:  2, CF:0.124786, Len:  2, Fitness_tra: 0
Rule 62: 2571, Class:  0, CF:0.977644, Len:  4, Fitness_tra: 0
Rule 63: 0500, Class:  0, CF:0.322368, Len:  1, Fitness_tra: 0
