------Generation 0------
Rule  1: f145, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule  2: 6006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 2111, Class:  0, CF:0.479302, Len:  4, Fitness_tra: 0
Rule  4: f111, Class:  2, CF:0.240051, Len:  4, Fitness_tra: 0
Rule  5: 4030, Class:  0, CF:0.482456, Len:  2, Fitness_tra: 23
Rule  6: 0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 3121, Class:  2, CF:0.708182, Len:  4, Fitness_tra: 0
Rule  8: 2122, Class:  2, CF:0.626788, Len:  4, Fitness_tra: 0
Rule  9: 4211, Class:  0, CF:0.829642, Len:  4, Fitness_tra: 2
Rule 10: 0095, Class:  2, CF:0.824324, Len:  2, Fitness_tra: 29
Rule 11: 000b, Class:  0, CF:0.16129, Len:  1, Fitness_tra: -3
Rule 12: 0050, Class:  2, CF:0.313531, Len:  1, Fitness_tra: 13
Rule 13: 1333, Class:  0, CF:0.323232, Len:  4, Fitness_tra: 0
Rule 14: 4556, Class:  0, CF:0.967742, Len:  4, Fitness_tra: 2
Rule 15: 111b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 2161, Class:  0, CF:0.76091, Len:  4, Fitness_tra: 1
Rule 17: 3111, Class:  2, CF:0.0620123, Len:  4, Fitness_tra: 0
Rule 18: 1122, Class:  2, CF:0.917911, Len:  4, Fitness_tra: 3
Rule 19: 1411, Class:  0, CF:0.285844, Len:  4, Fitness_tra: 0
Rule 20: 1125, Class:  2, CF:0.974978, Len:  4, Fitness_tra: 1
Rule 21: 6313, Class:  2, CF:0.147651, Len:  4, Fitness_tra: 0
Rule 22: 1116, Class:  0, CF:0.296741, Len:  4, Fitness_tra: 0
Rule 23: 6c40, Class:  2, CF:0.534884, Len:  3, Fitness_tra: 2
Rule 24: 0304, Class:  2, CF:0.549407, Len:  2, Fitness_tra: 11
Rule 25: 2b12, Class:  0, CF:0.0896739, Len:  4, Fitness_tra: 0
Rule 26: 6322, Class:  2, CF:0.99828, Len:  4, Fitness_tra: 1
Rule 27: 1132, Class:  2, CF:0.389384, Len:  4, Fitness_tra: 0
Rule 28: 22f3, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 29: 2111, Class:  0, CF:0.479302, Len:  4, Fitness_tra: 0
Rule 30: 5053, Class:  0, CF:0.582609, Len:  3, Fitness_tra: 0
Rule 31: 5111, Class:  0, CF:0.641385, Len:  4, Fitness_tra: 0
Rule 32: 15c1, Class:  0, CF:0.625, Len:  4, Fitness_tra: 3
Rule 33: 1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1233, Class:  0, CF:0.924476, Len:  4, Fitness_tra: 2
Rule 36: 6020, Class:  2, CF:0.734496, Len:  2, Fitness_tra: 18
Rule 37: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0050, Class:  2, CF:0.313531, Len:  1, Fitness_tra: 0
Rule 39: 9133, Class:  0, CF:0.972789, Len:  4, Fitness_tra: 0
Rule 40: 1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1211, Class:  0, CF:0.560175, Len:  4, Fitness_tra: 1
Rule 42: 2263, Class:  0, CF:0.998071, Len:  4, Fitness_tra: 0
Rule 43: 2231, Class:  0, CF:0.975959, Len:  4, Fitness_tra: 2
Rule 44: 6505, Class:  2, CF:0.628866, Len:  3, Fitness_tra: 0
Rule 45: 400c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2311, Class:  0, CF:0.251006, Len:  4, Fitness_tra: 0
Rule 48: 4344, Class:  2, CF:0.790698, Len:  4, Fitness_tra: 2
Rule 49: 1321, Class:  2, CF:0.733333, Len:  4, Fitness_tra: 0
Rule 50: 2055, Class:  2, CF:0.622857, Len:  3, Fitness_tra: 0
Rule 51: 4511, Class:  0, CF:0.950877, Len:  4, Fitness_tra: 5
Rule 52: 1211, Class:  0, CF:0.560175, Len:  4, Fitness_tra: 0
Rule 53: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6340, Class:  2, CF:0.915058, Len:  3, Fitness_tra: 6
Rule 55: 1311, Class:  2, CF:0.116544, Len:  4, Fitness_tra: 0
Rule 56: 6002, Class:  2, CF:0.758555, Len:  2, Fitness_tra: 31
Rule 57: 2336, Class:  0, CF:0.864516, Len:  4, Fitness_tra: 1
Rule 58: 5502, Class:  0, CF:0.648094, Len:  3, Fitness_tra: 0
Rule 59: 4256, Class:  0, CF:0.854701, Len:  4, Fitness_tra: 1
Rule 60: 5500, Class:  0, CF:0.815029, Len:  2, Fitness_tra: 26
Rule 61: 0620, Class:  2, CF:0.727642, Len:  2, Fitness_tra: 20
Rule 62: 1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1355, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: 1632, Class:  2, CF:0.726048, Len:  4, Fitness_tra: 1
Rule 65: 5111, Class:  0, CF:0.641385, Len:  4, Fitness_tra: 0
Rule 66: 0406, Class:  0, CF:0.648961, Len:  2, Fitness_tra: 17
Rule 67: 31e1, Class:  2, CF:0.911111, Len:  4, Fitness_tra: 1
Rule 68: 5409, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0053, Class:  0, CF:0.0994764, Len:  2, Fitness_tra: 0
Rule 70: 2500, Class:  0, CF:0.666081, Len:  2, Fitness_tra: 21
Rule 71: 22c1, Class:  0, CF:0.859285, Len:  4, Fitness_tra: 4
Rule 72: 4114, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1211, Class:  0, CF:0.560175, Len:  4, Fitness_tra: 0
Rule 74: 2350, Class:  2, CF:0.60355, Len:  3, Fitness_tra: 0
Rule 75: 1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1263, Class:  0, CF:0.942005, Len:  4, Fitness_tra: 7
Rule 77: 5000, Class:  0, CF:0.371622, Len:  1, Fitness_tra: 16
Rule 78: 0600, Class:  2, CF:0.484252, Len:  1, Fitness_tra: 15
Rule 79: 2006, Class:  0, CF:0.748293, Len:  2, Fitness_tra: 31
Rule 80: 9131, Class:  0, CF:0.857143, Len:  4, Fitness_tra: 2
Rule 81: 6400, Class:  2, CF:0.434053, Len:  2, Fitness_tra: -1
Rule 82: 6215, Class:  2, CF:0.487305, Len:  4, Fitness_tra: 0
Rule 83: 0502, Class:  0, CF:0.0152801, Len:  2, Fitness_tra: 0
Rule 84: 0005, Class:  2, CF:0.37931, Len:  1, Fitness_tra: 17
Rule 85: 2312, Class:  2, CF:0.194198, Len:  4, Fitness_tra: 0
Rule 86: 1411, Class:  0, CF:0.285844, Len:  4, Fitness_tra: 0
Rule 87: 3432, Class:  2, CF:0.309904, Len:  4, Fitness_tra: 0
Rule 88: 451f, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 89: 2141, Class:  0, CF:0.185206, Len:  4, Fitness_tra: 0
Rule 90: 0520, Class:  0, CF:0.0690789, Len:  2, Fitness_tra: 0
Rule 91: 0005, Class:  2, CF:0.37931, Len:  1, Fitness_tra: 0
Rule 92: 43b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 9112, Class:  0, CF:0.162025, Len:  4, Fitness_tra: 0
Rule 94: 1136, Class:  0, CF:0.597327, Len:  4, Fitness_tra: 2
Rule 95: 5151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0406, Class:  0, CF:0.648961, Len:  2, Fitness_tra: 0
Rule 97: 1611, Class:  2, CF:0.233598, Len:  4, Fitness_tra: 0
Rule 98: 5300, Class:  2, CF:0.0224719, Len:  2, Fitness_tra: 0
Rule 99: 2162, Class:  0, CF:0.23088, Len:  4, Fitness_tra: 0
Rule100: 1521, Class:  0, CF:0.104088, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.8
------Result------
Miss_rate(tra)	:15.8
Miss_rate(tst)	:18.4
ARL				:3.28571

------Generation 0------
Rule  1: 2006, Class:  0, CF:0.748293, Len:  2, Fitness_tra: 25
Rule  2: 6002, Class:  2, CF:0.758555, Len:  2, Fitness_tra: 23
Rule  3: 0095, Class:  2, CF:0.824324, Len:  2, Fitness_tra: 28
Rule  4: 5500, Class:  0, CF:0.815029, Len:  2, Fitness_tra: 26
Rule  5: 4030, Class:  0, CF:0.482456, Len:  2, Fitness_tra: 21
Rule  6: 2500, Class:  0, CF:0.666081, Len:  2, Fitness_tra: 21
Rule  7: 0620, Class:  2, CF:0.727642, Len:  2, Fitness_tra: 19
Rule  8: 6020, Class:  2, CF:0.734496, Len:  2, Fitness_tra: 19
Rule  9: 0005, Class:  2, CF:0.37931, Len:  1, Fitness_tra: 19
Rule 10: 0406, Class:  0, CF:0.648961, Len:  2, Fitness_tra: 13
Rule 11: 5000, Class:  0, CF:0.371622, Len:  1, Fitness_tra: 4
Rule 12: 0600, Class:  2, CF:0.484252, Len:  1, Fitness_tra: 17
Rule 13: 0050, Class:  2, CF:0.313531, Len:  1, Fitness_tra: 14
Rule 14: 0304, Class:  2, CF:0.549407, Len:  2, Fitness_tra: 11
Rule 15: 1263, Class:  0, CF:0.942005, Len:  4, Fitness_tra: 8
Rule 16: 6340, Class:  2, CF:0.915058, Len:  3, Fitness_tra: 6
Rule 17: 4511, Class:  0, CF:0.950877, Len:  4, Fitness_tra: 5
Rule 18: 22c1, Class:  0, CF:0.859285, Len:  4, Fitness_tra: 3
Rule 19: 22f3, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 20: 15c1, Class:  0, CF:0.625, Len:  4, Fitness_tra: 2
Rule 21: 1122, Class:  2, CF:0.917911, Len:  4, Fitness_tra: 3
Rule 22: 1136, Class:  0, CF:0.597327, Len:  4, Fitness_tra: 0
Rule 23: 6c40, Class:  2, CF:0.534884, Len:  3, Fitness_tra: 2
