------Generation 0------
Rule  1: 000000000000008000, Class:  1, CF:0.205827, Len:  1, Fitness_tra: -10
Rule  2: 0008c00d04000c0d88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0000000009000c0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  4: 000000000c00000000, Class:  0, CF:0.0641603, Len:  1, Fitness_tra: 0
Rule  5: 0c5000000c00c0000c, Class:  1, CF:0.115724, Len:  5, Fitness_tra: 0
Rule  6: 285c12434521122251, Class:  1, CF:0.48946, Len: 18, Fitness_tra: 0
Rule  7: 81d24cc1c584211c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 35121c923589915219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 391521541511121251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 521817cd11c2122159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 070040000000000000, Class:  0, CF:0.225259, Len:  2, Fitness_tra: 2
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 52121213b124122111, Class:  1, CF:0.0892831, Len: 18, Fitness_tra: 0
Rule 17: 3e18445213d9e4141d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000b0070000000000, Class:  1, CF:0.127008, Len:  2, Fitness_tra: -1
Rule 19: 5e1542111985e11219, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 060000000000000c03, Class:  1, CF:0.194247, Len:  3, Fitness_tra: 0
Rule 21: c00000000cb0000000, Class:  0, CF:0.235541, Len:  3, Fitness_tra: 14
Rule 22: 14d212c1481c1b1111, Class:  1, CF:0.225482, Len: 18, Fitness_tra: 0
Rule 23: 00e000000000000b00, Class:  1, CF:0.46911, Len:  2, Fitness_tra: 1
Rule 24: 11dc221148112cc281, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 13a584111311141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000400d50000b0006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000000000e000, Class:  1, CF:0.648103, Len:  1, Fitness_tra: 16
Rule 29: 009000000000000000, Class:  1, CF:0.423709, Len:  1, Fitness_tra: 136
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 522121412111411235, Class:  1, CF:0.882847, Len: 18, Fitness_tra: 0
Rule 32: 2117141d428c28112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000cc000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: c1341485451c1481c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 700000000000000000, Class:  0, CF:0.185109, Len:  1, Fitness_tra: 94
Rule 36: 0d00c0000000d00005, Class:  1, CF:0.619098, Len:  4, Fitness_tra: 0
Rule 37: 136512319139921125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000400000000000000, Class:  1, CF:0.14902, Len:  1, Fitness_tra: 7
Rule 39: e63114125e53e118dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121141298442224422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00f000000000a00002, Class:  0, CF:0.188671, Len:  3, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7000000000000000b0, Class:  0, CF:0.270913, Len:  2, Fitness_tra: 28
Rule 44: 07004000005000080d, Class:  1, CF:0.467434, Len:  5, Fitness_tra: 0
Rule 45: 11d81b825128115555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 113112341551517281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00e000000000300003, Class:  1, CF:0.0156336, Len:  3, Fitness_tra: 0
Rule 48: 82511115c212518151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000200000008000, Class:  1, CF:0.365969, Len:  2, Fitness_tra: 6
Rule 50: 0000000030009000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 51: 0000cb000000000000, Class:  0, CF:0.652558, Len:  2, Fitness_tra: 0
Rule 52: d1d21151855c11181e, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 53: 000c0000040000b00d, Class:  1, CF:0.389899, Len:  4, Fitness_tra: 2
Rule 54: 518121117127122131, Class:  1, CF:0.63389, Len: 18, Fitness_tra: 0
Rule 55: 1361cc111355914119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00a08000300000c500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d23811121c18128193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000c00, Class:  1, CF:0.149637, Len:  1, Fitness_tra: 7
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000b0000000000400, Class:  1, CF:0.110979, Len:  2, Fitness_tra: 0
Rule 61: 1512248128c1dc8241, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 0000b00be00e000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 63: 1c1811c581112111d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5d1112152dc2d15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c112712578cb21218c, Class:  1, CF:0.999993, Len: 18, Fitness_tra: 0
Rule 66: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1e15c1513e55141d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c85b4423421c884212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00c00070057b000000, Class:  0, CF:0.803836, Len:  5, Fitness_tra: 0
Rule 70: e13121511919945e21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 070000000000000d88, Class:  1, CF:0.287121, Len:  4, Fitness_tra: 1
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c152248151c2128185, Class:  1, CF:0.605882, Len: 18, Fitness_tra: 0
Rule 74: 815c2bc1211211211d, Class:  1, CF:0.724523, Len: 18, Fitness_tra: 0
Rule 75: 18dc14111541121113, Class:  0, CF:0.775494, Len: 18, Fitness_tra: 0
Rule 76: 211272214d84d22212, Class:  1, CF:0.669069, Len: 18, Fitness_tra: 0
Rule 77: 0e0000000000070000, Class:  0, CF:0.256951, Len:  2, Fitness_tra: 0
Rule 78: a11d4112511d14e131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 93612c141119312d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000000000d000, Class:  1, CF:0.326777, Len:  1, Fitness_tra: 3
Rule 81: 000dc0000000000800, Class:  0, CF:0.605532, Len:  3, Fitness_tra: 0
Rule 82: 000000000700000d00, Class:  1, CF:0.298981, Len:  2, Fitness_tra: 2
Rule 83: 1cd8c7c5c214c11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00e0400000d00000d0, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: e311449233d3115255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11311c929153311d59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0a0000000600000000, Class:  1, CF:0.0562514, Len:  2, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0800c009000000005e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000002000000002, Class:  1, CF:0.315981, Len:  2, Fitness_tra: 0
Rule 92: 000000000000000009, Class:  1, CF:0.155831, Len:  1, Fitness_tra: 4
Rule 93: 000000000000073000, Class:  0, CF:0.229897, Len:  2, Fitness_tra: 36
Rule 94: 000000000000005000, Class:  1, CF:0.430011, Len:  1, Fitness_tra: 4
Rule 95: 13321151438c142121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d1911488585c2181d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 050000000040500003, Class:  0, CF:0.974447, Len:  4, Fitness_tra: 4
Rule 98: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c0005000000000b0c8, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.1731
------Result------
Miss_rate(tra)	:47.1731
Miss_rate(tst)	:36.9048
ARL				:5.41176

------Generation 0------
Rule  1: 009000000000000000, Class:  1, CF:0.423709, Len:  1, Fitness_tra: 136
Rule  2: 700000000000000000, Class:  0, CF:0.185109, Len:  1, Fitness_tra: 61
Rule  3: 000000000000073000, Class:  0, CF:0.229897, Len:  2, Fitness_tra: 21
Rule  4: 7000000000000000b0, Class:  0, CF:0.270913, Len:  2, Fitness_tra: 30
Rule  5: 00000000000000e000, Class:  1, CF:0.648103, Len:  1, Fitness_tra: 16
Rule  6: c00000000cb0000000, Class:  0, CF:0.235541, Len:  3, Fitness_tra: 13
Rule  7: 000400000000000000, Class:  1, CF:0.14902, Len:  1, Fitness_tra: 4
Rule  8: 000000000000000c00, Class:  1, CF:0.149637, Len:  1, Fitness_tra: 10
Rule  9: 000000200000008000, Class:  1, CF:0.365969, Len:  2, Fitness_tra: 6
Rule 10: 050000000040500003, Class:  0, CF:0.974447, Len:  4, Fitness_tra: 4
Rule 11: 000000000000005000, Class:  1, CF:0.430011, Len:  1, Fitness_tra: 4
Rule 12: 000000000000000009, Class:  1, CF:0.155831, Len:  1, Fitness_tra: 5
Rule 13: 00000000000000d000, Class:  1, CF:0.326777, Len:  1, Fitness_tra: 1
Rule 14: 000c0000040000b00d, Class:  1, CF:0.389899, Len:  4, Fitness_tra: 2
Rule 15: 000000000700000d00, Class:  1, CF:0.298981, Len:  2, Fitness_tra: 2
Rule 16: 070040000000000000, Class:  0, CF:0.225259, Len:  2, Fitness_tra: 1
Rule 17: 070000000000000d88, Class:  1, CF:0.287121, Len:  4, Fitness_tra: 1
Rule 18: 00e000000000000b00, Class:  1, CF:0.46911, Len:  2, Fitness_tra: 1
Rule 19: c0005000000000b0c8, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 060000000000000c03, Class:  1, CF:0.194247, Len:  3, Fitness_tra: 0
Rule 21: 0000000009000c0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 22: 14d212c1481c1b1111, Class:  1, CF:0.225482, Len: 18, Fitness_tra: 0
Rule 23: 000000000c00000000, Class:  0, CF:0.0641603, Len:  1, Fitness_tra: 0
Rule 24: 11dc221148112cc281, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 13a584111311141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000400d50000b0006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0c5000000c00c0000c, Class:  1, CF:0.115724, Len:  5, Fitness_tra: 0
Rule 29: 285c12434521122251, Class:  1, CF:0.48946, Len: 18, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 522121412111411235, Class:  1, CF:0.882847, Len: 18, Fitness_tra: 0
Rule 32: 2117141d428c28112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000cc000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: c1341485451c1481c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 81d24cc1c584211c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0d00c0000000d00005, Class:  1, CF:0.619098, Len:  4, Fitness_tra: 0
Rule 37: 136512319139921125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e63114125e53e118dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121141298442224422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00f000000000a00002, Class:  0, CF:0.188671, Len:  3, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 35121c923589915219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 07004000005000080d, Class:  1, CF:0.467434, Len:  5, Fitness_tra: 0
Rule 45: 11d81b825128115555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 113112341551517281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00e000000000300003, Class:  1, CF:0.0156336, Len:  3, Fitness_tra: 0
Rule 48: 82511115c212518151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000030009000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
