------Generation 0------
Rule  1: 00c000000000000000, Class:  1, CF:0.190281, Len:  1, Fitness_tra: 60
Rule  2: 313122d41921112411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 131518ec3e51141519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 815447211c7b841133, Class:  1, CF:0.798198, Len: 18, Fitness_tra: 0
Rule  5: 519c84cdc541221411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 182241134117221c42, Class:  0, CF:0.937416, Len: 18, Fitness_tra: 0
Rule  7: 211422852dc1111841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 008070008c00000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 47
Rule  9: 852274cd2d81584111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 161511111155925225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 812247717122b22151, Class:  0, CF:0.785609, Len: 18, Fitness_tra: 0
Rule 12: 3131181199d3125321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 515121258111211531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: dcc0007e000b00c00e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8211421eb2441112ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 58d222212d11222c81, Class:  0, CF:0.999939, Len: 18, Fitness_tra: 0
Rule 17: 2c81b27912111c5111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 18: c2124411b12b215422, Class:  0, CF:0.00770546, Len: 18, Fitness_tra: 0
Rule 19: 82224241b2c1828115, Class:  0, CF:0.6721, Len: 18, Fitness_tra: 0
Rule 20: 5212414144444c4821, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 5c227413784b221241, Class:  0, CF:0.985037, Len: 18, Fitness_tra: 0
Rule 22: 111151114112511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 55117411811c822181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 116d123c1115571289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 33181412935111218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 191c8451c1cc1421c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 336111115159942151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dc1b271918222c1812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 515c14818918148521, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 30: 115412cd814111511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 51d8c149254424c411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 51d42121717111225d, Class:  0, CF:0.965925, Len: 18, Fitness_tra: 0
Rule 33: 1122177121414c1122, Class:  1, CF:0.884531, Len: 18, Fitness_tra: 0
Rule 34: 188b21114888284111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 35: 5d62415cd15d1211d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5d584121858152121d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 37: cdd0008d000c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000004000000b00d0, Class:  0, CF:0.559371, Len:  3, Fitness_tra: 49
Rule 39: 225141217117211159, Class:  0, CF:0.899207, Len: 18, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 313111515e19311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1165121113193112c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1158211d8c11411295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 336514341ed51c5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0004007e707b000000, Class:  1, CF:0.670441, Len:  6, Fitness_tra: 0
Rule 46: c12211cd1812512111, Class:  1, CF:0.99335, Len: 18, Fitness_tra: 0
Rule 47: 51d142252582dc1515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1c1117c1412b2c1711, Class:  0, CF:0.309857, Len: 18, Fitness_tra: 0
Rule 49: 85112c11132c5c42c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 571277212271114211, Class:  0, CF:0.919207, Len: 18, Fitness_tra: 0
Rule 51: 11d4745d451c8c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 21842723c52c521521, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 53: 291c2c812d82141181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 23571182592c5811c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 811122b32c27c414d1, Class:  0, CF:0.974921, Len: 18, Fitness_tra: 0
Rule 56: 191141129151311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1d1421234212111241, Class:  0, CF:0.994877, Len: 18, Fitness_tra: 0
Rule 58: 18817481412181c812, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 59: d51212555188171255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: c557711121c2182241, Class:  0, CF:0.0814795, Len: 18, Fitness_tra: 0
Rule 61: 5661719411559c1125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 33611ce49353141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
