------Generation 0------
Rule  1: d00000007077000000, Class:  0, CF:0.889084, Len:  4, Fitness_tra: 47
Rule  2: 84d214211224211115, Class:  0, CF:0.963788, Len: 18, Fitness_tra: 0
Rule  3: 316111123359545115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 00044070bd00c80000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule  5: 811241888921542c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 9335123c11d1515159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 531844d1555512118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 5c5424112574212231, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 10: 141227134144112c1d, Class:  0, CF:0.961565, Len: 18, Fitness_tra: 0
Rule 11: 311821e1995e312111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 961111329113142211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 525541881812174233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 9e627c929e13141d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: c85722151112517224, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: d131149425ddd1c255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 815313192111512885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d51141814d811172d1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 19: 255111114512121151, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 333511543913122d89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1111b4c2c184517188, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 58212b7e48211c2282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1151c12dc181242c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 129112282122c42111, Class:  1, CF:0.938463, Len: 18, Fitness_tra: 0
Rule 25: d118211d85c2815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151214e74472281ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 51122281118c5412e1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 28: 1184172312441b1511, Class:  0, CF:0.999156, Len: 18, Fitness_tra: 0
Rule 29: 9ea811341913171129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 33651c113119342211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 55d1c228c12cd12413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 19518b511d51912191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0c0000000000000000, Class:  1, CF:0.17758, Len:  1, Fitness_tra: 144
Rule 34: 1118179291d5925311, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 35: 15171c5dc518181c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c25414811542222289, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 37: 1524178118c15c1521, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
