------Generation 0------
Rule  1: 822122132211881212, Class:  1, CF:0.746842, Len: 18, Fitness_tra: 0
Rule  2: 15511225154187b415, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule  3: 393d1c113911511981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1311211291d15213d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: d112211d151c121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 18c244411141841251, Class:  0, CF:0.972211, Len: 18, Fitness_tra: 0
Rule  7: 811c1411cd1181445d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  8: 3365229111d3111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2dd00b000000d00000, Class:  0, CF:0.991705, Len:  5, Fitness_tra: 2
Rule 11: 500000000000000000, Class:  0, CF:0.95316, Len:  1, Fitness_tra: 172
Rule 12: 00000b000000070002, Class:  1, CF:0.0641266, Len:  3, Fitness_tra: 0
Rule 13: 821121252114125213, Class:  1, CF:0.585176, Len: 18, Fitness_tra: 0
Rule 14: 815c1c15111858428d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 51982c8d2d1cd2581d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1165c49451d354311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1131121b1119318152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5232878111c1c71219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000b00080000000c, Class:  1, CF:0.0339728, Len:  3, Fitness_tra: 0
Rule 20: 844717217221215244, Class:  0, CF:0.454789, Len: 18, Fitness_tra: 0
Rule 21: d1111b121125822195, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 5dd1c181181c111493, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5838172d4848571111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e1f24c129959121219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 700000000000000000, Class:  1, CF:0.241554, Len:  1, Fitness_tra: 236
Rule 26: 125c12212214272313, Class:  0, CF:0.998156, Len: 18, Fitness_tra: 0
Rule 27: 53922182c5c154121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000000000f000, Class:  0, CF:0.149442, Len:  1, Fitness_tra: 19
Rule 29: 0000008d008c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 25912281c122211cc2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 53321ce23ed33c3315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2212242141b1442131, Class:  1, CF:0.55924, Len: 18, Fitness_tra: 0
Rule 33: 5c5cc211151412c111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 171c1711111722811e, Class:  0, CF:0.542727, Len: 18, Fitness_tra: 0
Rule 35: 36151412ee131c1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
