------Generation 0------
Rule  1: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule  2: d314132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 5318111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1272214, Class:  0, CF:0.554105, Len:  7, Fitness_tra: 0
Rule  5: 1317b61, Class:  1, CF:0.807446, Len:  7, Fitness_tra: 0
Rule  6: d311718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 00b0000, Class:  1, CF:0.313354, Len:  1, Fitness_tra: -8
Rule  8: 4212b27, Class:  0, CF:0.289397, Len:  7, Fitness_tra: 0
Rule  9: 13147a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 5111211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 12: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 13: 00000d0, Class:  0, CF:0.248149, Len:  1, Fitness_tra: 31
Rule 14: 9957731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 16: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 17: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 18: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 19: 3111131, Class:  1, CF:0.792393, Len:  7, Fitness_tra: 0
Rule 20: 0600000, Class:  1, CF:0.758499, Len:  1, Fitness_tra: -1
Rule 21: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 22: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 23: 1222411, Class:  0, CF:0.563933, Len:  7, Fitness_tra: 0
Rule 24: 0600000, Class:  1, CF:0.758499, Len:  1, Fitness_tra: 0
Rule 25: 000c000, Class:  0, CF:0.363576, Len:  1, Fitness_tra: 5
Rule 26: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 27: 115121d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 59d119d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 5311531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 31: 1111412, Class:  0, CF:0.0113692, Len:  7, Fitness_tra: 0
Rule 32: 1155115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
