------Generation 0------
Rule  1: d54bb, Class:  1, CF:0.438179, Len:  5, Fitness_tra: 0
Rule  2: 15121, Class:  1, CF:0.965494, Len:  5, Fitness_tra: 0
Rule  3: 95211, Class:  1, CF:0.999077, Len:  5, Fitness_tra: 0
Rule  4: 11117, Class:  2, CF:0.261385, Len:  5, Fitness_tra: 0
Rule  5: 17112, Class:  2, CF:0.350087, Len:  5, Fitness_tra: 0
Rule  6: d1227, Class:  2, CF:0.922889, Len:  5, Fitness_tra: 0
Rule  7: 14b11, Class:  0, CF:0.0615115, Len:  5, Fitness_tra: 0
Rule  8: 9d7bb, Class:  1, CF:0.995932, Len:  5, Fitness_tra: 0
Rule  9: 8111b, Class:  2, CF:0.268901, Len:  5, Fitness_tra: 0
Rule 10: c1524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: de000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 12: 114b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: d0000, Class:  2, CF:0.204983, Len:  1, Fitness_tra: -29
Rule 14: 91122, Class:  2, CF:0.9965, Len:  5, Fitness_tra: 0
Rule 15: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 8
Rule 16: d5441, Class:  1, CF:0.798233, Len:  5, Fitness_tra: 0
Rule 17: 32cb4, Class:  1, CF:0.999715, Len:  5, Fitness_tra: 0
Rule 18: 13c7b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 15221, Class:  1, CF:0.994889, Len:  5, Fitness_tra: 0
Rule 20: 12144, Class:  2, CF:0.700811, Len:  5, Fitness_tra: 0
Rule 21: 984b7, Class:  1, CF:0.670046, Len:  5, Fitness_tra: 0
Rule 22: 11121, Class:  2, CF:0.71292, Len:  5, Fitness_tra: 0
Rule 23: 92112, Class:  2, CF:0.647198, Len:  5, Fitness_tra: 0
Rule 24: 5dc21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 121b2, Class:  2, CF:0.833091, Len:  5, Fitness_tra: 0
Rule 26: 92144, Class:  2, CF:0.942484, Len:  5, Fitness_tra: 0
Rule 27: 5812b, Class:  0, CF:0.453606, Len:  5, Fitness_tra: 0
Rule 28: 3d221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 52171, Class:  2, CF:0.340199, Len:  5, Fitness_tra: 0
Rule 30: 11114, Class:  2, CF:0.422082, Len:  5, Fitness_tra: 0
Rule 31: 0b000, Class:  0, CF:0.0531186, Len:  1, Fitness_tra: 0
Rule 32: 35122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 954b1, Class:  1, CF:0.998626, Len:  5, Fitness_tra: 0
Rule 34: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: -58
Rule 35: 11221, Class:  2, CF:0.0764337, Len:  5, Fitness_tra: 0
Rule 36: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: 0
Rule 37: 5c717, Class:  0, CF:0.819879, Len:  5, Fitness_tra: 0
Rule 38: 51c24, Class:  1, CF:0.376936, Len:  5, Fitness_tra: 0
Rule 39: d8117, Class:  0, CF:0.648088, Len:  5, Fitness_tra: 0
Rule 40: 92174, Class:  2, CF:0.935777, Len:  5, Fitness_tra: 0
Rule 41: 02000, Class:  1, CF:0.192112, Len:  1, Fitness_tra: 3
Rule 42: 55127, Class:  1, CF:0.817983, Len:  5, Fitness_tra: 0
Rule 43: 5171b, Class:  2, CF:0.332758, Len:  5, Fitness_tra: 0
Rule 44: 5272b, Class:  2, CF:0.603064, Len:  5, Fitness_tra: 0
Rule 45: d121b, Class:  2, CF:0.0783963, Len:  5, Fitness_tra: 0
Rule 46: 11212, Class:  2, CF:0.380111, Len:  5, Fitness_tra: 0
Rule 47: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 38cb2, Class:  1, CF:0.999855, Len:  5, Fitness_tra: 0
Rule 49: d8472, Class:  0, CF:0.631001, Len:  5, Fitness_tra: 0
Rule 50: 11c7b, Class:  1, CF:0.636614, Len:  5, Fitness_tra: 0
Rule 51: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: 0
Rule 52: e1712, Class:  2, CF:0.809567, Len:  5, Fitness_tra: 0
Rule 53: e0000, Class:  2, CF:0.251896, Len:  1, Fitness_tra: -2
Rule 54: 91425, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: d2721, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 51214, Class:  2, CF:0.567898, Len:  5, Fitness_tra: 0
Rule 57: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: 0
Rule 58: 29241, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 59: 91472, Class:  2, CF:0.986233, Len:  5, Fitness_tra: 0
Rule 60: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 181b1, Class:  1, CF:0.504132, Len:  5, Fitness_tra: 0
Rule 62: 31247, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 98421, Class:  1, CF:0.880979, Len:  5, Fitness_tra: 0
Rule 64: d5c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 1c111, Class:  0, CF:0.078857, Len:  5, Fitness_tra: 0
Rule 66: 981bb, Class:  1, CF:0.35533, Len:  5, Fitness_tra: 0
Rule 67: 3d41b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 1527b, Class:  1, CF:0.976523, Len:  5, Fitness_tra: 0
Rule 69: dc1b4, Class:  0, CF:0.724397, Len:  5, Fitness_tra: 0
Rule 70: 21114, Class:  2, CF:0.636659, Len:  5, Fitness_tra: 0
Rule 71: 95174, Class:  1, CF:0.995151, Len:  5, Fitness_tra: 0
Rule 72: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 9c1b1, Class:  0, CF:0.107789, Len:  5, Fitness_tra: 0
Rule 74: 11c42, Class:  1, CF:0.636614, Len:  5, Fitness_tra: 0
Rule 75: 5c1b7, Class:  0, CF:0.93232, Len:  5, Fitness_tra: 0
Rule 76: 00008, Class:  2, CF:  1, Len:  1, Fitness_tra: 4
Rule 77: 51174, Class:  2, CF:0.9786, Len:  5, Fitness_tra: 0
Rule 78: 1c174, Class:  0, CF:0.701693, Len:  5, Fitness_tra: 0
Rule 79: 5dc77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: c3544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11947, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: d81b1, Class:  0, CF:0.308473, Len:  5, Fitness_tra: 0
Rule 84: 18144, Class:  0, CF:0.173443, Len:  5, Fitness_tra: 0
Rule 85: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 14111, Class:  0, CF:0.0259483, Len:  5, Fitness_tra: 0
Rule 87: 55227, Class:  1, CF:0.928098, Len:  5, Fitness_tra: 0
Rule 88: 11c11, Class:  1, CF:0.965971, Len:  5, Fitness_tra: 2
Rule 89: 04b00, Class:  0, CF:0.0880257, Len:  2, Fitness_tra: 0
Rule 90: 522b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55114, Class:  1, CF:0.86738, Len:  5, Fitness_tra: 0
Rule 92: 58171, Class:  1, CF:0.178534, Len:  5, Fitness_tra: 0
Rule 93: 3c127, Class:  0, CF:0.0104673, Len:  5, Fitness_tra: 0
Rule 94: d5122, Class:  1, CF:0.0517886, Len:  5, Fitness_tra: 0
Rule 95: 03500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 95c42, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: d2c47, Class:  1, CF:0.277913, Len:  5, Fitness_tra: 0
Rule 98: 11cbb, Class:  1, CF:0.636614, Len:  5, Fitness_tra: 0
Rule 99: 52177, Class:  2, CF:0.821155, Len:  5, Fitness_tra: 0
Rule100: 17114, Class:  2, CF:0.0461517, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70.9302
------Result------
Miss_rate(tra)	:70.9302
Miss_rate(tst)	:69.7674
ARL				:4.49438

------Generation 0------
Rule  1: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 9
Rule  2: 00008, Class:  2, CF:  1, Len:  1, Fitness_tra: 4
Rule  3: 02000, Class:  1, CF:0.192112, Len:  1, Fitness_tra: 10
Rule  4: 11c11, Class:  1, CF:0.965971, Len:  5, Fitness_tra: 1
Rule  5: d54bb, Class:  1, CF:0.438179, Len:  5, Fitness_tra: 0
Rule  6: d1227, Class:  2, CF:0.922889, Len:  5, Fitness_tra: 0
Rule  7: 14b11, Class:  0, CF:0.0615115, Len:  5, Fitness_tra: 0
Rule  8: 9d7bb, Class:  1, CF:0.995932, Len:  5, Fitness_tra: 0
Rule  9: 8111b, Class:  2, CF:0.268901, Len:  5, Fitness_tra: 0
Rule 10: c1524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: de000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 12: 114b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 17114, Class:  2, CF:0.0461517, Len:  5, Fitness_tra: 0
Rule 14: 91122, Class:  2, CF:0.9965, Len:  5, Fitness_tra: 0
Rule 15: 15121, Class:  1, CF:0.965494, Len:  5, Fitness_tra: 0
Rule 16: d5441, Class:  1, CF:0.798233, Len:  5, Fitness_tra: 0
Rule 17: 32cb4, Class:  1, CF:0.999715, Len:  5, Fitness_tra: 0
Rule 18: 13c7b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 15221, Class:  1, CF:0.994889, Len:  5, Fitness_tra: 0
Rule 20: 12144, Class:  2, CF:0.700811, Len:  5, Fitness_tra: 0
Rule 21: 984b7, Class:  1, CF:0.670046, Len:  5, Fitness_tra: 0
Rule 22: 11121, Class:  2, CF:0.71292, Len:  5, Fitness_tra: 0
Rule 23: 92112, Class:  2, CF:0.647198, Len:  5, Fitness_tra: 0
Rule 24: 5dc21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 121b2, Class:  2, CF:0.833091, Len:  5, Fitness_tra: 0
Rule 26: 92144, Class:  2, CF:0.942484, Len:  5, Fitness_tra: 0
Rule 27: 5812b, Class:  0, CF:0.453606, Len:  5, Fitness_tra: 0
Rule 28: 3d221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 52171, Class:  2, CF:0.340199, Len:  5, Fitness_tra: 0
Rule 30: 11114, Class:  2, CF:0.422082, Len:  5, Fitness_tra: 0
Rule 31: 0b000, Class:  0, CF:0.0531186, Len:  1, Fitness_tra: 0
Rule 32: 35122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 954b1, Class:  1, CF:0.998626, Len:  5, Fitness_tra: 0
Rule 34: 11221, Class:  2, CF:0.0764337, Len:  5, Fitness_tra: 0
Rule 35: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: -1
Rule 36: 5c717, Class:  0, CF:0.819879, Len:  5, Fitness_tra: 0
Rule 37: 51c24, Class:  1, CF:0.376936, Len:  5, Fitness_tra: 0
Rule 38: d8117, Class:  0, CF:0.648088, Len:  5, Fitness_tra: 0
Rule 39: 92174, Class:  2, CF:0.935777, Len:  5, Fitness_tra: 0
Rule 40: 95211, Class:  1, CF:0.999077, Len:  5, Fitness_tra: 1
Rule 41: 55127, Class:  1, CF:0.817983, Len:  5, Fitness_tra: 0
Rule 42: 5171b, Class:  2, CF:0.332758, Len:  5, Fitness_tra: 0
Rule 43: 5272b, Class:  2, CF:0.603064, Len:  5, Fitness_tra: 0
Rule 44: d121b, Class:  2, CF:0.0783963, Len:  5, Fitness_tra: 0
Rule 45: 11212, Class:  2, CF:0.380111, Len:  5, Fitness_tra: 0
Rule 46: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 38cb2, Class:  1, CF:0.999855, Len:  5, Fitness_tra: 0
Rule 48: d8472, Class:  0, CF:0.631001, Len:  5, Fitness_tra: 0
Rule 49: 11c7b, Class:  1, CF:0.636614, Len:  5, Fitness_tra: 0
Rule 50: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: 0
Rule 51: e1712, Class:  2, CF:0.809567, Len:  5, Fitness_tra: 0
Rule 52: 52177, Class:  2, CF:0.821155, Len:  5, Fitness_tra: 0
Rule 53: 91425, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: d2721, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 51214, Class:  2, CF:0.567898, Len:  5, Fitness_tra: 0
Rule 56: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: 0
Rule 57: 29241, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: 91472, Class:  2, CF:0.986233, Len:  5, Fitness_tra: 0
Rule 59: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 181b1, Class:  1, CF:0.504132, Len:  5, Fitness_tra: 0
Rule 61: 31247, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 98421, Class:  1, CF:0.880979, Len:  5, Fitness_tra: 0
Rule 63: d5c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 64: 1c111, Class:  0, CF:0.078857, Len:  5, Fitness_tra: 0
Rule 65: 981bb, Class:  1, CF:0.35533, Len:  5, Fitness_tra: 0
Rule 66: 3d41b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 1527b, Class:  1, CF:0.976523, Len:  5, Fitness_tra: 0
Rule 68: dc1b4, Class:  0, CF:0.724397, Len:  5, Fitness_tra: 0
Rule 69: 21114, Class:  2, CF:0.636659, Len:  5, Fitness_tra: 0
Rule 70: 95174, Class:  1, CF:0.995151, Len:  5, Fitness_tra: 0
Rule 71: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9c1b1, Class:  0, CF:0.107789, Len:  5, Fitness_tra: 0
Rule 73: 11c42, Class:  1, CF:0.636614, Len:  5, Fitness_tra: 0
Rule 74: 5c1b7, Class:  0, CF:0.93232, Len:  5, Fitness_tra: 0
Rule 75: 11117, Class:  2, CF:0.261385, Len:  5, Fitness_tra: 0
Rule 76: 51174, Class:  2, CF:0.9786, Len:  5, Fitness_tra: 0
Rule 77: 1c174, Class:  0, CF:0.701693, Len:  5, Fitness_tra: 0
Rule 78: 5dc77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: c3544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11947, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 92122, Class:  2, CF:0.967329, Len:  5, Fitness_tra: 0
Rule 82: d8142, Class:  0, CF:0.788411, Len:  5, Fitness_tra: 0
Rule 83: 52117, Class:  2, CF:0.113359, Len:  5, Fitness_tra: 0
Rule 84: 51177, Class:  2, CF:0.970306, Len:  5, Fitness_tra: 0
Rule 85: d51b4, Class:  1, CF:0.0517886, Len:  5, Fitness_tra: 0
Rule 86: 11c41, Class:  1, CF:0.930524, Len:  5, Fitness_tra: 0
Rule 87: 02000, Class:  1, CF:0.192112, Len:  0, Fitness_tra: 0
Rule 88: 38c7b, Class:  1, CF:0.999855, Len:  5, Fitness_tra: 0
Rule 89: 98141, Class:  1, CF:0.734936, Len:  5, Fitness_tra: 0
Rule 90: 5d4b2, Class:  1, CF:0.851882, Len:  5, Fitness_tra: 0
Rule 91: 07000, Class:  0, CF:0.233821, Len:  1, Fitness_tra: 92
Rule 92: 12147, Class:  2, CF:0.545684, Len:  5, Fitness_tra: 0
Rule 93: b111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 31c14, Class:  1, CF:0.998568, Len:  5, Fitness_tra: 0
Rule 95: 13104, Class:  2, CF:0.741945, Len:  4, Fitness_tra: 0
Rule 96: 08c14, Class:  1, CF:0.973231, Len:  4, Fitness_tra: 0
Rule 97: 52111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5121b, Class:  2, CF:0.317863, Len:  5, Fitness_tra: 0
Rule 99: 11e21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule100: d8cb4, Class:  1, CF:0.710803, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.2791
------Result------
Miss_rate(tra)	:16.2791
Miss_rate(tst)	:30.2326
ARL				:4.6

------Generation 1------
Rule  1: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 9
Rule  2: 00008, Class:  2, CF:  1, Len:  1, Fitness_tra: 4
Rule  3: 02000, Class:  1, CF:0.192112, Len:  1, Fitness_tra: 10
Rule  4: 11c11, Class:  1, CF:0.965971, Len:  5, Fitness_tra: 1
Rule  5: d54bb, Class:  1, CF:0.438179, Len:  5, Fitness_tra: 0
Rule  6: d1227, Class:  2, CF:0.922889, Len:  5, Fitness_tra: 0
Rule  7: 14b11, Class:  0, CF:0.0615115, Len:  5, Fitness_tra: 0
Rule  8: 9d7bb, Class:  1, CF:0.995932, Len:  5, Fitness_tra: 0
Rule  9: 8111b, Class:  2, CF:0.268901, Len:  5, Fitness_tra: 0
Rule 10: c1524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: de000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 12: 114b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 17114, Class:  2, CF:0.0461517, Len:  5, Fitness_tra: 0
Rule 14: 91122, Class:  2, CF:0.9965, Len:  5, Fitness_tra: 0
Rule 15: 15121, Class:  1, CF:0.965494, Len:  5, Fitness_tra: 0
Rule 16: d5441, Class:  1, CF:0.798233, Len:  5, Fitness_tra: 0
Rule 17: 32cb4, Class:  1, CF:0.999715, Len:  5, Fitness_tra: 0
Rule 18: 13c7b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 15221, Class:  1, CF:0.994889, Len:  5, Fitness_tra: 0
Rule 20: 12144, Class:  2, CF:0.700811, Len:  5, Fitness_tra: 0
Rule 21: 984b7, Class:  1, CF:0.670046, Len:  5, Fitness_tra: 0
Rule 22: 11121, Class:  2, CF:0.71292, Len:  5, Fitness_tra: 0
Rule 23: 92112, Class:  2, CF:0.647198, Len:  5, Fitness_tra: 0
Rule 24: 5dc21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 121b2, Class:  2, CF:0.833091, Len:  5, Fitness_tra: 0
Rule 26: 92144, Class:  2, CF:0.942484, Len:  5, Fitness_tra: 0
Rule 27: 5812b, Class:  0, CF:0.453606, Len:  5, Fitness_tra: 0
Rule 28: 3d221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 52171, Class:  2, CF:0.340199, Len:  5, Fitness_tra: 0
Rule 30: 11114, Class:  2, CF:0.422082, Len:  5, Fitness_tra: 0
Rule 31: 0b000, Class:  0, CF:0.0531186, Len:  1, Fitness_tra: 0
Rule 32: 35122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 954b1, Class:  1, CF:0.998626, Len:  5, Fitness_tra: 0
Rule 34: 11221, Class:  2, CF:0.0764337, Len:  5, Fitness_tra: 0
Rule 35: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: -1
Rule 36: 5c717, Class:  0, CF:0.819879, Len:  5, Fitness_tra: 0
Rule 37: 51c24, Class:  1, CF:0.376936, Len:  5, Fitness_tra: 0
Rule 38: d8117, Class:  0, CF:0.648088, Len:  5, Fitness_tra: 0
Rule 39: 92174, Class:  2, CF:0.935777, Len:  5, Fitness_tra: 0
Rule 40: 95211, Class:  1, CF:0.999077, Len:  5, Fitness_tra: 1
Rule 41: 55127, Class:  1, CF:0.817983, Len:  5, Fitness_tra: 0
Rule 42: 5171b, Class:  2, CF:0.332758, Len:  5, Fitness_tra: 0
Rule 43: 5272b, Class:  2, CF:0.603064, Len:  5, Fitness_tra: 0
Rule 44: d121b, Class:  2, CF:0.0783963, Len:  5, Fitness_tra: 0
Rule 45: 11212, Class:  2, CF:0.380111, Len:  5, Fitness_tra: 0
Rule 46: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 38cb2, Class:  1, CF:0.999855, Len:  5, Fitness_tra: 0
Rule 48: d8472, Class:  0, CF:0.631001, Len:  5, Fitness_tra: 0
Rule 49: 11c7b, Class:  1, CF:0.636614, Len:  5, Fitness_tra: 0
Rule 50: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: 0
Rule 51: e1712, Class:  2, CF:0.809567, Len:  5, Fitness_tra: 0
Rule 52: 52177, Class:  2, CF:0.821155, Len:  5, Fitness_tra: 0
Rule 53: 91425, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: d2721, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 51214, Class:  2, CF:0.567898, Len:  5, Fitness_tra: 0
Rule 56: 03000, Class:  2, CF:0.436525, Len:  1, Fitness_tra: 0
Rule 57: 29241, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: 91472, Class:  2, CF:0.986233, Len:  5, Fitness_tra: 0
Rule 59: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 181b1, Class:  1, CF:0.504132, Len:  5, Fitness_tra: 0
Rule 61: 31247, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 98421, Class:  1, CF:0.880979, Len:  5, Fitness_tra: 0
Rule 63: d5c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 64: 1c111, Class:  0, CF:0.078857, Len:  5, Fitness_tra: 0
Rule 65: 981bb, Class:  1, CF:0.35533, Len:  5, Fitness_tra: 0
Rule 66: 3d41b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 1527b, Class:  1, CF:0.976523, Len:  5, Fitness_tra: 0
Rule 68: dc1b4, Class:  0, CF:0.724397, Len:  5, Fitness_tra: 0
Rule 69: 21114, Class:  2, CF:0.636659, Len:  5, Fitness_tra: 0
Rule 70: 95174, Class:  1, CF:0.995151, Len:  5, Fitness_tra: 0
Rule 71: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9c1b1, Class:  0, CF:0.107789, Len:  5, Fitness_tra: 0
Rule 73: 11c42, Class:  1, CF:0.636614, Len:  5, Fitness_tra: 0
Rule 74: 5c1b7, Class:  0, CF:0.93232, Len:  5, Fitness_tra: 0
Rule 75: 11117, Class:  2, CF:0.261385, Len:  5, Fitness_tra: 0
Rule 76: 51174, Class:  2, CF:0.9786, Len:  5, Fitness_tra: 0
Rule 77: 1c174, Class:  0, CF:0.701693, Len:  5, Fitness_tra: 0
Rule 78: 5dc77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: c3544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11947, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 92122, Class:  2, CF:0.967329, Len:  5, Fitness_tra: 0
Rule 82: d8142, Class:  0, CF:0.788411, Len:  5, Fitness_tra: 0
Rule 83: 52117, Class:  2, CF:0.113359, Len:  5, Fitness_tra: 0
Rule 84: 51177, Class:  2, CF:0.970306, Len:  5, Fitness_tra: 0
Rule 85: d51b4, Class:  1, CF:0.0517886, Len:  5, Fitness_tra: 0
Rule 86: 11c41, Class:  1, CF:0.930524, Len:  5, Fitness_tra: 0
Rule 87: 02000, Class:  1, CF:0.192112, Len:  0, Fitness_tra: 0
Rule 88: 38c7b, Class:  1, CF:0.999855, Len:  5, Fitness_tra: 0
Rule 89: 98141, Class:  1, CF:0.734936, Len:  5, Fitness_tra: 0
Rule 90: 5d4b2, Class:  1, CF:0.851882, Len:  5, Fitness_tra: 0
Rule 91: 07000, Class:  0, CF:0.233821, Len:  1, Fitness_tra: 92
Rule 92: 12147, Class:  2, CF:0.545684, Len:  5, Fitness_tra: 0
Rule 93: b111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 31c14, Class:  1, CF:0.998568, Len:  5, Fitness_tra: 0
Rule 95: 13104, Class:  2, CF:0.741945, Len:  4, Fitness_tra: 0
Rule 96: 08c14, Class:  1, CF:0.973231, Len:  4, Fitness_tra: 0
Rule 97: 52111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
