------Generation 0------
Rule  1: d2122, Class:  2, CF:0.949293, Len:  5, Fitness_tra: 0
Rule  2: 32484, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 92c41, Class:  1, CF:0.978972, Len:  5, Fitness_tra: 0
Rule  5: 38122, Class:  1, CF:0.923464, Len:  5, Fitness_tra: 0
Rule  6: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1d277, Class:  1, CF:0.93682, Len:  5, Fitness_tra: 0
Rule  8: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 7
Rule  9: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 10: 51217, Class:  2, CF:0.470271, Len:  5, Fitness_tra: 0
Rule 11: dd14b, Class:  0, CF:0.0633493, Len:  5, Fitness_tra: 0
Rule 12: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule 13: 151b1, Class:  1, CF:0.963554, Len:  5, Fitness_tra: 0
Rule 14: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 98c41, Class:  1, CF:0.993852, Len:  5, Fitness_tra: 0
Rule 16: 85127, Class:  1, CF:0.236286, Len:  5, Fitness_tra: 0
Rule 17: 11214, Class:  2, CF:0.0189571, Len:  5, Fitness_tra: 0
Rule 18: 91771, Class:  2, CF:0.885856, Len:  5, Fitness_tra: 0
Rule 19: 514b4, Class:  2, CF:0.933917, Len:  5, Fitness_tra: 0
Rule 20: 512b1, Class:  2, CF:0.687474, Len:  5, Fitness_tra: 0
Rule 21: 11224, Class:  2, CF:0.874028, Len:  5, Fitness_tra: 0
Rule 22: 52747, Class:  2, CF:0.7293, Len:  5, Fitness_tra: 0
Rule 23: 512b2, Class:  2, CF:0.971423, Len:  5, Fitness_tra: 0
Rule 24: 11117, Class:  2, CF:0.22221, Len:  5, Fitness_tra: 1
Rule 25: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 58421, Class:  1, CF:0.498378, Len:  5, Fitness_tra: 0
Rule 27: 182b1, Class:  1, CF:0.826054, Len:  5, Fitness_tra: 0
Rule 28: 51172, Class:  2, CF:0.985172, Len:  5, Fitness_tra: 0
Rule 29: c1144, Class:  2, CF:0.856839, Len:  5, Fitness_tra: 0
Rule 30: 11417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 26124, Class:  2, CF:0.996352, Len:  5, Fitness_tra: 3
Rule 32: 89847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 122b1, Class:  1, CF:0.640722, Len:  5, Fitness_tra: 0
Rule 34: 18242, Class:  1, CF:0.453155, Len:  5, Fitness_tra: 0
Rule 35: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18444, Class:  1, CF:0.387429, Len:  5, Fitness_tra: 0
Rule 37: d1741, Class:  2, CF:0.661511, Len:  5, Fitness_tra: 0
Rule 38: 181b1, Class:  1, CF:0.546026, Len:  5, Fitness_tra: -1
Rule 39: d0000, Class:  2, CF:0.162554, Len:  1, Fitness_tra: -55
Rule 40: 5144b, Class:  2, CF:0.910153, Len:  5, Fitness_tra: 0
Rule 41: 311b2, Class:  2, CF:0.336138, Len:  5, Fitness_tra: 0
Rule 42: 31141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 511b1, Class:  2, CF:0.886544, Len:  5, Fitness_tra: 6
Rule 44: 32177, Class:  1, CF:0.0194034, Len:  5, Fitness_tra: 0
Rule 45: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3c222, Class:  1, CF:0.507989, Len:  5, Fitness_tra: 0
Rule 47: 1c121, Class:  0, CF:0.177104, Len:  5, Fitness_tra: 0
Rule 48: 5d271, Class:  1, CF:0.913421, Len:  5, Fitness_tra: 0
Rule 49: 121b2, Class:  2, CF:0.802914, Len:  5, Fitness_tra: 0
Rule 50: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 51: 11214, Class:  2, CF:0.0189571, Len:  5, Fitness_tra: 0
Rule 52: 52bb1, Class:  2, CF:0.13757, Len:  5, Fitness_tra: 0
Rule 53: 35cb7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 235b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 82427, Class:  2, CF:0.409172, Len:  5, Fitness_tra: 0
Rule 56: d1142, Class:  2, CF:0.983831, Len:  5, Fitness_tra: 1
Rule 57: 31271, Class:  1, CF:0.644663, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 52217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 322b1, Class:  1, CF:0.969687, Len:  5, Fitness_tra: 0
Rule 61: 0b000, Class:  0, CF:0.0813732, Len:  1, Fitness_tra: 57
Rule 62: 18414, Class:  1, CF:0.548044, Len:  5, Fitness_tra: 0
Rule 63: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 92427, Class:  2, CF:0.890101, Len:  5, Fitness_tra: 0
Rule 66: 95c22, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 157b7, Class:  1, CF:0.917084, Len:  5, Fitness_tra: 0
Rule 68: 14212, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 324b7, Class:  1, CF:0.730883, Len:  5, Fitness_tra: 0
Rule 70: 951b2, Class:  1, CF:0.960057, Len:  5, Fitness_tra: 0
Rule 71: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 72: 1cc14, Class:  1, CF:0.891994, Len:  5, Fitness_tra: 0
Rule 73: e5122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 51272, Class:  2, CF:0.97311, Len:  5, Fitness_tra: 0
Rule 75: 11711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e1221, Class:  2, CF:0.879204, Len:  5, Fitness_tra: 0
Rule 77: 55277, Class:  1, CF:0.688666, Len:  5, Fitness_tra: 0
Rule 78: 34422, Class:  1, CF:0.132675, Len:  5, Fitness_tra: 0
Rule 79: 1817b, Class:  0, CF:0.0689814, Len:  5, Fitness_tra: 0
Rule 80: 911b4, Class:  2, CF:0.990724, Len:  5, Fitness_tra: 0
Rule 81: 32111, Class:  1, CF:0.872627, Len:  5, Fitness_tra: 3
Rule 82: 198bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 38cbb, Class:  1, CF:0.999877, Len:  5, Fitness_tra: 0
Rule 84: d1277, Class:  2, CF:0.853339, Len:  5, Fitness_tra: 0
Rule 85: 5d472, Class:  1, CF:0.688666, Len:  5, Fitness_tra: 0
Rule 86: 9dc7b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 87: d51b1, Class:  1, CF:0.523234, Len:  5, Fitness_tra: 0
Rule 88: 11771, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1122b, Class:  2, CF:0.691184, Len:  5, Fitness_tra: 0
Rule 90: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 52c71, Class:  1, CF:0.950762, Len:  5, Fitness_tra: 0
Rule 92: 32117, Class:  1, CF:0.310568, Len:  5, Fitness_tra: 0
Rule 93: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 94: 3c772, Class:  1, CF:0.384375, Len:  5, Fitness_tra: 0
Rule 95: 81142, Class:  2, CF:0.971709, Len:  5, Fitness_tra: 4
Rule 96: e8244, Class:  1, CF:0.675867, Len:  5, Fitness_tra: 0
Rule 97: 11222, Class:  2, CF:0.930509, Len:  5, Fitness_tra: 0
Rule 98: d1472, Class:  2, CF:0.970543, Len:  5, Fitness_tra: 0
Rule 99: 831bb, Class:  2, CF:0.898931, Len:  5, Fitness_tra: 3
Rule100: 98114, Class:  1, CF:0.14, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.5349
------Result------
Miss_rate(tra)	:39.5349
Miss_rate(tst)	:46.5116
ARL				:4.64198

------Generation 0------
Rule  1: 0b000, Class:  0, CF:0.0813732, Len:  1, Fitness_tra: 57
Rule  2: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 7
Rule  3: 511b1, Class:  2, CF:0.886544, Len:  5, Fitness_tra: 3
Rule  4: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  5: 81142, Class:  2, CF:0.971709, Len:  5, Fitness_tra: 4
Rule  6: 831bb, Class:  2, CF:0.898931, Len:  5, Fitness_tra: 3
Rule  7: 32111, Class:  1, CF:0.872627, Len:  5, Fitness_tra: 3
Rule  8: 26124, Class:  2, CF:0.996352, Len:  5, Fitness_tra: 3
Rule  9: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 10: d1142, Class:  2, CF:0.983831, Len:  5, Fitness_tra: 1
Rule 11: 11117, Class:  2, CF:0.22221, Len:  5, Fitness_tra: 1
Rule 12: d2122, Class:  2, CF:0.949293, Len:  5, Fitness_tra: 0
Rule 13: 151b1, Class:  1, CF:0.963554, Len:  5, Fitness_tra: 0
Rule 14: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 98c41, Class:  1, CF:0.993852, Len:  5, Fitness_tra: 0
Rule 16: 85127, Class:  1, CF:0.236286, Len:  5, Fitness_tra: 0
Rule 17: 11214, Class:  2, CF:0.0189571, Len:  5, Fitness_tra: 0
Rule 18: 91771, Class:  2, CF:0.885856, Len:  5, Fitness_tra: 0
Rule 19: 514b4, Class:  2, CF:0.933917, Len:  5, Fitness_tra: 0
Rule 20: 512b1, Class:  2, CF:0.687474, Len:  5, Fitness_tra: 0
Rule 21: 11224, Class:  2, CF:0.874028, Len:  5, Fitness_tra: 0
Rule 22: 52747, Class:  2, CF:0.7293, Len:  5, Fitness_tra: 0
Rule 23: 512b2, Class:  2, CF:0.971423, Len:  5, Fitness_tra: 0
Rule 24: 92c41, Class:  1, CF:0.978972, Len:  5, Fitness_tra: 0
Rule 25: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 58421, Class:  1, CF:0.498378, Len:  5, Fitness_tra: 0
Rule 27: 182b1, Class:  1, CF:0.826054, Len:  5, Fitness_tra: 0
Rule 28: 51172, Class:  2, CF:0.985172, Len:  5, Fitness_tra: 0
Rule 29: c1144, Class:  2, CF:0.856839, Len:  5, Fitness_tra: 0
Rule 30: 11417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 38122, Class:  1, CF:0.923464, Len:  5, Fitness_tra: 0
Rule 32: 89847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 122b1, Class:  1, CF:0.640722, Len:  5, Fitness_tra: 0
Rule 34: 18242, Class:  1, CF:0.453155, Len:  5, Fitness_tra: 0
Rule 35: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18444, Class:  1, CF:0.387429, Len:  5, Fitness_tra: 0
Rule 37: d1741, Class:  2, CF:0.661511, Len:  5, Fitness_tra: 0
Rule 38: 98114, Class:  1, CF:0.14, Len:  5, Fitness_tra: 0
Rule 39: 5144b, Class:  2, CF:0.910153, Len:  5, Fitness_tra: 0
Rule 40: 311b2, Class:  2, CF:0.336138, Len:  5, Fitness_tra: 0
Rule 41: 31141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 32177, Class:  1, CF:0.0194034, Len:  5, Fitness_tra: 0
Rule 44: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3c222, Class:  1, CF:0.507989, Len:  5, Fitness_tra: 0
Rule 46: 1c121, Class:  0, CF:0.177104, Len:  5, Fitness_tra: 0
Rule 47: 5d271, Class:  1, CF:0.913421, Len:  5, Fitness_tra: 0
Rule 48: 121b2, Class:  2, CF:0.802914, Len:  5, Fitness_tra: 0
Rule 49: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 50: 11214, Class:  2, CF:0.0189571, Len:  5, Fitness_tra: 0
Rule 51: 52bb1, Class:  2, CF:0.13757, Len:  5, Fitness_tra: 0
Rule 52: 35cb7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 235b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 82427, Class:  2, CF:0.409172, Len:  5, Fitness_tra: 0
Rule 55: 1d277, Class:  1, CF:0.93682, Len:  5, Fitness_tra: 0
Rule 56: 31271, Class:  1, CF:0.644663, Len:  5, Fitness_tra: 0
Rule 57: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 52217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 322b1, Class:  1, CF:0.969687, Len:  5, Fitness_tra: 0
Rule 60: 32484, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18414, Class:  1, CF:0.548044, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 92427, Class:  2, CF:0.890101, Len:  5, Fitness_tra: 0
Rule 65: 95c22, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 157b7, Class:  1, CF:0.917084, Len:  5, Fitness_tra: 0
Rule 67: 14212, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
