------Generation 0------
Rule  1: 514b7, Class:  2, CF:0.883569, Len:  5, Fitness_tra: 0
Rule  2: 1c1b2, Class:  0, CF:0.724912, Len:  5, Fitness_tra: 0
Rule  3: a3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 5d141, Class:  1, CF:0.904272, Len:  5, Fitness_tra: 0
Rule  5: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 5c427, Class:  0, CF:0.804183, Len:  5, Fitness_tra: 0
Rule  7: 211b4, Class:  2, CF:0.941527, Len:  5, Fitness_tra: 1
Rule  8: 11b82, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 03000, Class:  2, CF:0.403261, Len:  1, Fitness_tra: -92
Rule 10: 31447, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 83127, Class:  2, CF:0.984845, Len:  5, Fitness_tra: 2
Rule 12: 11142, Class:  2, CF:0.946259, Len:  5, Fitness_tra: 0
Rule 13: d5c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 9542b, Class:  1, CF:0.998481, Len:  5, Fitness_tra: 0
Rule 15: 154b7, Class:  1, CF:0.988007, Len:  5, Fitness_tra: 0
Rule 16: 98124, Class:  1, CF:0.302819, Len:  5, Fitness_tra: 0
Rule 17: 511b1, Class:  2, CF:0.886464, Len:  5, Fitness_tra: 2
Rule 18: 31141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 17411, Class:  0, CF:0.149484, Len:  5, Fitness_tra: 0
Rule 20: 3127b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 112b4, Class:  2, CF:0.730538, Len:  5, Fitness_tra: 0
Rule 22: 5171b, Class:  2, CF:0.297969, Len:  5, Fitness_tra: 0
Rule 23: 1517b, Class:  1, CF:0.911264, Len:  5, Fitness_tra: 0
Rule 24: d55bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 04700, Class:  1, CF:0.00567705, Len:  2, Fitness_tra: 0
Rule 26: 11172, Class:  2, CF:0.933887, Len:  5, Fitness_tra: 0
Rule 27: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 91114, Class:  2, CF:0.888492, Len:  5, Fitness_tra: 0
Rule 29: 582b1, Class:  1, CF:0.64816, Len:  5, Fitness_tra: 0
Rule 30: e0000, Class:  2, CF:0.173319, Len:  1, Fitness_tra: -3
