<CommandLineArguments>
ImbalancedDataset_FGBML.exe bal 1 FGBML_NONE 20 9 5 n 
<HyperParameter>
NUM_MEMBERSHIP_FUNC = 15
POPULATION_SIZE = 100
NUM_ITERATION = 5000
PROB_CROSSOVER = 0.900000
PER_REPLACEMENT = 20
SEED = 1234
INTERVAL_GRAPH = 100
IS_SELECT_PARENTS_ONLY_FROM_WINNER_RULE = 0
NUM_TRIAL = 20

<RUNNING_SECOND>
822 [s]

<Evaluation>
PER MISS TRA:9.59147
PER MISS TST:12.9032
LEN OF RULE:2.88235
Confusion Matrix tra:
254, 0, 6
21, 0, 23
4, 0, 255
Confusion Matrix tst:
26, 0, 2
1, 0, 4
1, 0, 28

<BestRules> [att, class, weight]
0052, 2, 0.652819
0030, 0, 0.426036
00d5, 2, 0.705882
3b00, 2, 0.677419
0a0e, 2, 0.913043
0620, 2, 0.745257
5500, 0, 0.815668
2006, 0, 0.754448
0a08, 2, 0.836364
2500, 0, 0.673469
050a, 0, 0.876923
a400, 2, 0.612903
3042, 2, 0.878899
060c, 2, 0.642857
5200, 0, 0.665284
25a0, 0, 1.000000
400a, 0, 0.703704
4030, 0, 0.537879
2d04, 0, 0.666667
2d06, 0, 0.982684
0510, 0, 0.603577
a190, 2, 0.991379
3000, 2, 0.454006
0d11, 0, 0.723356
0c52, 2, 0.820896
3b05, 2, 0.944444
6300, 2, 0.898089
21a0, 0, 0.681720
30b9, 2, 0.864865
5d01, 0, 0.944828
400b, 0, 0.285714
2c11, 0, 0.867945
a6b0, 2, 1.000000
4d10, 0, 0.629630
c4c9, 2, 0.900000
5d40, 0, 0.862069
550a, 0, 1.000000
5cb5, 0, 1.000000
d0a6, 0, 1.000000
cea0, 0, 1.000000
a0e5, 2, 1.000000
300e, 2, 0.826087
0266, 0, 0.989189
2c5d, 2, 1.000000
0416, 0, 0.825414
e1b1, 0, 0.760000
3040, 2, 0.562044
0463, 0, 0.971223
0d41, 0, 0.540107
6002, 2, 0.776801
6340, 2, 0.946154
0ae8, 2, 1.000000
3790, 2, 0.923304
3a02, 2, 0.985185
0a0b, 2, 0.500000
2066, 0, 0.972653
450a, 0, 1.000000
4009, 2, 0.397260
58bb, 0, 1.000000
1b00, 2, 0.405660
4210, 0, 0.606444
2c56, 0, 0.953488
2d40, 0, 0.642105
4063, 0, 0.909465
5ac4, 2, 1.000000
4540, 0, 0.449541
ed08, 0, 0.760000
c190, 2, 0.653465
6550, 2, 0.693780
5161, 0, 0.927299
2465, 0, 0.810345
3d98, 2, 1.000000
0433, 0, 0.951220
aba6, 0, 1.000000
3354, 2, 1.000000
a242, 2, 0.961326
429a, 0, 0.939759
5c95, 2, 1.000000
dd46, 0, 1.000000
0005, 2, 0.343023
2cd5, 2, 1.000000
41aa, 0, 1.000000
a420, 2, 0.861702
4a24, 2, 0.986111
068c, 2, 0.961165

<Prediction> [generation][index_pattern]
Training:
