------Generation 0------
Rule  1: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: d00000d00, Class:  1, CF:0.650254, Len:  2, Fitness_tra: 4
Rule  4: 8145941d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: d02000000, Class:  0, CF:0.159181, Len:  2, Fitness_tra: 0
Rule  7: 25e232817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 15e41b521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 000400000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2818512b7, Class:  6, CF:  1, Len:  9, Fitness_tra: 2
Rule 13: 006000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 151c9b841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 13451bc57, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 500000000, Class:  1, CF:0.428626, Len:  1, Fitness_tra: -3
Rule 19: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e00700600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 814317111, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 834311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15251b5d7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11ec5722b, Class:  0, CF:0.501748, Len:  9, Fitness_tra: 0
Rule 29: 090370000, Class:  6, CF:  1, Len:  3, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0300000d0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 32: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5d3c21824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000400, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c5ec3b524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 020000300, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1231d1c21, Class:  6, CF:  1, Len:  9, Fitness_tra: 14
Rule 42: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111157c22, Class:  6, CF:0.443022, Len:  9, Fitness_tra: -4
Rule 44: 400000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5161245b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 15112b24b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 8141342d1, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 49: d00000d00, Class:  1, CF:0.650254, Len:  2, Fitness_tra: 0
Rule 50: 000cf8c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 55: 008000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 821514121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00d000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c111911b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 283117822, Class:  1, CF:0.78932, Len:  9, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: d231522b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000500000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 090000000, Class:  5, CF:0.841551, Len:  1, Fitness_tra: 0
Rule 69: 11259b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 440000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 421291144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c815d71b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d512111b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 111931542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11e137824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c349322d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 81e191c44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 117532251, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 86: 0c0000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13b33bcc4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000700000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25b537512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c5e832144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11311bc12, Class:  4, CF:0.727675, Len:  9, Fitness_tra: 0
Rule 96: 511252d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 15611b811, Class:  1, CF:0.953641, Len:  9, Fitness_tra: 0
Rule 99: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 811c52517, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:83.0409
------Result------
Miss_rate(tra)	:83.0409
Miss_rate(tst)	:86.0465
ARL				:5.94737

------Generation 0------
Rule  1: 1231d1c21, Class:  6, CF:  1, Len:  9, Fitness_tra: 14
Rule  2: d00000d00, Class:  1, CF:0.650254, Len:  2, Fitness_tra: 4
Rule  3: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  4: 2818512b7, Class:  6, CF:  1, Len:  9, Fitness_tra: 2
Rule  5: 0300000d0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule  6: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 25e232817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 15e41b521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 000400000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
