------Generation 0------
Rule  1: 1551739c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: e9284131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 58117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1e251238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: e9817b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 152c445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 198574d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 151c213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e121b79c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 85112711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 358111e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 351cb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8151b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: ccd27418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: eecc44ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 932c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 6942b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39227118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1151bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6e881412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 15247232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e21bb38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 311217ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1811171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15514718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 95482798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 93c82431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5d891411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9145b7d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 15dc7255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 511d4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 15c27111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 134cb794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: a6717111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 125c1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e9cd71d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1e117b62, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19ccb152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 31c81b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: d0000000, Class:  1, CF:0.784689, Len:  1, Fitness_tra: 656
Rule 45: 21252b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 22127251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9e4c115c, Class:  1, CF:0.997005, Len:  8, Fitness_tra: 0
Rule 48: c2812791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 12d11451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9951bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 15cc7b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: e3751b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11247731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e151754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: dd1472e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 6322b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1311b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 511271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: a5721491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52512be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5d551191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 39194111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 39812798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 88217218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: e1122112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 68: 1ec114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1ec2111c, Class:  0, CF:0.973386, Len:  8, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 13882212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 991c1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3ec22431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 831cbb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 25541b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d1812212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d5521791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 58812b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 12121235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 81114152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e1c12712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3982173c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5ec51134, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 651c72e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0d000000, Class:  1, CF:0.797091, Len:  1, Fitness_tra: 141
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3e15111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 31854712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 33157112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 9328149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 28587b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 118cb432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 181cb4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: d0000000, Class:  1, CF:0.784689, Len:  1, Fitness_tra: 0
Rule 96: 52524b3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11457be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1e287412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e6151bd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22d17411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.4556
------Result------
Miss_rate(tra)	:98.4556
Miss_rate(tst)	:97.3154
ARL				:2.86667

------Generation 0------
Rule  1: d0000000, Class:  1, CF:0.784689, Len:  1, Fitness_tra: 657
Rule  2: 0d000000, Class:  1, CF:0.797091, Len:  1, Fitness_tra: 141
Rule  3: 1551739c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1e251238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: e9817b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 152c445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 198574d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 151c213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e121b79c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 85112711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 358111e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 351cb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8151b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: ccd27418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: eecc44ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 932c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 6942b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39227118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1151bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6e881412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 15247232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e21bb38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 311217ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1811171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15514718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 95482798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 93c82431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5d891411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9145b7d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 15dc7255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 511d4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 15c27111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 134cb794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: a6717111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 125c1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e9cd71d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1e117b62, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19ccb152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 31c81b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9284131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21252b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 22127251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9e4c115c, Class:  1, CF:0.997005, Len:  8, Fitness_tra: 0
Rule 48: c2812791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 12d11451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9951bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 15cc7b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: e3751b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11247731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e151754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: dd1472e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 6322b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1311b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 511271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: a5721491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52512be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5d551191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 39194111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 39812798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 88217218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: e1122112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 68: 1ec114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1ec2111c, Class:  0, CF:0.973386, Len:  8, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 13882212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 991c1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3ec22431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 831cbb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 25541b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d1812212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d5521791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 58812b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 12121235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d0000000, Class:  1, CF:0.784689, Len:  0, Fitness_tra: 0
Rule 82: 9e21bb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 18d47291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e128271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 55141218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9e1c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15d14451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11111115, Class:  0, CF:0.981261, Len:  8, Fitness_tra: 51
Rule 89: 182c2255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3322429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13151b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
