------Generation 0------
Rule  1: 9941bb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 8115219c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 5915279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 52514218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 33287118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 3e417211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c2827112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1e12779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1e181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1c7111e1, Class:  0, CF:0.676758, Len:  8, Fitness_tra: 0
Rule 11: 9e82bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5181b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: e6cdb2dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 3122b7e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: e14c2b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 92214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1184b498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1d127b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e51227e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e611b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e9c127ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d252bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 9ec87415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 334c2454, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 531141e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000005, Class:  0, CF:0.696665, Len:  1, Fitness_tra: 43
Rule 27: 52511231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11487712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1d212214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 528c445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 6921b79c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 33c27b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 258cb1e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 518124e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 63217711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11d11b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
