------Generation 0------
Rule  1: 1152143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 11422492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 3121479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 2511b4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1121b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 91c21291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 83124b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 558cb71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1d81275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 5522b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: e9457234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 22d11731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15121ae2, Class:  1, CF:0.852782, Len:  8, Fitness_tra: 0
Rule 14: 311112ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11511b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 58141431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 951c1294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 52547298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 394841ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 18214798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 215117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9ec22732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 158c71e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 394cb132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 914827e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11154212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 858c2b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 115112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e91cbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11cdb751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e154192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 51111b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 95187258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1eccb258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9ecc2b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e118bb35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 51dcbb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e1c224ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: ee411112, Class:  1, CF:0.889435, Len:  8, Fitness_tra: 15
Rule 42: 58cc2be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e9187454, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1152bbd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000050, Class:  1, CF:0.0380402, Len:  1, Fitness_tra: 17
Rule 46: 3e452751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1511449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d8dc24e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c8117b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 9541bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1121713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 211cb11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 152c2131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d221212, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 55: 232cb131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3e211212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1d2171ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 19121198, Class:  1, CF:0.936, Len:  8, Fitness_tra: 0
Rule 59: 1e211418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111812e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 21121295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: e1211792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 81122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 9912741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6e212431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 39442b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 19c11b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 69254b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3e4127e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 8cd1449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13cc7131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5111b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 99214b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 515424e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 188c7415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3e184b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11824112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: c2112259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 9148b291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1514b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1c254b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 151db292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 93224491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 12d121ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 9eccbb34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 181c719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 151cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 93117718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2c11b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d1547191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: ee2e1491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21dc27e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 19812191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 97: 31252714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 33481418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 992217ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3118725c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.4556
------Result------
Miss_rate(tra)	:98.4556
Miss_rate(tst)	:97.3154
ARL				:4.9

------Generation 0------
Rule  1: 1152143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 11422492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 3121479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 2511b4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1121b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 91c21291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 83124b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 558cb71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1d81275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
