------Generation 0------
Rule  1: 115471e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: e3814b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 15c22be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 13111b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 22184795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 93812231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: d5c1b758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 39147b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 6328413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1311421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5112249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1154441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1d1227ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 55dc7711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 351c1212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 285c1491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 31521be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39147791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8122721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 16717298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5211273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5541441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1112b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 25891218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: ee114b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e1154118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1128b452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e9182b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 915c771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 91882292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: d218445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 81517211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11c1475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 13181b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 33782298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 16827431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d5c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112471e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5ecc421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 31c5bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 39c47132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 812c27ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c1511131, Class:  0, CF:  1, Len:  8, Fitness_tra: 11
Rule 46: e3cc4252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3e4347e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2585b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5311179c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 155c4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 12182715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 36184411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 155222e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3e8cb4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13857758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: ea112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 315c7192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e121421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 33127295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 93827be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1911249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 55221212, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 15c511e1, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 12541791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: e518271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d821b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 52122b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11844492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3345b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1141b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 21827492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: d8217414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e1714b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 91c1b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d21c7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 39814118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13242795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 50000000, Class:  1, CF:0.795796, Len:  1, Fitness_tra: -61
Rule 79: e58cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 398c7231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111174e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1521429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 8811b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
