------Generation 0------
Rule  1: 111c2411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 51d47412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 128c1298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 25151111, Class:  1, CF:0.115917, Len:  8, Fitness_tra: 0
Rule  5: dd1c2751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: d111b195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: d811bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 31421b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11187231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 5111b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81d4bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 25211451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 151174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 31281412, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: d1547b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1812775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 18d14731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 511474e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3158771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 12127b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8c812258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 12217792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1d81175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 558cb4e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1111b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1321b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15512b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 12821232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: c2157151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d52c2192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 555127e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1d8e7b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
