------Generation 0------
Rule  1: 1265152811521, Class:  1, CF:0.104904, Len: 13, Fitness_tra: 0
Rule  2: 4b45111215d32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21b3811111d11, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  4: 0b00d0c0c0060, Class:  0, CF:0.671075, Len:  5, Fitness_tra: 3
Rule  5: 11a1d2155d352, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: 45f851d159126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7445158515955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 4423222d11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 351515d851111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2b711211e8158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 191551551d128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6335951553955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 41bd2a3124963, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1e118c558d52d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 33319d91c1183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: ff123919d2985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1123221195551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: b12115113e155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1cfdd511d9952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 22b1531225111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 1e7c891d83551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b8fd11399881e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f1f115ee28526, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bdf4de192128a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000c00000e090, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 111115dc51991, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: b81dd5551154e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0009000900220, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 29: 2b45185115215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6e7cddd35d9c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 117d1185518d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: f13215138511e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: f119155c11211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: b4412132249e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 414c1112111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1919c13111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1c41151811151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2da211312c881, Class:  0, CF:0.711673, Len: 13, Fitness_tra: 0
Rule 39: 4114a12111123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
