------Generation 0------
Rule  1: f971211113951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: aa11593511826, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 4312555155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 3348118211191, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  5: 7c15d13115e38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: fa1112dd58183, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: a1119d511d11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 631ce5121e515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 1161d51111d55, Class:  0, CF:0.996725, Len: 13, Fitness_tra: 0
Rule 10: 36b8e15219151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 33111511115d8, Class:  0, CF:0.365872, Len: 13, Fitness_tra: 0
Rule 12: f9b8d158111c2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: b2151519d9d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: a9b351c15151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1164321911511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 4111131851d55, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: a31855d155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 4171dd25d8212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3111312133d1c, Class:  0, CF:0.143441, Len: 13, Fitness_tra: 0
Rule 20: 0000000000080, Class:  0, CF:0.0383599, Len:  1, Fitness_tra: 5
Rule 21: 2b15811898558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b121511581511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 72732d2585551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 25f5518521871, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: f34221e131518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3541111d95195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 137198211e591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b41dd11218911, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 41f3311c11d12, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: a515511555811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 115385555d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 71a91129ce529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6ff13121d515e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: fe491511e1918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1131551581c81, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 11155155dd115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 31b9111111531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: af6dd5de51d26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
