------Generation 0------
Rule  1: 111b1, Class:  0, CF:0.323888, Len:  5, Fitness_tra: 0
Rule  2: 51171, Class:  1, CF:0.654943, Len:  5, Fitness_tra: 0
Rule  3: ec441, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  4: 212b7, Class:  1, CF:0.330797, Len:  5, Fitness_tra: 0
Rule  5: 00000, Class:  0, CF:0.720207, Len:  0, Fitness_tra: 43
Rule  6: 11272, Class:  1, CF:0.626483, Len:  5, Fitness_tra: 0
Rule  7: 11111, Class:  0, CF:0.815239, Len:  5, Fitness_tra: 0
Rule  8: 111b2, Class:  1, CF:0.719186, Len:  5, Fitness_tra: 0
Rule  9: c1542, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 10: 9111b, Class:  1, CF:0.503842, Len:  5, Fitness_tra: 0
Rule 11: 182b7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 1277b, Class:  0, CF:0.661257, Len:  5, Fitness_tra: 0
Rule 13: 151b7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 18411, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 11172, Class:  1, CF:0.745215, Len:  5, Fitness_tra: 0
Rule 16: 11211, Class:  0, CF:0.91217, Len:  5, Fitness_tra: 0
Rule 17: 3d2b4, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 514b7, Class:  1, CF:0.612543, Len:  5, Fitness_tra: 0
Rule 19: d8427, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 51124, Class:  1, CF:0.938216, Len:  5, Fitness_tra: 0
Rule 21: 11221, Class:  0, CF:0.452434, Len:  5, Fitness_tra: 0
Rule 22: d5724, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 32414, Class:  0, CF:0.946457, Len:  5, Fitness_tra: 0
Rule 24: 12c27, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: e841b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 18124, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 98c27, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: 04000, Class:  0, CF:0.886249, Len:  1, Fitness_tra: 38
Rule 29: 32422, Class:  0, CF:0.901066, Len:  5, Fitness_tra: 0
Rule 30: 511b4, Class:  1, CF:0.852124, Len:  5, Fitness_tra: 0
Rule 31: 00000, Class:  0, CF:0.720207, Len:  0, Fitness_tra: 0
Rule 32: 23141, Class:  1, CF:0.65807, Len:  5, Fitness_tra: 0
Rule 33: 95474, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 31217, Class:  0, CF:0.764281, Len:  5, Fitness_tra: 0
