------Generation 0------
Rule  1: 1321239313a11224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 4116195122111532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1f26b1111511181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 00005060050204a0, Class:  9, CF:0.960902, Len:  6, Fitness_tra: 6
Rule  5: 53931321b1115132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 05e00f0000000060, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule  7: 21c31a151c145b62, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0509000f0e3d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 491333a6393d1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 16b511346116132e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 231353115b145218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 21b1725ba1f61179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1111131212181513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e000000030090c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 15: 21451412356316be, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 090e000a0e0d4800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 912175413bf2a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11113114222d1a33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4a4155871243863a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000f000000fc0700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6a11151c8b641112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 131623111b421161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5611282231f11a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6311111131111c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 311319581b121113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1336611338325421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f65a211315115b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 215393a66e113254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 212a561118115211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 798f3a1512111432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111a735117121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161a111217211313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e412411a993c121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1a53211251311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 16d31331611111b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2f71153539139c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3313211237121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b91f132d22121717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 715133f3a311121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1f338518171b12b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1a13711da1313217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 231a163115815717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11d1151212121818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11459551b11153fa, Class:  3, CF:  1, Len: 16, Fitness_tra: 2
Rule 45: 16361e3538322b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 212d123711111a71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f11781161311831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 41161321711254f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 21111181174212f2, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 50: 265111d111a1d1b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b351116331555c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 161111b2c7eb5872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: af11197824171222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1311111214412a63, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
