------Generation 0------
Rule  1: 4111d32714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 7141de7711, Class:  1, CF:0.997202, Len: 10, Fitness_tra: -125
Rule  3: 72b28311bb, Class:  1, CF:0.839771, Len: 10, Fitness_tra: 0
Rule  4: b5b219771c, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: 1742817242, Class:  1, CF:0.995025, Len: 10, Fitness_tra: 0
Rule  6: 17b7137174, Class:  1, CF:0.394942, Len: 10, Fitness_tra: -1
Rule  7: b47b154b1b, Class:  1, CF:0.517544, Len: 10, Fitness_tra: 0
Rule  8: 7742c62214, Class:  1, CF:0.918797, Len: 10, Fitness_tra: 0
Rule  9: bbb41f742b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: b47756b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b84221127b, Class:  1, CF:0.903176, Len: 10, Fitness_tra: -9
Rule 12: 444b164b12, Class:  0, CF:0.990711, Len: 10, Fitness_tra: 0
Rule 13: 24112c2b24, Class:  1, CF:0.967452, Len: 10, Fitness_tra: 0
Rule 14: b7442c2b4b, Class:  1, CF:0.968103, Len: 10, Fitness_tra: 0
Rule 15: 2747332114, Class:  1, CF:0.0681771, Len: 10, Fitness_tra: 0
Rule 16: 7b1b2e172b, Class:  1, CF:0.952836, Len: 10, Fitness_tra: -63
Rule 17: b2b15f422b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2121c14742, Class:  1, CF:0.998485, Len: 10, Fitness_tra: 0
Rule 19: 7111164bb4, Class:  0, CF:0.827229, Len: 10, Fitness_tra: 0
Rule 20: 2522792412, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 4c77792772, Class:  1, CF:0.91704, Len: 10, Fitness_tra: 0
Rule 22: 4bb18324bb, Class:  1, CF:0.939032, Len: 10, Fitness_tra: 0
Rule 23: 24128947bb, Class:  1, CF:0.300912, Len: 10, Fitness_tra: 0
Rule 24: 1711562472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7242197272, Class:  1, CF:0.967446, Len: 10, Fitness_tra: 0
Rule 26: 142b837421, Class:  1, CF:0.278629, Len: 10, Fitness_tra: 0
Rule 27: 11214d1b47, Class:  1, CF:0.941879, Len: 10, Fitness_tra: -3607
