------Generation 0------
Rule  1: 227b81b2b2, Class:  1, CF:0.97812, Len: 10, Fitness_tra: 0
Rule  2: 714b2324c2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  3: 2bb45e411b, Class:  1, CF:0.977167, Len: 10, Fitness_tra: 0
Rule  4: b7421a4777, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: 7271314277, Class:  1, CF:0.859337, Len: 10, Fitness_tra: 0
Rule  6: b2b75a2b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7b7b832741, Class:  1, CF:0.946542, Len: 10, Fitness_tra: 0
Rule  8: 2b1211421b, Class:  1, CF:0.981773, Len: 10, Fitness_tra: 0
Rule  9: 7114237b11, Class:  1, CF:0.958658, Len: 10, Fitness_tra: 0
Rule 10: 4b441f1b14, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 24bc26bb77, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 21471e1214, Class:  1, CF:0.990839, Len: 10, Fitness_tra: 0
Rule 13: 4c4b137121, Class:  0, CF:0.903521, Len: 10, Fitness_tra: 0
Rule 14: 4113aa241b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 7772814472, Class:  1, CF:0.99764, Len: 10, Fitness_tra: 0
Rule 16: 1c1481724b, Class:  1, CF:0.829612, Len: 10, Fitness_tra: 0
Rule 17: 7512234772, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: b1441a1212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: b2445abb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1bbb114bb7, Class:  1, CF:0.943074, Len: 10, Fitness_tra: 0
Rule 21: b112211711, Class:  1, CF:0.820239, Len: 10, Fitness_tra: -3506
Rule 22: 24b483b717, Class:  1, CF:0.927682, Len: 10, Fitness_tra: 0
Rule 23: 2b71a34b77, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 2b72592272, Class:  1, CF:0.999517, Len: 10, Fitness_tra: 0
Rule 25: b81b234bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 41721121b1, Class:  1, CF:0.805738, Len: 10, Fitness_tra: 0
Rule 27: 444b15171b, Class:  1, CF:0.502548, Len: 10, Fitness_tra: -1
Rule 28: 4742ca2277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 147283411b, Class:  1, CF:0.915337, Len: 10, Fitness_tra: 0
Rule 30: 4c1221227b, Class:  1, CF:0.876338, Len: 10, Fitness_tra: 0
Rule 31: 71b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1721467b27, Class:  0, CF:0.947767, Len: 10, Fitness_tra: 0
Rule 33: 25c4812281, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2d27ceb1b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 1121f3bb42, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 36: 424bc347bb, Class:  1, CF:0.927762, Len: 10, Fitness_tra: 0
Rule 37: 44b4d62244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2217cd274b, Class:  1, CF:0.92168, Len: 10, Fitness_tra: 0
Rule 39: 4412151727, Class:  1, CF:0.831518, Len: 10, Fitness_tra: 0
Rule 40: 1b271e4421, Class:  1, CF:0.987604, Len: 10, Fitness_tra: -7
Rule 41: 244211b74b, Class:  1, CF:0.86883, Len: 10, Fitness_tra: 0
Rule 42: 7bb4761277, Class:  0, CF:0.990773, Len: 10, Fitness_tra: 0
Rule 43: 7747ff2221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 4121187142, Class:  1, CF:0.994583, Len: 10, Fitness_tra: 2
Rule 45: b142221b24, Class:  1, CF:0.971251, Len: 10, Fitness_tra: 0
Rule 46: 2272867272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 77771e2224, Class:  1, CF:0.999388, Len: 10, Fitness_tra: 0
Rule 48: 7b74231224, Class:  1, CF:0.58467, Len: 10, Fitness_tra: 0
Rule 49: 15b411b124, Class:  1, CF:0.768933, Len: 10, Fitness_tra: 0
Rule 50: 471783b414, Class:  1, CF:0.966455, Len: 10, Fitness_tra: 0
Rule 51: 272b8f41b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7274152b74, Class:  1, CF:0.739637, Len: 10, Fitness_tra: 0
Rule 53: 1177567444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b7b11221b2, Class:  1, CF:0.975262, Len: 10, Fitness_tra: 0
Rule 55: b81b21b272, Class:  1, CF:0.951426, Len: 10, Fitness_tra: 0
Rule 56: 72b7217414, Class:  1, CF:0.974264, Len: 10, Fitness_tra: 0
Rule 57: 71b12f1b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 58: b1b411b22b, Class:  1, CF:0.970388, Len: 10, Fitness_tra: 0
Rule 59: 71125f7141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1412262774, Class:  0, CF:0.889801, Len: 10, Fitness_tra: 0
Rule 61: 2744cf2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 77b7131211, Class:  1, CF:0.354764, Len: 10, Fitness_tra: 0
Rule 63: 174b814414, Class:  1, CF:0.985454, Len: 10, Fitness_tra: 0
Rule 64: 27b4831b44, Class:  1, CF:0.947595, Len: 10, Fitness_tra: 0
Rule 65: 712b83b412, Class:  1, CF:0.958413, Len: 10, Fitness_tra: 0
Rule 66: b224252141, Class:  1, CF:0.0868357, Len: 10, Fitness_tra: -1
Rule 67: 21b47e1112, Class:  1, CF:0.95093, Len: 10, Fitness_tra: -100
Rule 68: 4417852144, Class:  1, CF:0.936779, Len: 10, Fitness_tra: 0
Rule 69: b421111177, Class:  1, CF:0.826821, Len: 10, Fitness_tra: -536
Rule 70: 4124962121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 12422fb171, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 7742c57717, Class:  1, CF:0.984896, Len: 10, Fitness_tra: 0
Rule 73: 2177c37b4b, Class:  1, CF:0.961143, Len: 10, Fitness_tra: 0
Rule 74: 7141517222, Class:  1, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 75: b11723477b, Class:  1, CF:0.621153, Len: 10, Fitness_tra: 0
Rule 76: 7244a61747, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 2c2225b147, Class:  1, CF:0.797259, Len: 10, Fitness_tra: 0
