------Generation 0------
Rule  1: 6020, Class:  2, CF:0.446578, Len:  2, Fitness_tra: -1
Rule  2: 0405, Class:  2, CF:0.0564732, Len:  2, Fitness_tra: 0
Rule  3: 2595, Class:  1, CF:0.493667, Len:  4, Fitness_tra: 4
Rule  4: 6311, Class:  1, CF:0.346042, Len:  4, Fitness_tra: 1
Rule  5: 1411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0060, Class:  0, CF:0.113448, Len:  1, Fitness_tra: 3
Rule  9: 1112, Class:  2, CF:0.0447789, Len:  4, Fitness_tra: 0
Rule 10: 0060, Class:  0, CF:0.113448, Len:  1, Fitness_tra: 0
Rule 11: 3111, Class:  1, CF:0.276102, Len:  4, Fitness_tra: 6
Rule 12: 5000, Class:  0, CF:0.138578, Len:  1, Fitness_tra: -7
Rule 13: 0060, Class:  0, CF:0.113448, Len:  1, Fitness_tra: 0
Rule 14: 8721, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1361, Class:  1, CF:0.393295, Len:  4, Fitness_tra: 9
Rule 16: 2113, Class:  0, CF:0.304189, Len:  4, Fitness_tra: -3
Rule 17: 5111, Class:  0, CF:0.528046, Len:  4, Fitness_tra: 8
Rule 18: 1111, Class:  1, CF:0.172468, Len:  4, Fitness_tra: 0
Rule 19: 0060, Class:  0, CF:0.113448, Len:  1, Fitness_tra: 0
Rule 20: e000, Class:  0, CF:0.253377, Len:  1, Fitness_tra: 6
Rule 21: 2460, Class:  0, CF:0.725724, Len:  3, Fitness_tra: 32
Rule 22: 7151, Class:  2, CF:0.372495, Len:  4, Fitness_tra: -1
Rule 23: 1324, Class:  2, CF:0.756212, Len:  4, Fitness_tra: 23
Rule 24: 6115, Class:  2, CF:0.751664, Len:  4, Fitness_tra: 0
Rule 25: 2612, Class:  2, CF:0.10643, Len:  4, Fitness_tra: 0
Rule 26: 0005, Class:  2, CF:0.0285413, Len:  1, Fitness_tra: 0
Rule 27: 1151, Class:  2, CF:0.471022, Len:  4, Fitness_tra: -3
Rule 28: 5311, Class:  0, CF:0.350585, Len:  4, Fitness_tra: 0
