------Generation 0------
Rule  1: 7424831224, Class:  1, CF:0.914468, Len: 10, Fitness_tra: 0
Rule  2: 11b7261424, Class:  1, CF:0.982723, Len: 10, Fitness_tra: 0
Rule  3: 4214661771, Class:  1, CF:0.990483, Len: 10, Fitness_tra: 0
Rule  4: 0000030000, Class:  1, CF:0.803128, Len:  1, Fitness_tra: -112
Rule  5: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 7cb28372b1, Class:  0, CF:0.980339, Len: 10, Fitness_tra: 0
Rule  7: b124512711, Class:  1, CF:0.854252, Len: 10, Fitness_tra: 0
Rule  8: b721412411, Class:  1, CF:0.911639, Len: 10, Fitness_tra: 1
Rule  9: 4b1b1641bb, Class:  1, CF:0.993523, Len: 10, Fitness_tra: 0
Rule 10: 27221312b1, Class:  1, CF:0.985448, Len: 10, Fitness_tra: 0
Rule 11: 41b2211211, Class:  1, CF:0.757219, Len: 10, Fitness_tra: -1
Rule 12: 4b445a1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 17725e4711, Class:  1, CF:0.796044, Len: 10, Fitness_tra: 103
Rule 14: b1b11e7117, Class:  1, CF:0.818661, Len: 10, Fitness_tra: -263
Rule 15: 1bb4c64b44, Class:  0, CF:0.999845, Len: 10, Fitness_tra: 0
Rule 16: 48123f2421, Class:  1, CF:0.995713, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 411156b421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 41b4112177, Class:  1, CF:0.910291, Len: 10, Fitness_tra: 0
Rule 20: 2117294b24, Class:  1, CF:0.340783, Len: 10, Fitness_tra: 0
Rule 21: 71771e2412, Class:  1, CF:0.87505, Len: 10, Fitness_tra: 0
Rule 22: 1847c57b71, Class:  1, CF:0.335673, Len: 10, Fitness_tra: 0
Rule 23: ba4d594b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b2771f1247, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 0
Rule 25: 227471b277, Class:  1, CF:0.932469, Len: 10, Fitness_tra: 0
Rule 26: 752b114211, Class:  1, CF:0.98514, Len: 10, Fitness_tra: 1
Rule 27: 4c122971b1, Class:  1, CF:0.663627, Len: 10, Fitness_tra: 1
Rule 28: 7442257b72, Class:  1, CF:0.570593, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 24b29a1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2727867172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1722132427, Class:  1, CF:0.976918, Len: 10, Fitness_tra: 0
Rule 33: 472211b141, Class:  1, CF:0.929058, Len: 10, Fitness_tra: 0
Rule 34: 42478a2b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
