------Generation 0------
Rule  1: b2bb814221, Class:  1, CF:0.788129, Len: 10, Fitness_tra: 0
Rule  2: 7441112417, Class:  1, CF:0.969306, Len: 10, Fitness_tra: 0
Rule  3: 1b148a242b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 24b1497bbb, Class:  0, CF:0.454215, Len: 10, Fitness_tra: 0
Rule  5: b111ce2b24, Class:  1, CF:0.969442, Len: 10, Fitness_tra: 0
Rule  6: 21124e21b2, Class:  0, CF:0.175088, Len: 10, Fitness_tra: 0
Rule  7: 2227897742, Class:  1, CF:0.853186, Len: 10, Fitness_tra: 0
Rule  8: 43bc85bb7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1542114144, Class:  1, CF:0.747427, Len: 10, Fitness_tra: 0
Rule 10: 74bb411171, Class:  1, CF:0.580574, Len: 10, Fitness_tra: -248
Rule 11: b21129bb21, Class:  1, CF:0.674223, Len: 10, Fitness_tra: 1
Rule 12: 221b2e2144, Class:  1, CF:0.626818, Len: 10, Fitness_tra: 0
Rule 13: 7412c3b421, Class:  0, CF:0.106571, Len: 10, Fitness_tra: 0
Rule 14: 4227111217, Class:  1, CF:0.913446, Len: 10, Fitness_tra: -3
Rule 15: 2112117111, Class:  1, CF:0.798207, Len: 10, Fitness_tra: -40
Rule 16: 1112531b7c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b1741e27bb, Class:  1, CF:0.099791, Len: 10, Fitness_tra: 0
Rule 18: 1174217424, Class:  1, CF:0.845738, Len: 10, Fitness_tra: 0
Rule 19: 414751b1b7, Class:  1, CF:0.813822, Len: 10, Fitness_tra: 0
Rule 20: 4d2bc141b1, Class:  1, CF:0.83275, Len: 10, Fitness_tra: 0
Rule 21: 22142ebb2b, Class:  1, CF:0.549106, Len: 10, Fitness_tra: 0
Rule 22: 777213b7b1, Class:  1, CF:0.990765, Len: 10, Fitness_tra: 0
Rule 23: 717453b2bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7d2b214141, Class:  1, CF:0.862666, Len: 10, Fitness_tra: 0
Rule 26: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b221c1b141, Class:  1, CF:0.694147, Len: 10, Fitness_tra: 0
Rule 28: 44775621b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: b171c1117b, Class:  1, CF:0.77878, Len: 10, Fitness_tra: -18
Rule 30: 14b2c91b14, Class:  0, CF:0.681594, Len: 10, Fitness_tra: -1
Rule 31: 44bbc1b444, Class:  1, CF:0.679092, Len: 10, Fitness_tra: 0
Rule 32: 217783747b, Class:  0, CF:0.685746, Len: 10, Fitness_tra: 0
Rule 33: 2b111f424b, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 34: 1b71511741, Class:  1, CF:0.965228, Len: 10, Fitness_tra: 3
Rule 35: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7944157477, Class:  1, CF:0.462611, Len: 10, Fitness_tra: 0
Rule 38: b1b1131444, Class:  1, CF:0.980605, Len: 10, Fitness_tra: 7
Rule 39: 2b12164427, Class:  1, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 40: 12b116b444, Class:  1, CF:0.999258, Len: 10, Fitness_tra: 0
Rule 41: b174114771, Class:  1, CF:0.942451, Len: 10, Fitness_tra: 0
Rule 42: 712b13bb41, Class:  1, CF:0.990543, Len: 10, Fitness_tra: 0
Rule 43: 2214c6b44b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 4c7721bbb4, Class:  1, CF:0.785822, Len: 10, Fitness_tra: 0
Rule 45: 217b1e11b2, Class:  0, CF:0.0630491, Len: 10, Fitness_tra: 1
Rule 46: 72b483222b, Class:  0, CF:0.852538, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7142534177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 127bc51b71, Class:  0, CF:0.428868, Len: 10, Fitness_tra: 21
Rule 50: 2b41137b7b, Class:  1, CF:0.997133, Len: 10, Fitness_tra: 0
Rule 51: 772415b7b2, Class:  1, CF:0.688778, Len: 10, Fitness_tra: 0
Rule 52: 4417811127, Class:  1, CF:0.1338, Len: 10, Fitness_tra: 0
Rule 53: 244111b477, Class:  1, CF:0.970631, Len: 10, Fitness_tra: 0
Rule 54: b41b814b22, Class:  1, CF:0.281003, Len: 10, Fitness_tra: 0
Rule 55: 1417831474, Class:  0, CF:0.501425, Len: 10, Fitness_tra: 0
Rule 56: b2141eb714, Class:  1, CF:0.369227, Len: 10, Fitness_tra: 0
Rule 57: 2812452174, Class:  1, CF:0.226931, Len: 10, Fitness_tra: 0
Rule 58: 4271254472, Class:  1, CF:0.973657, Len: 10, Fitness_tra: 0
Rule 59: 4b27812147, Class:  1, CF:0.941146, Len: 10, Fitness_tra: 0
Rule 60: 242bc1b212, Class:  1, CF:0.820366, Len: 10, Fitness_tra: 0
Rule 61: 4174c6b144, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 2414814447, Class:  1, CF:0.732252, Len: 10, Fitness_tra: 0
Rule 63: 4b44834171, Class:  1, CF:0.0769898, Len: 10, Fitness_tra: 0
Rule 64: 4412191bb7, Class:  0, CF:0.648905, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b1211f7771, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 2
Rule 67: 2c1429211b, Class:  1, CF:0.186636, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1b1283b17b, Class:  1, CF:0.443203, Len: 10, Fitness_tra: 0
Rule 70: 8c00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 117b5eb417, Class:  1, CF:0.537462, Len: 10, Fitness_tra: 0
Rule 72: b1b11f2172, Class:  1, CF:0.999877, Len: 10, Fitness_tra: 0
Rule 73: b1b1132bbb, Class:  1, CF:0.992234, Len: 10, Fitness_tra: 0
Rule 74: 1244212414, Class:  1, CF:0.785451, Len: 10, Fitness_tra: 0
Rule 75: 7b41211721, Class:  1, CF:0.977739, Len: 10, Fitness_tra: 3
Rule 76: 47b2154241, Class:  1, CF:0.949374, Len: 10, Fitness_tra: 0
Rule 77: 114bc34b44, Class:  0, CF:0.289914, Len: 10, Fitness_tra: 0
Rule 78: 7114214442, Class:  1, CF:0.881536, Len: 10, Fitness_tra: 0
Rule 79: 111125b111, Class:  1, CF:0.899986, Len: 10, Fitness_tra: -3620
Rule 80: 4b218d7271, Class:  1, CF:0.985626, Len: 10, Fitness_tra: 0
Rule 81: 2bb1c114bb, Class:  1, CF:0.962685, Len: 10, Fitness_tra: 0
Rule 82: b27b86b424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4b41c1b247, Class:  1, CF:0.979432, Len: 10, Fitness_tra: 0
Rule 84: 711163b112, Class:  1, CF:0.987657, Len: 10, Fitness_tra: 6
Rule 85: 1b2bcf22b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1bb2817724, Class:  1, CF:0.902786, Len: 10, Fitness_tra: 0
Rule 87: 4844ce4177, Class:  0, CF:0.999718, Len: 10, Fitness_tra: 0
Rule 88: 44241f2241, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 0
Rule 89: 7b7421772b, Class:  1, CF:0.955776, Len: 10, Fitness_tra: 0
Rule 90: b47485bbb2, Class:  1, CF:0.274533, Len: 10, Fitness_tra: 0
Rule 91: 414729b447, Class:  1, CF:0.966167, Len: 10, Fitness_tra: 0
Rule 92: bbb4164774, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 93: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b3142e2171, Class:  1, CF:0.284048, Len: 10, Fitness_tra: 0
Rule 95: 4117de1724, Class:  1, CF:0.789789, Len: 10, Fitness_tra: 0
Rule 96: 7772831242, Class:  0, CF:0.429378, Len: 10, Fitness_tra: 0
Rule 97: 2211117117, Class:  1, CF:0.836175, Len: 10, Fitness_tra: 6
Rule 98: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 77128a4172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2274c177bb, Class:  1, CF:0.20642, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:89.4416
------Result------
Miss_rate(tra)	:89.4416
Miss_rate(tst)	:89.3967
ARL				:10

------Generation 0------
Rule  1: 127bc51b71, Class:  0, CF:0.428868, Len: 10, Fitness_tra: 804
Rule  2: b1b1131444, Class:  1, CF:0.980605, Len: 10, Fitness_tra: 4
Rule  3: 2211117117, Class:  1, CF:0.836175, Len: 10, Fitness_tra: -2798
Rule  4: 711163b112, Class:  1, CF:0.987657, Len: 10, Fitness_tra: -32
Rule  5: 1b71511741, Class:  1, CF:0.965228, Len: 10, Fitness_tra: -58
Rule  6: 7b41211721, Class:  1, CF:0.977739, Len: 10, Fitness_tra: -6
Rule  7: b1211f7771, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 3
Rule  8: b21129bb21, Class:  1, CF:0.674223, Len: 10, Fitness_tra: -81
Rule  9: 217b1e11b2, Class:  0, CF:0.0630491, Len: 10, Fitness_tra: 4
Rule 10: b2bb814221, Class:  1, CF:0.788129, Len: 10, Fitness_tra: 0
Rule 11: 7441112417, Class:  1, CF:0.969306, Len: 10, Fitness_tra: 0
Rule 12: 221b2e2144, Class:  1, CF:0.626818, Len: 10, Fitness_tra: 0
Rule 13: 7412c3b421, Class:  0, CF:0.106571, Len: 10, Fitness_tra: 0
Rule 14: 2274c177bb, Class:  1, CF:0.20642, Len: 10, Fitness_tra: 0
Rule 15: 1112531b7c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b1741e27bb, Class:  1, CF:0.099791, Len: 10, Fitness_tra: 0
Rule 17: 1174217424, Class:  1, CF:0.845738, Len: 10, Fitness_tra: 0
Rule 18: 414751b1b7, Class:  1, CF:0.813822, Len: 10, Fitness_tra: 0
Rule 19: 4d2bc141b1, Class:  1, CF:0.83275, Len: 10, Fitness_tra: 0
Rule 20: 22142ebb2b, Class:  1, CF:0.549106, Len: 10, Fitness_tra: 0
Rule 21: 777213b7b1, Class:  1, CF:0.990765, Len: 10, Fitness_tra: 0
Rule 22: 717453b2bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
