------Generation 0------
Rule  1: 03080500000d0, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 00004000e9000, Class:  0, CF:0.349066, Len:  3, Fitness_tra: 7
Rule  3: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0900ed0000000, Class:  7, CF:0.917301, Len:  3, Fitness_tra: 0
Rule  5: 00009302000c0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b47852e331152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0009d00c00005, Class:  3, CF:0.436886, Len:  4, Fitness_tra: 1
Rule  9: 3639111182819, Class:  4, CF:  1, Len: 13, Fitness_tra: 2
Rule 10: 71f1518c45351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0c0c0008000f0, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000304dc008d0, Class:  9, CF:0.290748, Len:  6, Fitness_tra: -6
Rule 14: 0000d00dc0200, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 060c000068d0d, Class:  7, CF:0.337314, Len:  6, Fitness_tra: 0
Rule 16: 000d803000006, Class:  4, CF:0.0438723, Len:  4, Fitness_tra: -15
Rule 17: 78f513e31c2d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1d621f3821111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4c167138f3328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000e0000500, Class:  6, CF:0.0594937, Len:  2, Fitness_tra: -13
Rule 21: 000d000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 1
Rule 22: f36d325311d13, Class: 10, CF:0.995246, Len: 13, Fitness_tra: 5
Rule 23: 72758451e2981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000090, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000080006, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000d900000000, Class:  4, CF:0.561233, Len:  2, Fitness_tra: 4
Rule 27: 474551d451891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39112d999d521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000609000c, Class:  7, CF:0.235319, Len:  3, Fitness_tra: -3
Rule 30: 1cf2355c13195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 61653515195c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 61738c5225515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0003000000c0e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000e0dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000d0050a000d, Class:  2, CF:0.89983, Len:  4, Fitness_tra: 5
Rule 36: 0009030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b2b5d95115861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000000040c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b171518d15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
