------Generation 0------
Rule  1: f515132851931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 00000000c0000, Class:  0, CF:0.376756, Len:  1, Fitness_tra: 293
Rule  3: 36f1119181c8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 2c71182d19915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: f97121e969512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 2561a845d9515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2241511181131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 136134311d225, Class:  0, CF:0.999724, Len: 13, Fitness_tra: 4
Rule  9: 11fc4553d9113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 18b3531885338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 47b1c8156d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1412111111559, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 41d1231315221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: a133d12d81513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 42711c59313d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 61a1922125c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 17: 1911d615121d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 33a551912dc26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 71155d85cd515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 613d112559813, Class:  1, CF:  1, Len: 13, Fitness_tra: 34
Rule 21: f91d2d311111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4111c2129511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 12b813d65e222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f3718131d5211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7561121515553, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: fef5355d21511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2d69552153111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 21f911831351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 3115411e91181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3e72216111881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 63b14139f3978, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6329281565312, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 33: 366d8191c5251, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: b27c1931e555c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3111191215935, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 63b81d351e185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4471911715d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: a3ad151555211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 36a12e6914111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b13751a5718d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 78a51d3115158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 413131d111512, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 43: b122319811261, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: bd12561d7c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 22b253dd11139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a3a15591291d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 2771c29d15128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 42631d2525511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b241119191118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11b1111533321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1161493ee5211, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 52: 3129513113518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 614941113e511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b8a1151189512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b215181d25185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c21cb15f9122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 117e1c1561511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1929181323581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: ff15193e121ca, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1615d593d1289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 116511133d245, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 4c15b19ee212e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b221c81d11d8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 75f491e871215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 31f4591185384, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 217311e265981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2c431431a1328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f11415d1d5515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: f6f11153d12c1, Class:  0, CF:0.635114, Len: 13, Fitness_tra: -33
Rule 70: aea4e91151152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 24b1515191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b272111931511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 16a119a188816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 121512e13d515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 15a151292914d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7b75d81113192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2776819891e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 72325f6112255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 722895e22119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3126421593e5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11a8d13511113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: fe75121535518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4211851952213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 63f1c1913285e, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 85: 4c117e9935425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6a1283695c853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 16f9151551855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: a6f545e312485, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: b1412e52d5593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a971181151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6111195551151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: f17dc211655c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 774cc81818d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 12b8393111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: fd4c192412393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 151624d133e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2473411163921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 35231111a9142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a131111511119, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 1141113311188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
